Protein.ID	protein_ZT0	protein_ZT4	protein_ZT8	protein_ZT12	protein_ZT16	protein_ZT20	protein_ZT24	protein_ZT28	protein_ZT32	protein_ZT36	protein_ZT40	protein_ZT44	protein_ZT48	protein_ZT52	protein_ZT56	protein_ZT60	protein_ZT64	protein_ZT68	protein_ZT72	protein_ZT76	protein_ZT80	protein_ZT84	protein_ZT88	protein_ZT92	protein_ZT96	protein_ZT100	protein_ZT104	protein_ZT108	protein_ZT112	protein_ZT116	protein_mean.level	protein_max.level	protein_rhythm.pvalue	Entry	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
OT_ostta02g04120	1998124.856	1527971.351	2265368.606	1992922.805	2009121.928	2067840.543	1461282.049	1961254.998	1957205.222	2091260.649	1755040.251	2483277.528	1384733.928	1909584.947	1808715.562	1767090.963	1714276.825	1690528.208	1318132.186	1554830.497	1508223.391	1748240.439	2111511.659	2041518.263	1819927.573	1589491.799	1743014.239	1480411.394	1419884.852	1717505.185	1796609.75653333	2483277.528	0.476418233842652	Q01DS4	236	20.77	22.83
OT_ostta02g04290	136579.5805	123740.878	140078.9402	104540.67	116049.0659	147820.265	150975.5116	176148.773	146947.1353	138246.2521	123071.1767	129342.1246	141132.2747	163509.8087	117387.9273	115141.3681	167615.9827	111167.9281	150770.4483	193162.2352	126053.7184	101276.0193	117397.1621	135118.4506	138483.7587	199234.5853	128942.5664	136360.0908	138753.6575	142915.4231	138598.792606667	199234.5853	0.0074041519906371	A0A090N4R9	294	20.81	22.98
OT_ostta02g04360	15121839.1	16570314.88	35674684.76	44102464.72	34995365.31	26927732.62	14955549.79	20230392.67	29127854.5	50276871.22	30994379.8	32424332.3	13536397.34	19212987.04	29461974	47790653.93	31104422.17	27879275.45	14191919.75	18377358.4	28864267.49	41449582.26	38038888.03	29153531.96	16650601.22	17814048.74	35795810	37184085.55	27266895.49	24422384.45	28319895.498	50276871.22	7.28442174666367e-07	Q01DP8	931	21.99	24.18
OT_ostta02g04430	1787960.627	1392527.147	1936363.909	1768799.077	1892225.348	1761352.556	1591582.908	1728405.868	1629144.528	2015877.498	1716734.25	2156445.189	1245214.849	1709464.158	1708749.368	1909047.075	1757717.2	1802911.211	1281395.865	1411875.47	1377739.967	1780152.408	2044859.725	1874614.25	1619907.891	1675719.859	1804041.626	1408208.229	1337993.015	1541605.922	1688954.56643333	2156445.189	0.114242606414223	A0A090ME90	293	23.33	26.05
OT_ostta02g04560	1801296.064	1991289.572	1741512.195	1417768.675	1288592.219	2032218.676	1344832.57	2241973.273	2173831.533	1966940.358	1116927.381	1612235.461	1627559.228	1726159.748	1930108.786	1418529.564	1435309.38	1621859.188	1543978.681	2481854.96	1961161.551	1792955.28	1182330.207	1636521.228	1932287.791	2075702.983	2282247.005	1442558.801	1489084.957	967921.9897	1709251.64349	2481854.96	0.000467350711480191	A0A096P9F2	253	22.42	24.26
OT_ostta02g04600	109870.1969	143721.1443	91535.66885	71659.41778	88297.23046	91985.1563	118434.4443	169968.6702	111079.6882	78309.2798	76914.9003	69411.70495	190703.932	202015.5425	75853.3806	108748.2802	106898.0202	77857.3298	181517.122	171382.6499	113048.7132	101604.4321	97529.00531	114657.6609	152556.4292	270007.0005	71532.84435	115178.6807	128799.3383	173974.5048	122501.74563	270007.0005	0.00195557662688623	A0A096PAB8	1016	22.03	24
OT_ostta02g04680	4007045.71	4844099.031	5245818.592	3890765.022	4149188.437	4241812.47	3976637.402	5806606.468	5233350.59	4236629.627	3620703.271	4897519.392	3581374.25	4974084.158	4666254.044	3323808.455	3421591.536	3627535.444	3316141.098	4949451.351	4302986.85	3938020.416	4144341.679	4740961.749	4190194.642	5292173.713	4184545.107	3158755.454	3152155.278	3417488.752	4217734.66626667	5806606.468	0.0073502424590127	A0A096P9I5	404	21.11	22.9
OT_ostta02g04800	16737804.77	15467246.58	17357697.58	15881959.98	15909917.9	14957398.56	15653342.67	16029071.83	15701020.58	15317636.64	15393778.51	16104537.11	18486629.8	16023033.7	15591726.18	17385009.05	17223835.15	14063485.03	13556217.46	15433611.35	15881769.49	17742204.79	18982818.37	17041308.18	14885897.83	17011266.27	14510981.45	15195441.16	16734346.62	17194328.15	16115177.4246667	18982818.37	0.581430387728988	Q3B9U3	225	22.81	24.58
OT_ostta02g04820	665537.132	599546.3424	701196.2485	680528.8985	696312.6808	627647.6259	665115.9056	747157.6973	490858.6113	792504.9162	649732.9744	665511.713	749213.4806	596347.0433	625364.5161	568027.8543	653809.5135	701990.1872	675207.221	658361.6832	583106.7787	719690.5359	770903.2877	656721.3489	713945.8544	580898.167	636041.184	578114.4043	640297.7325	724476.4753	660472.267126667	792504.9162	0.150749361281051	A0A096P9G9	535	20.93	22.89
OT_ostta02g04860	262982.0349	265911.0007	327306.7515	329211.0041	297529.4584	329510.9648	225100.5336	329048.6219	238427.4748	328878.2806	285538.2209	312169.1953	222800.7612	257459.3701	262854.6917	369255.5757	264755.6478	269937.1226	217574.9295	222065.2003	268740.7479	295479.0346	337348.7891	272843.4917	288816.7276	240662.9469	278006.0877	219932.8076	249735.3142	244884.5636	277158.91171	369255.5757	0.0452140274367435	A0A096PAE2	337	22.2	24.72
OT_ostta02g05550	3057428.674	2571544.522	3196870.273	3117526.348	3118924.242	3280177.541	2546593.454	2841563.019	2617141.095	3200431.186	3015360.075	3269275.536	2304235.32	2483153.666	2843785.591	3284398.635	2825763.58	2979299.566	2299851.525	2251727.535	2410856.041	2721073.937	3535962.375	3002765.351	2627071.29	2404468.824	3001544.028	2373115.713	2563687.672	2827851.958	2819114.9524	3535962.375	0.0163801648043433	A0A096PAH0	401	22.3	24.78
OT_ostta03g00160	47600.10328	15439.71303	73523.01379	69322.83413	76006.01684	22564.00516	65500.46694	54519.17348	39855.25075	79530.10815	69380.18822	50304.15038	57473.14945	24454.11447	66717.80318	42401.04297	35978.93097	45423.20444	42373.94687	49021.43792	62936.26521	48388.54423	23368.07716	25770.65266	66767.53072	44987.10376	53972.37884	47070.10566	63949.04406	40871.05765	50182.3138123333	79530.10815	0.370525136285118	A0A096P778	349	23.02	25.01
OT_ostta03g00180	11113383.49	9092472.639	10375385.29	10563674.71	10761880.38	10564011.23	10603129.83	11177436.05	9180636.307	11382462.88	10108187.56	10906422.87	10112699.92	9269695.317	9513831.128	10630261.48	9576123.477	9715577.584	11318640.94	9184412.874	9876665.396	11315841.96	10206972.06	11289375.27	11323104.43	13873621.68	9468840.466	10327430.76	9945046.455	9233049.205	10400342.4546	13873621.68	0.47275549233615	A0A096P768	360	21.34	24.08
OT_ostta03g00220	4252870.467	4816554.457	5939013.115	5769453.72	5146310.143	5962610.529	4739992.073	6085913.727	5594804.961	7323771.228	5259662.09	6167507.708	3254479.073	5497890.973	5662150.464	6666247.509	4721911.026	5955447.27	3866767	5261050.254	5634654.774	5283948.401	5656436.275	5431108.958	4892770.227	4140899.253	6600632.164	4486390.724	4994410.692	3414375.67	5282667.83083333	7323771.228	0.0116202210981349	A0A096P7H9	296	21.77	23.75
OT_ostta03g00240	369477.3657	256740.224	385015.5005	329123.8631	467682.4263	325668.5471	461353.5882	330797.5835	293477.4951	390996.8962	464408.1562	314873.0468	314143.8233	192499.2427	292945.0765	221046.1189	285581.0333	310650.1912	312015.057	282824.7294	334050.6687	445903.5426	331405.2569	358641.4606	322063.9679	211452.3354	258183.895	341466.0315	397176.6421	244558.2982	328207.40213	467682.4263	0.0484068248999875	A0A096P7K8	3982	22.92	24.96
OT_ostta03g00350	7202890.404	6691753.309	8463195.92	8136501.003	8342652.774	7368160.954	6574060.545	7236829.855	7312959.885	8738490.811	6847261.646	8873222.19	6021073.209	7742450.92	7402400.597	9283336.437	7669329.84	6758356.427	5730561.608	6450301.477	7098288.502	7667402.42	9484785.709	8342836.147	7024987.209	6041682.766	7560246.641	6509543.922	6833996.225	6669742.447	7402643.3933	9484785.709	0.00256777663394625	Q01DB8	377	22.06	24.65
OT_ostta03g00400	83620.44465	96155.72466	79351.76903	69678.94096	73642.57423	72217.87578	140627.5975	97864.52249	67230.80891	80648.62034	86862.0351	81192.07949	92165.59129	91130.06398	71505.75394	103087.1396	75230.93881	79039.61399	95147.69034	92971.7594	79551.83014	81399.30539	88738.868	85365.2689	108136.1399	117652.0686	71105.10492	70835.43309	77751.9508	38171.81938	84935.977787	140627.5975	0.0234271774256987	Q01DB3	388	21.79	23.64
OT_ostta03g00530	52379.96032	39300.61331	31928.72457	17594.9948	50916.43662	46594.76038	48324.18776	17112.07722	23639.8912	47133.7635	48588.91441	59680.88292	48508.78169	2999.424832	28150.61671	9045.990229	9354.851532	23676.60563	55554.03663	34188.85129	15648.83769	45310.61437	58163.11619	34149.93502	35533.76768	52786.1158	24360.13285	33462.06408	30663.23026	40897.27788	35521.6485791	59680.88292	0.0628226709992476	A0A096P7G1	481	20.32	20.79
OT_ostta03g00690	1650993.782	1412861.526	1342343.093	1262413.318	1719604.551	1516299.99	1649416.659	1845757.111	1105393.12	1558843.609	1465559.214	1602797.191	1320283.192	861223.0159	1121615.9	765938.9939	1361731.954	1234223.162	1358285.273	1327587.001	1196604.541	1379817.42	1383453.699	1823970.607	1493436.238	1267074.676	1129073.441	1103579.475	1251982.253	1324783.365	1361231.57902667	1845757.111	0.0230705589518954	A0A096P793	476	22.32	25.23
OT_ostta03g00770	98482.78809	127683.3395	92237.88949	94189.37647	56363.73758	86417.75792	104158.7793	108698.2047	87384.94293	82425.33655	71153.77424	79754.19343	61107.75648	117897.3867	66422.50015	109716.8687	78067.37166	89752.94934	78627.05526	115794.1169	83942.46767	82690.31008	69152.23972	79657.64285	89463.53782	32134.329	91693.2038	96204.49258	79454.29338	71129.76661	86061.9469633333	127683.3395	0.00307587836533637	A0A096P781	1095	21.35	22.62
OT_ostta03g00830	4837533.865	4738452.57	5858494.594	5827690.88	5822572.042	5339807.653	4566583.399	5972078.351	4877688.208	6066624.585	4921510.767	6213695.155	3770020.315	5245018.447	5054509.044	6451815.264	4918684.475	5023947.705	3798018.314	4378930.362	4948288.224	5098331.018	6160501.632	5291190.798	4926487.031	5306069.218	5429572.378	4139099.967	4218185.954	4636495.178	5127929.9131	6451815.264	0.107636793816798	A0A096P7H8	443	22.71	25.09
OT_ostta03g00850	59300.05203	56367.10284	22891.39768	28030.62568	30873.75586	32184.79913	41419.90567	78390.25257	26368.18756	38952.18892	41021.0167	29600.27422	83845.39441	59175.17521	33793.31929	24804.26927	97255.67308	31356.7261	66146.5702	60239.51349	36698.04536	44480.67485	51544.0053	51785.88785	68060.51681	98178.44412	24125.87884	39110.40161	69765.45856	73715.83962	49982.711761	98178.44412	0.0326190160827764	A0A096P7Q4	119	21.68	22.96
OT_ostta03g00870	494886.7753	393253.5384	521425.3188	532444.2431	515082.1093	471780.5332	420256.1656	509983.9956	343144.9338	539137.3904	352763.9316	449471.4936	350281.3379	382030.2054	438607.6942	474105.4764	413850.21	380325.5844	354185.9583	419742.4136	424161.386	385916.2282	408692.3554	398311.672	422676.5103	494064.1772	392179.6637	376745.2383	335796.5924	345108.3695	424680.383396667	539137.3904	0.558580720621492	Q01D67	846	24.07	26.37
OT_ostta03g00920	862955.1072	707480.0901	1027208.068	1046773.395	955898.0792	966461.4228	806004.5339	824458.4662	853982.333	944180.1446	930600.239	1050676.846	661025.96	797382.1343	879553.2949	1092020.572	767072.4414	737868.9742	646637.6871	769697.9898	825769.9229	921649.3658	1127437.544	836943.7363	784657.5195	935668.987	885765.8074	753380.0037	741964.4247	846939.9531	866270.501436667	1127437.544	0.022245525217062	A0A096P7I2	464	23.42	25.92
OT_ostta03g01020	1172624.519	1244037.165	1117981.992	1249893.068	1271427.158	1199324.353	1253590.15	1717295.609	1414310.904	1727367.021	1071605.952	1480376.986	766781.6211	1174871.675	1299975.534	1239771.263	793431.0743	988321.4499	907455.5482	1335107.643	1246144.78	987537.6043	1143475.858	1294483.04	1044087.067	1122836.825	1269264.719	737840.6224	953902.5163	761636.6309	1166225.34494667	1727367.021	0.236768032726514	A0A096P7I6	123	22.82	24.46
OT_ostta03g01030	1978722.605	1860946.885	2308378.047	2010959.917	2267013.361	2036234.952	1737451.861	2297377.159	1608129.339	1929660.25	1671729.395	2551728.619	1571604.856	1619142.666	1674117.263	1902365.183	1762592.97	1527328.988	1271943.905	1606886.307	1703411.995	1927166.798	2215112.672	2336195.45	1753789.761	1386989.336	1966438.744	1395926.225	1604273.528	1481945.602	1832185.48796667	2551728.619	0.5247193755299	A0A096P7M6	460	20.53	22.91
OT_ostta03g01190	1257479.919	950842.7627	1071385.733	1029047.872	1134140.41	1088653.692	1086396.402	1128352.855	778170.5004	1101826.219	1176390.611	1155688.511	925597.9097	833500.0665	952028.7834	841966.2722	986973.0661	912072.8775	804178.9217	947218.4768	758671.4353	954744.1215	1134958.13	1019339.062	885049.8382	690032.329	808169.1683	916527.9239	844351.9476	834653.2494	966946.968873333	1257479.919	0.145408624769023	A0A096P7J9	417	20.47	21.28
OT_ostta03g01320	248312.6877	247507.1088	255433.638	210876.3386	184951.7842	215985.9598	200932.5182	267774.4902	213565.5987	262948.8557	188893.0815	256519.1973	188566.1035	211133.3028	258832.6743	213072.876	202817.6006	180904.6378	168237.9812	264073.7786	217745.8631	201054.945	274521.0578	213892.6624	213047.9581	300353.208	229920.7325	213576.4697	198306.5017	182366.3108	222870.864086667	300353.208	0.0527579474389382	A0A096P7T3	601	23.9	25.77
OT_ostta03g01390	32296203.29	26391253.76	34423217.47	32109083.79	30791261.34	29474142.95	28518727.9	31461845.34	23978725.68	31761227.72	28347162.5	33703541.8	25243109.26	28359861.59	25735316.77	32971751.52	29670702.97	30112119.55	25031559.91	25801565.85	25872310.74	29966666.98	35858060.24	33325407.08	29947804.43	25236871.58	28382716.37	26331690.11	22860956.87	30694960.55	29155327.5303333	35858060.24	0.0854232395989512	A0A096P7A0	628	22.92	26.17
OT_ostta03g01430	370931.7824	334905.0866	405781.5016	351394.9779	426102.2708	341468.2974	320701.1836	292474.9195	312375.3401	320912.4349	426562.905	355852.7145	387765.7188	262920.3881	294270.8673	382720.6334	356284.8452	385049.8749	360412.2525	430838.9169	308505.7162	395327.2602	405620.5917	381541.0732	298029.9669	478199.3895	275294.7166	373680.6201	364382.09	464359.9938	362155.610986667	478199.3895	0.0224233719187549	A0A096P7B4	1103	23.77	26.08
OT_ostta03g01470	368548.3244	497491.4612	437028.1882	446353.7682	365079.6903	417765.6817	373779.9764	492549.5243	374879.3055	386859.1071	442310.5101	362248.1414	515400.8867	628303.526	396584.5904	463996.0049	487263.5662	404223.6696	721697.6827	470122.0973	457225.7592	439291.5178	442532.5018	488146.1403	514482.9915	1046455.142	420951.5051	424354.8641	533756.6988	595961.4032	480521.474213333	1046455.142	0.467081089709236	A0A096P7A2	537	22.18	24.62
OT_ostta03g01550	860483.4337	858186.4519	629535.3162	575093.2174	644760.8313	739508.1032	946891.2001	965855.302	594774.1749	521681.3371	836423.34	726266.6367	1060283.122	896480.1813	587525.7767	573538.9316	935854.8246	704980.2698	1355935.773	761323.151	677901.6688	814588.9524	667651.9142	1021920.068	973329.6325	1459577.944	714966.5842	655905.7991	707319.5616	1594060.65	835420.13831	1594060.65	7.6814719600412e-07	A0A096P7R0	125	20.95	22.91
OT_ostta03g01600	1721644.817	1824398.281	2101228.408	1665217.356	1874512.332	1727370.461	1662179.625	2282443.863	2113160.499	1983793.499	1614223.693	1890253.134	1629418.215	1481653.111	1968529.334	1556593.442	1379318.566	1621000.985	1456575.459	1843783.619	1708115.407	1897927.192	1580214.799	2002730.489	1708486.973	1771284.883	1899616.946	1328071.617	1455732.774	1241705.265	1733039.50146667	2282443.863	0.0976131239738625	A0A096P7B8	237	24.92	27.23
OT_ostta03g01670	118107.3785	93935.89603	80076.37778	69618.24233	103580.6818	114046.0534	163924.6676	134202.7357	105463.7283	117579.4021	84678.55711	101617.5801	105152.3326	165870.1827	80983.82364	68694.88446	49457.94088	80855.27857	107534.969	96162.52931	98025.28049	115920.726	74932.46453	122355.4469	96635.87552	11856.5454	78065.064	107586.0457	120937.2792	36429.87682	96809.5948823333	165870.1827	0.23550236427197	Q01CY8	477	22.26	24.64
OT_ostta03g01690	208623.7632	177633.2058	215771.8786	131542.5574	201691.8151	184551.8266	249035.0353	209369.2089	203597.5886	226187.1132	217316.1299	170366.4425	294861.7424	229435.4303	156040.3188	187157.5127	204237.3727	177883.1685	307182.3896	223000.9447	182332.6699	221911.7758	200461.3572	226762.55	193143.9809	203127.8729	205902.9086	236183.3641	216147.8357	197751.8257	208640.386186667	307182.3896	0.863177322822372	Q01CY6	302	21.01	23.09
OT_ostta03g01820	1642381.738	1446545.647	1636527.655	1225359.263	1343886.575	1390822.721	1486646.965	1718188.698	1273776.395	1449865.201	1386483.523	1504993.626	1265406.436	1730336.182	1332563.613	1351348.397	1330062.747	1262750.117	1152603.971	1272143.792	1130102.005	1414633.807	1501745.19	1597549.767	1330803.457	1354492.379	1280995.591	1166313.347	1009510.973	977870.8705	1365557.02161667	1730336.182	0.528124478035731	Q01CX0	316	19.22	20.31
OT_ostta03g01980	1845416.945	2153933.595	3074662.45	2369632.273	1950329.817	1672608.406	1521672.651	2096999.702	2241217.394	2195606.957	1707608.225	1903377.048	1095730.915	2399325.055	2457038.791	2419663.4	1770309.649	1479854.631	1180040.561	1673901.46	2262944.697	2120045.884	2505570.24	1538731.991	1601608.702	1838178.382	2539853.219	1534136.041	1392461.559	1406484.779	1931631.51396667	3074662.45	6.55243070954066e-07	A0A090LYH5	233	23.39	25.6
OT_ostta03g02140	1068510.186	981813.1275	958248.9303	1144201.666	1347729.958	1135441.247	1222402.036	1168158.867	983196.9208	1266461.125	1061977.683	1486348.89	771740.2816	449271.3503	985044.9212	521343.0914	1014151.232	1117113.283	831188.096	927873.7671	852690.1783	1063311.522	1321664.807	1395649.682	1007262.262	933012.3672	926901.6659	716996.5916	919238.7304	826180.4622	1013504.16426	1486348.89	0.0827150414874921	A0A090M4P1	272	22.73	25.03
OT_ostta03g02230	749059.0094	690592.6536	732691.4083	508363.2142	661803.4601	634406.7039	665602.0727	913130.6952	551166.2074	518427.5806	539773.8825	613434.2556	842507.0183	766078.8403	537488.1003	523878.8478	652429.7589	569949.5188	717404.9416	896398.5283	542138.2955	535768.5575	617251.6116	614069.0501	640084.2179	943676.8291	547651.7502	614438.8214	566728.0865	766113.4025	655750.244003333	943676.8291	0.00244555760266412	A0A090LYJ2	399	22.67	24.93
OT_ostta03g02300	427432.1834	437771.9279	545086.4303	631554.4839	606895.5479	506336.0765	458454.8284	539280.777	461853.6141	666908.6992	542092.6807	537976.9897	388262.5771	484285.2833	429527.0157	699191.9147	490065.0728	543694.5988	409701.3457	416113.6422	461015.1795	547878.8549	697707.7525	615712.3259	508758.6478	581125.0258	537079.0182	456992.4246	450822.8701	566849.984	521547.59242	699191.9147	0.00693387490668482	Q01CS2	479	22.43	24.19
OT_ostta03g02390	69393.7665	65025.22183	94653.56411	47116.35213	57910.13812	65746.05138	93562.6227	58597.89588	93276.11585	75353.1358	68964.30935	66973.34215	92851.06832	53670.25681	80676.88184	37610.39251	82364.09616	95851.02846	78912.41635	67576.40213	64059.41878	84339.63693	71567.76657	82560.42055	69284.56659	70618.91804	59822.19187	90772.81045	65325.07613	71592.96998	72534.2944756667	95851.02846	0.801463289338141	Q01CR1	346	24.43	27.12
OT_ostta03g02450	188154.3238	160618.6931	169909.1801	228347.8884	226344.538	211452.2852	154035.4534	195570.8558	159683.9095	158980.2592	200325.8544	250067.3016	139357.5272	151789.9997	175408.8411	219983.1366	150904.3704	169148.4262	107239.1635	132959.3207	164360.5965	180381.6102	227894.9613	222527.7044	179863.582	139732.0064	187445.8381	137767.7667	178442.4825	185515.3749	178473.77503	250067.3016	0.0284766300062648	Q01CQ5	324	23.7	26.18
OT_ostta03g02460	546475.053	536015.184	654053.9197	511035.5698	734120.1527	683018.3545	554541.509	770710.3339	659159.8076	704975.1118	696106.3584	869784.5576	669822.6356	499325.4193	606541.4428	782826.8465	794956.8428	654029.6508	625514.4776	546425.8913	548869.7879	850375.8052	868375.2617	786956.0241	621227.6689	699745.3153	558058.2641	654505.1613	801446.5975	756562.5104	674852.050503333	869784.5576	0.00332696467856319	Q01CQ4	193	21.37	23.34
OT_ostta03g02470	7258914.813	7503049.498	8425361.334	6954145.855	7065666.195	7144288.505	6217767.695	8549440.594	7675805.675	8588623.693	6803517.654	8703721.399	7735524.467	9354231.311	8288486.429	7188317.204	7169333.389	6644735.047	6113166.457	7347685.187	6457070.39	8399617.378	8980054.24	8597585.157	7362935.278	7987062.704	7189991.557	6720034.186	5742035.442	6638186	7493545.15776667	9354231.311	0.427999272525249	Q01CQ3	545	22.42	24.76
OT_ostta03g02500	705725.8748	674264.1714	826007.2437	860559.5444	932045.2611	967734.3366	780269.2377	759258.7011	767583.7461	1067353.171	858100.2266	1041615.709	567907.3245	915961.5242	773548.0421	1017943.795	783885.8113	888705.8835	569606.8425	605231.982	705618.6617	777281.9891	994706.3799	931648.3717	683123.8053	803547.4961	742863.1501	613824.2928	786659.0918	720609.629	804106.376536667	1067353.171	0.0134013454802486	A0A090M4R5	356	23.53	26.35
OT_ostta03g02770	2360855.582	2396657.26	2888706.145	1842310.892	2166949.755	2236726.464	2081359.603	2726771.518	2075794.888	1927245.063	1712008.569	2447627.902	1965797.658	3263703.704	2017055.065	2232576.527	1681564.389	1847799.293	1596231.9	2304536.161	1740065.121	2358728.51	2125869.936	1890041.567	1977221.344	2589821.137	1804321.37	1751176.936	1558487.176	1953336.625	2117378.26866667	3263703.704	0.0478599122212819	A0A090M384	244	22.79	24.75
OT_ostta03g02810	381273.2343	406148.0127	396462.1147	325684.5236	454678.229	343076.7824	518718.1269	461999.0436	312498.0293	432536.8705	400320.5436	408209.4117	430148.8075	385294.2474	351777.2809	279703.5032	328144.0364	299976.385	375869.1204	356234.7129	273971.4672	503345.7813	333343.3233	458122.9667	445352.9541	309701.5467	253642.6381	368511.3089	316049.3697	219386.3575	371006.024316667	518718.1269	0.39260467773932	A0A090LYY0	3092	20.63	22.13
OT_ostta03g02820	618164.1886	650606.9621	773905.1562	765008.8691	670929.596	635686.8231	558898.6599	710776.7236	623109.7548	708182.932	699357.5913	664204.8499	500688.2312	834674.0051	704288.8696	897310.1291	603179.1159	730552.7416	521747.2273	732917.15	677672.391	651676.9016	774428.2548	775605.2532	598728.8892	558786.0122	700857.5571	589376.5962	523822.626	550502.6061	666854.888793333	897310.1291	0.116940008739748	A0A090M389	757	22.15	24.31
OT_ostta03g02825	811095.2159	634401.6223	891832.2172	1128027.9	852861.2223	974591.2721	822539.6708	733060.2288	677661.1118	1097445.243	995668.6907	856273.9717	638277.812	872724.7582	745825.5593	1174639.075	796792.2639	939481.2783	825521.3627	888974.8087	733035.1248	785205.3221	1167870.275	1037755.176	903707.4775	850983.921	975302.9911	759961.3065	746357.6528	862899.2963	872692.460926667	1174639.075	0.0700827486725748	A0A090N2X7	600	21.39	22.95
OT_ostta03g02830	16717706.48	15795717.04	22497318.91	21324497.09	21465141.78	20359670.59	16460866.23	20289472.67	16553491.51	25741666.67	19780889.03	21707723.05	13246973.81	16703444.89	16723245.18	25182627.53	17274144.17	18973237.54	13252736.9	15011222.66	17395854.46	21523043.21	26434212.87	22405106.65	16786851.72	17023225.35	19074453.06	16515919.28	15911103.3	17387130.56	18850623.1396667	26434212.87	0.0121672659456099	Q01CL8	472	22.54	25.23
OT_ostta03g02860	166525.8951	221215.7279	211349.9157	138048.5556	177518.6508	144207.5422	180748.1113	294684.5144	117238.1581	199365.8499	105822.9152	194226.9008	176604.7541	104087.9393	169137.7376	122758.9806	142873.9447	153255.1704	174252.0856	286245.3777	138555.3423	191371.5707	188035.9931	261088.1065	207689.8411	161652.998	151497.8882	186198.0771	135142.2129	110182.8793	173719.45454	294684.5144	0.294178945418256	Q01CL4	1076	23.61	25.78
OT_ostta03g02925	2082988.256	1961907.361	2349856.479	2268857.403	2327647.072	2271402.268	2008967.283	2308605.814	2212826.418	2369605.697	2113062.551	2293343.404	1963229.137	2184216.673	1998117.777	2568800.601	2234051.805	2165226.055	1796305.042	1988296.47	1977802.788	2253787.849	2592288.411	2467118.123	2188109.964	2589844.392	2337893.879	1820111.786	1807724.451	2376563.57	2195951.9593	2592288.411	0.316308517433773	A0A090LYZ0	254	22.16	24.78
OT_ostta03g02960	145314.9426	211386.9519	238032.3424	100190.3602	144007.9475	116810.0851	202588.99	222926.855	167599.6708	216010.7331	141896.5869	164491.6674	137671.7582	16331.91481	164745.5721	11827.04436	122191.8681	148091.7674	143944.4913	335080.7512	145238.0431	151749.4906	157960.195	154202.421	162839.1924	248485.921	126345.3311	183886.0751	131035.9909	140714.8822	158453.328092333	335080.7512	0.0236796359863428	A0A090M4U7	196	23.06	25.29
OT_ostta03g03015	415037.982	373868.0703	498985.5188	399155.7267	358616.4792	447522.7262	311592.0122	330078.0056	490472.7355	459062.6386	479218.13	471485.5262	324603.8915	383104.7039	452631.8622	509735.036	351849.9999	357096.8031	231029.8061	345199.7634	413572.0427	311392.8573	402182.5255	263966.9323	342015.9368	432415.6854	464863.1817	301961.6486	277748.2643	348020.4799	384949.56573	509735.036	0.0760558531397612	A0A090M4V2	217	22.63	25.12
OT_ostta03g03150	157463.489	163800.3818	157820.8474	143356.3274	147885.6671	146398.9297	221605.4274	177963.7309	120310.4445	161365.5549	179858.2294	168184.138	176270.2876	30209.72752	133857.3594	102112.6947	30379.24778	161069.8749	198556.2655	164503.2682	151964.8671	226630.5027	199394.1708	179276.0326	186752.6833	220179.7641	122616.7977	143664.731	162011.5425	61575.36798	153234.611762667	226630.5027	0.116051612876607	A0A090LYS4	592	22.73	25.04
OT_ostta03g03160	604693.8098	737988.1782	867153.019	670223.9608	763304.1046	687289.6909	649528.2739	905595.7377	845390.722	906666.2732	534382.3947	639158.5381	666266.3221	916125.0516	942528.4948	897327.2766	739545.4938	628100.1834	636043.6815	879655.3446	951116.7787	976578.8671	878629.7751	880794.5001	784092.0287	715225.751	871941.8188	823082.5427	748097.4848	454894.3556	773380.681796667	976578.8671	0.00146449323329171	A0A090LZ08	342	23.75	25.49
OT_ostta03g03170	2327692.986	1671470.182	2374335.782	2349410.928	2542488.145	2598988.999	1844309.361	2068646.86	1774923.879	2117840.32	1976231.77	2471820.794	1763150.614	1830794.515	1782625.936	2122826.791	1875639.424	1807689.069	1511509.785	1460803.439	1561377.823	1861461.334	2184348.471	2024680.711	1951077.285	1704024.216	1836792.031	1471071.546	1514894.014	1883759.451	1942222.88203333	2598988.999	0.164122417668992	Q01CI4	200	22.89	25.67
OT_ostta03g03210	260443.6246	163779.2158	460318.7096	122279.8215	226808.3846	205903.6842	264153.4408	209217.2796	141175.9632	236460.333	221815.3432	277295.1434	218235.8503	1281.760187	190045.1505	5293.611211	186085.5019	119080.2326	234698.682	196946.2384	141893.503	258740.9035	99152.97106	305850.6851	245833.9398	176107.0109	162761.4703	194361.9012	171008.0935	145413.0236	194748.049085267	460318.7096	0.149107034230701	A0A090LYT1	2414	21.27	22.2
OT_ostta03g03240	5403930.415	5613785.388	5998092.845	5380948.403	5392123.217	5229367.189	5719295.715	6569998.855	6216619.652	5506246.464	5056801.462	5319070.1	5409107.851	5785902.29	6318831.709	5244026.969	4836450.814	5286420.683	4592641.533	6455224.418	5500400.714	5719186.936	4866295.383	5646015.189	4750750.656	5529059.223	5776924.9	4839902.356	4396601.085	4131512.339	5416384.49176667	6569998.855	0.000151508257841871	NA	NA	NA	NA
