ID	ZT20	ZT24	ZT28	ZT32	ZT36	ZT40	ZT44	ZT48	ZT52	ZT56	ZT60	ZT64	ZT68	ZT72
Srp72	0.3494816	0.335331	0.02203941	0.1842995	0.4861088	0.530386	0.373415	0.5176697	0.2897186	0.02794838	0.1105099	0.3175812	0.3059406	0.2416
Crat	0.1563416	0.2516499	0.2033901	-0.0578804	0.4822788	0.6166859	0.1853142	0.06447983	0.3265285	-0.2379818	0.06543922	0.01198006	0.4380703	0.1928501
Atp5l	3.116531	3.860769	3.58827	3.815491	3.805481	3.912556	3.346346	3.772402	3.892031	3.923611	3.639891	3.590822	3.49087	3.764881
Ptpra	0.421751	0.5000916	0.4575195	0.3797302	0.4535103	0.3485966	0.1937542	0.5662403	0.6715298	0.3430386	0.5296898	0.3024101	0.361599	0.4405098
Ntrk2	0.2733097	0.219141	0.529129	0.5432606	-0.2359009	0.2561054	0.4784145	0.7163906	0.6877995	0	0.4653301	-0.03046036	0.2999992	-0.01112938
Arl2	-2.566149	-2.66593	-2.76494	-3.01577	-2.485081	-2.598814	-1.812685	-2.74383	-2.53096	-3.108912	-2.319201	-2.52492	-1.83004	-2.57102
Aida	-2.18445	-1.994968	-1.93586	-1.893059	-2.00503	-2.654825	-2.031006	-2.300508	-2.198921	-1.567902	-1.589951	-2.11245	-1.85021	-1.957479
Cops3	1.631271	1.48468	1.589159	1.433599	1.34898	1.467796	1.774864	1.146931	1.34981	1.499619	1.3813	1.55438	1.67425	1.585939
Sec11a	NA	-3.614328	-3.669479	NA	-3.965221	-3.867304	-2.950655	NA	-3.442581	NA	NA	-3.53957	-3.273769	NA
Hspa13	-1.22168	-1.876869	-1.85516	-2.340889	-2.102661	-1.914185	-2.271196	-1.65407	-2.074831	-2.697802	-2.37151	-2.401419	-2.526831	-1.766241
Tnr	5.35154	5.33246	5.225531	5.074932	5.4953	5.390175	5.123224	5.173891	5.575899	5.259621	5.534971	5.443361	5.24415	5.22924
Csnk1g3	-0.9724197	-1.33692	-1.33886	-1.42804	-1.176561	-0.9869347	-0.7185555	-1.585918	-0.8527203	-1.26889	-0.8003006	-0.9682999	-0.5756092	-0.9266701
Pgap1	-0.6627789	-0.6248188	-0.7262897	-0.77952	-0.2627907	-0.5408249	-0.5991459	-0.6350594	-0.7786217	-0.658411	-0.007320404	-0.6380501	-0.6052494	-0.6648903
Ogdh	-0.4968796	-1.17354	-0.6790295	-1.551079	-1.643911	-1.169094	-0.5529957	-1.203569	-1.17761	-1.218271	-1.66186	-0.6101894	-0.7668495	-1.88298
Arfip2	0.1414413	0.1729507	0.425539	0.4472694	0.4281902	0.1237659	0.4117737	0.3270206	0.1430492	0.5076885	0.2883987	0.60322	0.2784405	0.2345104
Camk2g	2.21183	2.016991	1.956369	1.773241	2.269939	2.063955	2.170525	2.363991	2.259079	1.860119	2.601599	2.240931	2.099159	2.016991
Emc4	-2.649519	NA	-3.022369	-3.00491	-2.38863	NA	-2.575415	-2.96924	-2.767601	NA	-2.04335	-2.66106	-3.56954	-2.7225
Insr	NA	-3.822079	-3.545	NA	-3.767551	-4.065825	-3.634235	-3.37892	-3.535801	NA	NA	NA	-3.824831	NA
Ube2q1	-1.310799	-1.80698	-1.63941	-1.318171	-1.7309	-2.932934	-1.361595	-1.389959	-1.766272	-1.64311	NA	-1.8528	-1.29425	-1.47451
09.Sep	2.69408	2.7987	2.709669	2.775879	3.049809	3.004635	2.683374	2.845949	2.885118	2.824829	2.93516	2.94504	2.837831	2.831131
Ube2j1	-3.31633	-3.267029	-3.01716	-2.42486	-3.201931	-2.682604	-3.191696	-3.226669	-3.193871	-2.914492	-2.844261	-2.813629	-2.984831	-3.08581
Mlip	-2.636349	-2.79809	NA	-2.805569	-2.526821	-3.427694	-2.999426	-2.903379	-4.020231	-3.350401	-3.114389	-2.78727	-2.27714	-3.02532
Nlgn4l	-2.10413	-1.88986	-2.281231	-1.51816	-2.06427	-1.885384	-2.010126	-2.239529	-1.77182	-1.715731	-1.720001	-1.9531	-2.25375	-2.40947
Dhrs7	-0.9530087	-0.7875385	-1.212511	-2.047119	-1.012951	-1.506844	-1.186375	NA	-1.41247	-1.252131	-0.6128712	-1.26215	-1.10503	-1.20973
Mertk	NA	-2.6952	-2.87006	-2.78903	NA	NA	NA	-2.81214	-2.760941	-2.568972	NA	-2.540859	-3.361111	-3.02709
Sorbs2	1.679071	1.74625	1.82313	1.76733	1.778299	1.852825	1.729744	1.735731	1.938099	1.710989	1.892679	1.7495	1.678169	1.711359
Osbpl1a	1.71442	1.819761	1.805149	1.76688	1.852329	2.082205	1.659334	1.74522	1.968929	1.789768	2.052401	1.908331	1.714319	1.77112
Osgep	NA	-3.063709	NA	-2.33243	-2.63703	-2.604315	NA	NA	NA	-2.025341	-3.20937	NA	-2.889391	NA
Tceb1	1.356371	1.532021	1.55468	1.552299	1.54406	1.410326	1.287434	1.30386	1.384338	1.495159	1.334839	0.978981	1.377069	1.51412
Arhgap12	-2.664669	-3.23683	-3.1117	-3.565779	-3.170691	-3.889053	-2.220865	NA	-3.430651	-3.281811	-3.325041	-3.10157	-2.898571	-3.27342
Rps20	1.29731	2.083761	1.91626	1.821211	1.45537	1.112785	1.817984	1.631271	1.038969	1.941769	0.9801998	1.400181	1.687611	1.869101
Lrrc8a	-0.2555389	-0.5496883	-0.8856697	-0.5697689	-0.8830605	-0.8833351	-0.4044552	-0.1174088	-0.7420502	-0.9623013	-0.3754101	-0.8024101	-0.2770996	-0.5271797
Sf3a3	-0.9130688	-0.7531185	-0.8149796	-0.9702301	-0.5426807	-0.6903439	-0.7355347	-0.6848602	-0.6893616	-0.8472404	-0.5259705	-0.5511398	-0.8731594	-0.8373203
Slc44a1	1.441462	1.152071	0.7903805	1.595961	1.20771	0.8447666	1.344324	0.9697704	1.175339	1.39444	1.666109	1.45812	1.35763	0.9794693
Poldip3	-3.00741	-2.66437	-2.392719	-2.633299	-2.023811	-2.176064	-1.883406	-2.827639	-3.025702	-3.087921	-2.00264	-2.61076	-1.836441	NA
Rraga	-1.047739	-1.45191	-1.26894	-1.101789	-1.17589	-1.099813	-1.340725	-1.29871	-0.9755001	-1.238201	-0.80056	-1.346899	-1.306511	-1.795549
Sec23ip	-0.3865986	-0.5695686	-0.4840908	-0.2039089	-0.4746704	-0.6879044	-0.5433655	-0.7712593	-0.2784309	-0.4219913	-0.1498394	-0.4880886	-0.4232693	-0.5660496
Ap1m1	1.6565	1.92885	1.69459	1.273861	1.52058	1.595535	1.804955	1.68272	1.85771	1.51178	1.56955	1.71841	1.76936	1.840229
Eef1g	3.710732	3.832739	3.775042	3.569221	3.652859	3.579704	3.617716	3.771582	3.60055	3.608898	3.82052	3.79949	3.741091	3.807991
Clip3	NA	-3.09334	NA	-3.30452	-3.45726	-3.770803	NA	-3.2995	-3.386671	NA	-4.18321	-4.066259	-2.95698	-3.196911
Pnpla6	-3.076059	-3.604759	-2.64329	-2.98737	-2.732281	NA	-2.621845	-2.728079	-2.827871	-3.019781	-2.59511	-3.138569	NA	-3.08337
Phgdh	3.022999	2.5445	2.516748	2.529671	2.544399	2.475506	2.793894	2.40172	2.414509	2.374159	2.594172	2.575171	2.750551	2.340321
Dgke	-0.5803585	-1.091879	-0.8356209	-0.83148	-0.4411411	-0.3290138	-0.4172058	-0.9903297	-0.87743	-0.78792	-0.5466995	-0.8775787	-0.4096107	-0.7483711
Src	1.262581	1.46924	1.374029	1.607561	1.430899	1.431816	1.201164	1.43911	1.44656	1.49827	1.26511	1.35264	1.223761	1.32073
Slc39a7	-2.595219	0.1718216	0.5035191	1.110081	0.5056896	0.6490364	-0.08032608	-0.01356888	-2.010851	0.1572399	1.00606	0.55163	-1.19051	0.2141094
Rundc3a	-1.751209	-1.343229	-1.668221	-0.9976788	-1.76424	-1.720774	-1.098036	-2.029659	-0.9289703	-1.300541	-0.25984	-1.09594	-1.74699	-1.519581
Rpl35;Gm10269	1.181721	0.691061	-1.98583	1.331261	1.517389	1.072786	1.603344	0.8171501	0.2504501	1.657398	1.07868	0.9465904	1.704359	0.7238503
Pcbp3	-0.6350403	-0.4545383	-0.5660496	-1.289419	-1.191631	-1.193094	-0.8849354	-1.529699	-1.07822	-1.254492	-1.105289	-1.244999	-0.9718704	-1.090771
Nlgn3	1.37388	1.14357	1.36071	1.13932	1.555319	1.379496	1.380974	0.9548397	1.351549	0.8969383	1.492001	1.44697	1.192009	1.181999
Ndufaf2	-0.5748901	-0.1077194	-0.1469193	-0.2931004	-0.1357498	-0.883604	-0.3111553	-0.2012386	-0.2086906	0.004629135	-0.1377106	-0.1276302	-0.6886501	-0.2655106
Slc18a2	NA	NA	-3.15007	-3.16008	-2.42989	-2.640215	NA	NA	-3.00902	-3.226372	NA	-2.86825	NA	NA
Metap2	-0.4198189	-0.4022198	0.09350014	-0.2972794	-0.6313	-0.4097633	-0.419136	-0.2369194	-0.6750603	-0.1226311	-0.748621	-0.3169804	-0.3858509	-0.3274803
Aprt	-1.466558	-1.020248	-1.160471	-1.64868	-0.6515999	-0.4529743	-1.086115	-1.31551	-0.9250698	-1.770182	-0.6467209	-0.7044697	-1.19393	-1.432251
Ube2d3;Ube2d2b	0.7887402	0.6975212	0.8937798	1.12307	0.5666294	0.2554665	1.026764	0.5706711	0.8348389	1.282148	0.3299694	NA	0.5500393	1.20966
Serpina1e	1.052691	1.848101	1.345039	0.8827896	1.058159	1.159525	1.428034	1.524731	1.022959	1.070709	-0.3049908	1.52363	1.085911	1.07295
Cdc37l1	-2.875889	-2.877499	NA	-2.79364	NA	NA	-2.738956	-3.16522	NA	-1.77951	-3.046061	-3.533289	-3.220671	-2.926771
Msrb2	-1.731289	-0.8990192	-1.21176	-0.8831596	-1.26515	-1.254835	-1.052006	-1.00939	-1.790751	-0.8108215	-1.730751	-1.325329	-1.055	-0.6929302
Spcs3	-2.395809	-2.65559	-3.052641	NA	-2.36154	-2.492294	-2.261036	-2.75214	-2.46743	-2.711231	-2.133101	NA	-2.5546	NA
Ilf3	1.310011	1.478682	1.613251	1.69816	1.271049	1.081995	1.348545	1.444361	1.097239	1.695639	1.037449	1.172071	1.52223	1.40534
Psma4	1.722441	1.76881	1.827021	1.560011	2.126249	2.215265	1.483315	1.811491	1.679459	1.86735	1.779409	1.737301	1.925631	1.656509
Scfd2	-3.337469	-3.202389	-2.905121	-3.636019	-2.715221	-3.498594	-3.169806	-2.488899	-3.032492	-4.452532	-2.871071	-2.99795	-2.946661	-2.772581
Hsdl2	-0.1197701	-0.01052856	-0.04516029	0.2906208	0.1753902	0.2308064	-0.07858467	0.04821968	-0.3775501	0.2481899	-0.01523018	0.1941204	0.41889	0.1830406
Xpo7	0.6002197	0.9112606	0.6598797	0.6729507	0.6417503	0.7503262	0.726284	0.7232304	0.9110298	0.5285988	0.6074905	0.50527	0.72505	0.5468197
Tusc2	-1.78727	-1.477219	-1.681061	-2.11237	-2.200871	-2.884014	-1.866285	-2.60965	-1.513762	-2.193642	-2.11166	-2.51836	-2.197571	-1.64385
Pabpc4;Gm10110	-0.8681984	-0.5794487	-0.4145699	-0.3252602	-0.9470196	-1.039185	-0.6089458	-0.9095592	-0.5654202	-0.3761501	-0.6074009	-0.572319	-0.6900997	-0.5191593
Wrnip1	-2.588139	-2.59227	-2.64707	-2.996759	-2.494341	-2.759224	-2.217936	-2.025219	-2.98925	NA	NA	-1.933929	-2.83457	-1.785921
Nup54	-2.338209	-2.05126	NA	NA	-2.267111	-2.419094	-2.137526	NA	-1.66744	NA	-3.14571	NA	-1.657499	-1.79561
Vipas39	-0.2543087	-0.5041885	-0.3446693	-0.4156399	-0.3533401	-0.2970734	-0.4458961	-0.3072491	-0.204361	-0.03723145	-0.3487396	-0.6544685	-0.6782207	-0.2473011
Vps13c	1.282921	1.275471	1.3624	1.45756	1.464109	1.413866	1.284924	1.29793	1.368608	1.399649	1.42119	1.30233	1.29122	1.29866
Macrod2	-1.60232	-1.47415	-1.305719	-1.32707	-1.6014	-2.761105	-1.890936	-1.53463	-2.23571	-1.238161	-1.24999	-1.860399	-3.327761	-1.7122
Calu	1.243811	1.240711	1.31773	1.313761	1.299889	1.015066	1.062395	1.00066	1.1621	1.29604	1.030649	1.21207	1.005619	1.090349
Alad	-0.2890186	-0.4836388	-0.1944809	-0.6441193	-0.9861012	-0.8812141	-0.1744156	-0.6436501	-0.4106007	-0.6905212	-0.5061703	-0.4326591	-0.213501	-0.7530499
Snrpb2	-0.8063602	-0.4283199	-0.7563305	-0.583889	-0.4859715	-0.6119347	-0.5377064	-0.9550991	-0.9069405	-0.7521801	-0.4450207	-0.446579	-1.25688	-1.025209
Fbxo41	2.112131	1.952002	2.09535	2.243031	2.094139	2.214985	2.301775	2.5632	2.13846	1.8102	1.836189	2.20595	2.345459	2.09277
Tbk1	-1.47016	-1.314939	-1.619949	-1.32583	-1.459951	-1.410654	-0.6737347	-1.55098	-2.012201	-1.411781	-1.58967	-1.3657	-1.07299	-1.516729
Zw10	-2.724119	NA	-2.66074	-2.370409	-2.775011	-2.351974	-3.208645	-2.605759	-3.45129	-3.977751	NA	-2.63825	-2.38443	-2.244091
Drg1	-1.66659	-1.125639	-0.8529701	-1.17403	-1.197411	-1.193695	-1.646675	-0.7168388	-0.9077015	-2.501221	-1.22094	-1.391359	-1.448709	-0.5724106
Rcc2	-0.7844296	-1.475368	-0.8640995	-0.9858704	-1.184391	-1.409473	-0.9233646	-1.520359	-1.264681	-0.6765518	-1.34248	-0.9922485	-1.235399	-1.68128
Smyd5	-1.747139	-1.81921	-2.021801	-2.60675	-1.741421	-1.303665	-1.591175	-1.974279	NA	-2.298571	-3.035471	-2.1824	-2.12159	NA
Tmed4	NA	-2.415529	NA	NA	-2.1089	-1.978525	-1.165955	-1.397799	-2.28611	-1.557251	-2.35602	-2.1681	-1.226221	-1.337891
Cnnm1	-1.640169	-1.6108	-1.656509	-1.907059	-1.48937	-1.294554	-1.389896	-1.61458	-1.69902	-1.96796	-1.730871	-1.55147	-1.065451	-2.062191
Kif5a	-0.8932495	-0.7789288	-0.9668503	-1.515009	-0.9848499	-1.247654	-1.084856	-1.037949	-1.346642	-1.339581	-1.681761	-1.0529	-0.9853992	-1.40888
Ppp1r9b	2.757271	2.70162	2.766798	2.84729	2.71476	2.574745	2.736544	2.584402	2.56468	2.732899	2.625521	2.527731	2.565611	2.57111
Iars	1.454231	1.104832	1.207109	1.193251	1.157839	0.9855461	1.496174	1.328951	1.386539	1.086779	1.25806	1.26112	1.52334	1.15711
Rab12	-0.487669	-0.9212494	-0.8197002	-0.3297501	-0.9349709	-0.9096546	-0.9297657	-0.8761597	-0.6609707	-0.6101303	-0.6222305	-0.9839592	-0.7909908	-0.3668308
Aldh9a1	1.10178	0.9121704	0.896719	0.9422398	0.9620304	0.8625851	1.302155	0.7877808	0.8617401	1.066349	0.7534103	1.01844	0.8420906	1.007771
Lgi2	-1.5966	-1.491699	-1.426069	-1.43878	-1.21348	-1.550844	-1.242565	-1.613668	-0.8906708	-0.997921	-0.80406	-1.277279	-1.412889	-0.9857597
Rogdi	1.967541	1.13138	0.9742107	1.379681	1.45051	1.425695	1.754215	1.27965	1.658998	1.251959	2.004019	1.296011	1.627541	1.040819
Epb41l2	3.50803	3.477812	3.478239	3.606159	3.43874	3.355915	3.266485	3.5819	3.555349	3.69445	3.640779	3.52643	3.57654	3.551769
Hspg2	1.082951	1.005901	1.122061	1.266439	1.079369	1.024286	1.263645	1.2393	1.590199	1.371328	1.204159	0.95821	1.12496	1.349421
Tomm34	0.7388515	0.7580509	0.8729	0.4970703	0.6620998	0.7085762	0.612215	0.7078114	0.5779285	0.5602398	0.7405605	0.4647198	0.5852604	0.6812992
Rab18	1.454231	1.571211	1.690729	1.273621	1.29229	1.364336	1.533304	1.507011	1.700769	1.319849	1.75622	1.381611	1.509541	1.665649
Cpne6	1.851261	1.81814	1.7859	1.54756	1.331799	1.446905	2.067755	1.650101	1.829599	1.641958	1.827839	1.45484	1.760389	1.84726
Bpgm	-0.6555386	0.2568512	-0.01358032	0.05855942	-0.277401	-0.3871536	0.3252544	0.22052	0.3385792	0.04361916	-0.2712498	-0.0142498	0.1780701	-0.3000603
Rpl9	1.270811	0.9255505	0.8727989	1.013451	1.349289	1.391396	1.164305	0.9807415	1.544729	0.8933582	0.8773403	1.454571	1.57556	1.553049
Gnpda1	-0.3933296	-0.1284084	-0.2200508	-0.1237488	-0.04650116	-0.1501141	-0.2001057	-0.1024895	-0.05637169	-0.02204132	-0.4339294	-0.3806896	-0.09659004	-0.1350002
Smpd1	-2.906898	NA	NA	NA	-2.83923	-3.180874	-2.680105	NA	NA	NA	NA	-2.83271	-2.57163	NA
Rabgap1	0.3737316	0.1999302	0.374279	0.3481102	0.3142586	0.533205	0.203804	0.4513016	-0.08958054	0.4458885	0.604929	0.4331608	0.1143208	0.4182205
Hmgn3	NA	-3.35437	-1.951691	-1.11492	-2.382921	-1.658625	NA	NA	-1.89723	NA	-2.86754	-2.21629	-3.697691	-1.878571
Farsb	1.085291	0.9572506	1.101	0.8844395	1.36557	1.149626	1.118225	1.1677	1.043369	0.3347092	0.8888187	1.101891	1.144979	0.7331791
Bre	NA	-1.919769	-1.607241	-1.5933	-1.930691	-1.582205	NA	-1.74069	-1.782721	-1.51729	-1.918541	-2.087309	NA	-1.73152
Mark1	1.13723	1.217831	1.273819	1.2903	1.19614	0.8818951	1.183744	1.27656	1.04731	1.45649	0.7327595	1.03216	1.53643	1.32654
Ncam1	1.63476	1.646301	1.349939	1.569401	1.345699	0.4735355	1.466665	1.57275	0.8681297	1.835749	0.5646591	0.9860001	1.40885	1.619169
Map2k6	-0.1496391	-0.7475491	-0.730381	-0.834259	-0.4134998	-0.7560349	-0.6623554	-0.7852898	-0.6662407	-0.7239304	-0.1605797	-0.5219593	-0.4009895	-0.891531
Tmem38a	-2.938879	-1.648298	-1.7838	-2.49073	-1.75503	-1.930464	-2.361736	-1.50766	-1.621962	-2.730721	-2.542089	-2.530859	NA	-1.71946
Ppp2r2d	-1.410749	-2.13468	-1.450571	-1.706699	-1.85977	-1.922224	-1.527285	-1.7918	-1.75737	-1.731411	-2.27545	-2.148869	-2.00532	-1.523491
Msra	-0.4660301	-0.21105	-0.08173943	0	-0.4114113	-0.7166939	0.1479836	-0.1555786	-0.03062057	0.2692699	-0.3338394	-0.2263393	-0.0194397	0.06201935
Actn4	-1.088139	-1.453579	-1.633421	-1.20516	NA	-0.1638145	NA	-1.284159	-0.1986713	-1.754391	NA	-0.5452194	NA	-1.406641
Abi1	2.097891	1.61758	1.858759	1.81333	2.12224	1.776926	2.056355	1.5569	1.99531	1.611759	1.900869	1.784451	1.949471	1.75675
Ndufa5	2.148272	2.226561	2.10968	2.574841	2.717148	2.538475	2.605986	2.103941	2.500021	2.226799	2.486841	2.34948	1.750639	2.31337
Ndufaf1	NA	-3.084099	-3.016821	-3.12907	-3.068321	NA	-3.294146	NA	-3.317631	-2.969002	-2.95887	-2.99123	-3.18125	-3.203501
Tuba8	-0.8643894	-1.91181	-1.02495	-0.339859	-1.00181	-0.9109745	-0.3873558	-1.79434	-0.6569099	-0.9370308	0.3011093	-2.2346	-1.867241	-1.076641
Hn1	-0.8585892	-0.5550098	-0.9239197	-0.5924702	-0.6004696	-0.1208935	-0.8268051	-0.9038296	-0.6449814	-1.044451	-0.3545494	-0.8411102	-0.7427006	-0.8818207
Acsl1	1.16897	1.06319	1.063009	1.12709	1.246899	0.9575157	1.422384	1.10499	1.016209	1.088219	1.09391	1.110931	1.19977	0.9879398
Ncam1	-0.3642693	0.6984615	0.6793404	1.038321	0.7213688	0.7889767	0.1028538	0.06539154	1.20739	0.8580189	0.2279091	0.5987797	0.8659992	0.5063
Rps15	0.121891	0.1855011	0.3013306	0.3995895	0.3885288	1.108076	0.4987335	0.6208115	0.4670296	0.6547298	0.4400787	0.66395	0.4793205	0.5523605
Aimp1	0.9218597	0.9359303	0.8315907	1.04479	0.6880989	0.265255	1.108635	0.8614998	0.9297791	0.8420391	0.5851192	0.6044502	1.029011	0.7458706
Ralb	-1.785759	-1.895859	-1.746759	NA	-1.621981	-2.241425	-2.438955	NA	-1.911201	-1.678082	-1.9265	NA	-1.722521	NA
Cmpk1	2.82254	2.46697	2.3773	2.51577	2.607159	2.459236	2.669096	2.475821	2.405289	2.630058	2.75915	2.626459	2.404261	2.51083
Avl9	0.2148609	0.3063812	0.1958294	0.2278004	0.3294487	0.04644585	0.1645145	0.09295082	0.2833195	0.08233833	0.1313801	0.1603813	0.07957077	0.2055607
Pdia6	2.237991	1.931051	2.19677	1.889431	2.07357	2.194275	2.221674	2.01544	2.325668	1.8102	2.20738	2.137741	2.1786	2.15041
Wdr26	-0.8543396	-0.8555794	-0.7430305	-1.40699	-0.6819	-0.4248447	-0.6886158	-0.7283287	-0.9184208	-1.25144	-1.171051	-0.9109287	-0.8880711	-0.8412704
Pycr2	0.09177017	-0.1349087	-0.2295609	-0.3036995	-0.06947136	-0.07517433	0.3635254	-0.4712601	-0.06259155	-0.1625614	-0.02359009	-0.2564487	0.4130001	-0.5244999
Timm10	0.9708614	0.9881706	0.859539	1.09688	1.320639	0.8266163	1.162565	1.204721	0.431839	0.8778687	1.046839	1.056051	1.298611	1.132879
Smpd3	0.2314816	0.4523716	0.5137405	0.4805298	0.7907486	0.6480961	0.3322754	0.2939415	0.7346497	0.2027683	0.4719105	0.5452309	0.64188	0.3788204
Vamp7	-1.536798	-2.300859	-2.09186	-1.730129	-1.44652	-2.035124	-1.807106	-2.299589	-1.70998	-1.75452	-2.206671	-1.72019	-1.446621	-2.06782
Mif	2.96291	2.44429	2.53475	2.37994	2.99688	2.802696	2.892233	2.655649	3.134878	2.381128	2.949591	3.815142	3.359289	3.092899
Adrm1;Gm9774	-1.897919	-1.69607	-1.50548	-1.37657	-1.19495	-1.469154	-1.464476	-1.10747	-1.166071	-1.11639	-1.38946	-2.21438	-1.29439	-1.45676
Cplx3	-0.3352299	0.2403412	0.36339	0.4300003	-0.03487968	0.07102585	0.08108521	0.4467697	0.003379822	-0.1616001	-0.04161072	-0.1952496	-0.2809105	0.1996689
Ggt7	0.1111908	0.006811142	0.001699448	0.15452	0.1101303	0.04379654	0.1006336	-0.09653854	0.2584591	0.1309395	0.1695995	0.25811	0.229599	-0.1186409
Cwc15	-3.405769	NA	-3.10737	-3.249449	NA	NA	-3.970896	-3.372589	-3.322411	-2.902611	-3.24885	-3.002789	NA	NA
Oplah	-0.06169891	-0.6844597	-0.4440594	-0.3769188	-0.08234978	-0.110754	0.2029247	-0.5900898	-0.2618408	-0.3329811	-0.2192707	-0.02178001	-0.3409309	-0.4740505
Scg3	-0.9694691	-0.5095387	-0.4486103	-0.8652306	-0.6576004	-0.4054241	-0.5616951	-0.7047787	-0.7497711	-0.7286606	-1.11656	-1.33593	-0.7063694	-0.5838509
Pgls	1.405781	1.630661	1.25021	1.54574	1.82781	1.731615	1.578264	1.449041	1.882938	1.54921	1.679739	1.80233	1.47644	1.64831
Kiaa0196	-1.423529	NA	-1.14348	-2.186409	-2.22555	-1.665825	-1.793686	NA	-1.48176	NA	-1.807831	-1.785069	-1.720791	-1.783381
Usp30	-3.20801	-3.260939	-2.975121	-3.06197	-2.967081	-3.081644	-3.091036	-2.946529	NA	-3.08292	NA	-3.05529	-3.88839	-2.874241
Dclk1	3.64468	3.476641	3.770761	3.751362	3.593418	3.489376	3.359083	3.49003	3.518858	3.559601	3.483061	3.462919	3.470758	3.50848
Rbbp7	-0.3771191	-0.3546696	-0.09134102	-0.1774502	0.02167892	-0.6222134	-0.3446655	-0.1126003	-0.4478111	-0.3402615	-1.620941	-0.8221092	-0.3161392	-0.01696968
Camk1d	1.558941	1.481821	1.40102	1.47047	1.68952	1.732056	1.764275	1.485201	1.55023	1.593359	1.775499	1.64921	1.43849	1.37925
Tpp2	2.783691	2.82197	2.795259	2.862812	2.958019	2.784256	2.924105	2.74597	3.049879	2.885578	2.894411	2.78808	2.771971	2.81329
Zer1	-2.163679	-2.361349	-2.2197	-2.140539	-1.88493	-2.161085	-2.579176	-2.432819	-2.028391	-2.32374	-2.48834	-2.134979	-2.410551	-2.186871
Mocs3	-1.27109	-0.8416386	-2.54471	-1.01684	-1.030531	-0.6159039	-1.250776	-1.214279	-0.9122105	-1.360392	-0.7681103	-1.141079	-0.2993107	-1.330181
Rbmxl1	2.332361	2.35083	2.44714	2.46789	2.45627	2.624695	2.445444	2.37126	2.60961	2.403259	2.3729	2.522982	2.52783	2.490849
Abat	4.818951	4.823099	4.834681	5.037571	4.994289	4.997047	4.966364	4.833361	5.301348	4.924049	5.187788	5.169722	5.01018	5.057819
Myl6b	1.01708	0.7835903	0.7087498	NA	0.5654202	0.573185	1.485764	NA	-1.343922	NA	0.6018696	NA	0.8601398	NA
Sypl1;Sypl	-2.519878	NA	-2.849091	-2.75099	-1.981941	-1.986635	-2.982325	-2.48406	NA	-2.728821	-1.961321	-1.77792	-2.643351	-1.87195
Pik3ca	NA	-3.001598	-3.1213	-3.632549	-4.094221	NA	NA	-3.46706	-3.633301	NA	NA	NA	NA	-3.711891
Trappc13	-2.641949	-2.2789	-2.110741	-2.455849	-2.59503	-2.482744	-2.305746	-2.34223	-2.1119	-2.140532	NA	-2.70949	-2.272249	-2.2131
Sart3	-0.81604	-1.096708	-0.7354698	-1.049009	-1.367111	-1.577003	-0.8322964	-0.7937202	-1.444061	-0.8114605	-1.097311	-1.209169	-0.9696693	-1.1922
Hdhd3	-1.65794	-1.406429	-0.7655506	-1.492819	-1.712101	-1.112164	-1.077606	-1.128939	-1.290491	-1.355991	-1.179729	-1.66218	-1.164101	-1.16692
Snx15	-2.12022	-2.167799	-2.331949	-2.05035	-2.174631	-2.617434	-2.035326	-2.319019	-2.09964	-2.190592	-2.595779	-2.22941	-1.329741	-1.863951
Mlc1	-1.815969	-1.51483	-1.56786	-1.300669	-1.664101	-1.712194	-1.520956	-1.444719	-1.28787	-1.722891	NA	-1.55015	-1.931669	-1.548111
Scfd1	-0.03614998	-0.195919	-0.1183395	-0.1685505	0.1837788	0.2065563	0.04880524	-0.05554962	0.127039	-0.2994308	-0.02458954	-0.1069088	-0.3545799	-0.1094894
Cfl2	1.295521	1.717731	1.18594	1.703661	1.406309	0.9472866	1.344614	1.52648	1.829699	1.31633	1.248859	1.480381	1.177771	1.62944
Spg20	-1.74395	-1.275808	-1.64323	-1.54735	-2.185791	-2.535425	-1.710745	-1.792389	-2.06706	-1.739161	-2.228111	-1.976419	-1.969419	-1.253931
Cnot1	-0.4608498	0.1947308	-0.003780365	-0.5293293	-0.05175972	-0.1997337	-0.4897556	0.2188797	0.01318932	-0.3194008	-0.1016903	-0.1730099	-0.1845608	0.001579285
Cep170b	1.31584	1.31179	1.182199	1.410511	1.481709	1.446766	1.283335	1.273151	1.220539	1.46777	1.340349	1.434471	1.64152	1.234449
Asphd2	-1.50263	-2.064249	-2.02425	-2.535719	-2.065271	-1.855743	NA	-1.689329	-3.49139	-2.261511	-2.522631	-2.04063	NA	-1.97085
Cyb5a	1.28841	0.9402008	1.428629	1.64711	0.3571587	0.3641949	1.853565	1.1616	0.4906387	1.521639	0.3535995	1.00152	1.291059	1.03418
Stxbp1	0.1141701	-0.4327087	-0.5244198	0.0288105	-0.2172699	-0.5339451	-0.5773258	-0.4586487	-0.06911087	-0.7486801	0.165659	0.1015415	0.6820908	-0.6114998
Chl1	1.277031	1.39703	1.362551	1.28624	1.421959	1.459745	1.273184	1.360931	1.41239	1.510839	1.675209	1.352711	1.379801	1.395439
Golph3	-2.27154	-1.760408	-1.778669	-2.25145	-2.113361	-1.880335	NA	-2.24308	-1.799541	-2.60832	-2.282761	-2.360449	NA	-1.81732
