Protein.ID	protein_phase	protein_LL12	protein_LL16	protein_LL20	protein_LL24	protein_LL28	protein_LL32	protein_LL36	protein_LL40	protein_LL44	protein_LL48	protein_LL52	protein_LL56	protein_LL60	protein_LL64	protein_LL68	protein_LL72	protein_LL76	protein_LL80	protein_LL84	protein_LL88	protein_LL92	protein_LL96	protein_LL100	protein_LL104	protein_LL108	protein_LL112	protein_LL116	protein_LL120	protein_LL124	protein_LL128	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
AT1G69200.1	15.3896207283495	13568.72064	20665.56484	46690.55776	49623.8966	47011.88844	22599.79945	8957.927074	23591.21478	24342.5254	30575.58259	37039.56123	27418.33046	49324.58085	34573.28604	11240.03607	25720.72443	32004.93022	10912.58618	19016.08132	23689.02543	32364.20693	44534.3326	30130.73494	22323.37653	30298.96331	36545.77969	27509.71859	19712.79314	17154.74397	29033.57259	28272.5014031333	49623.8966	0.171012975240654	614	23.01	25.15
AT1G69250.1	12.999941714815	387.0298224	7700.824375	494.6221344	3884.660162	7252.606825	19557.49088	4557.348584	5121.410789	2470.080682	20385.27039	2509.374129	6937.253323	3078.499937	1133.003883	862.4121349	8611.243681	2585.477717	5696.690227	1126.323093	15918.49797	14557.00653	3184.056507	4395.049257	10665.43063	3325.468494	601.2343191	5984.94695	20710.08422	16154.74391	2802.479624	6755.02070599333	20710.08422	0.549710009061955	427	21.72	23.86
AT1G69710.1	22.8342999525651	5039.474042	7754.489707	18803.94219	18119.32221	19217.49436	8119.150793	6465.017575	10665.5911	20319.27073	8981.129738	53360.07555	12118.27067	11657.07757	11751.07321	10078.43512	10005.10659	7798.286409	7578.004877	5328.918347	9225.352609	9887.551325	10799.63634	8622.742817	8508.918459	9447.514194	8124.765312	13151.45545	5781.26664	8921.509086	5963.85159	11719.8231536667	53360.07555	0.0820194874840309	1041	22.36	24.41
AT1G69740.1	12.0000600137165	1802792.362	1557026.619	1179919.265	1515224.434	1221531.66	1623166.78	1515606.319	1716320.697	1714335.917	1171725.579	1457630.001	1361855.168	1488130.513	1288649.318	1356302.471	1087309.854	1308683.982	1120760.986	1275390.106	1215811.147	1318364.61	1265940.331	1339060.797	1085456.972	1379623.69	1146529.649	1216129.795	1205439.144	1219060.898	1402583.49	1351878.7518	1802792.362	0.20766679898166	430	22.13	24.25
AT1G69830.1	1.7233042943103	185648.2048	210888.5846	177875.6778	183138.1313	156696.3048	257252.2966	170159.7865	227702.6822	213633.8756	135231.1951	162502.0453	160586.5652	217044.4169	179363.5777	128867.2548	133858.9658	171856.1133	146635.6643	190305.7359	171393.5124	160171.7742	131174.1249	162536.1523	156422.0952	207562.8008	112406.4395	176582.3173	157346.4347	183511.795	139907.064	172275.386293333	257252.2966	0.100424466570054	887	23.99	26.26
AT1G69840.1	1.8963547744925	28320.00471	33980.07862	43069.50117	24905.52586	43298.73223	38960.01904	50224.34015	71869.48812	61227.9192	31954.89636	50119.35197	21545.79811	53918.07835	46062.26777	54272.05469	40519.64703	37508.56736	68388.32733	39534.10999	33764.70782	37991.03994	41283.23878	59604.3399	38737.29406	36433.94456	47402.60478	59386.34995	41080.84313	42308.88957	56209.72305	44462.7227866667	71869.48812	0.840176511121988	286	21.97	24.15
AT1G70310.1	17.8155081898491	255670.6753	241453.8955	195986.0731	223316.7526	218837.6149	255216.6365	305246.5403	270003.4447	260067.2817	244792.6943	239794.6456	276291.612	277430.1755	249805.576	266167.3669	236849.4496	238776.448	243112.4223	302804.2667	321454.6052	252137.2107	262693.4137	348037.3992	270542.9457	243851.6627	234956.459	251270.7355	237547.2932	276570.9998	336090.1738	261225.882333333	348037.3992	0.0846072932725958	340	22.92	25.29
AT1G70730.3	4.4585361408456	1017096.599	1034459.593	1007347.6	1238954.615	1018106.703	1038023.166	1074074.81	1075281.256	1145580.765	1063710.059	1466649.09	1315653.06	992454.1576	1117880.625	1195689.306	985372.5041	1162340.781	975222.0675	1138894.027	949768.7888	1038410.873	993718.5943	1251040.526	1136652.11	1122840.545	1064045.54	1039945.248	1040383.39	996786.4695	1248827.241	1098173.67032667	1466649.09	0.51778852359841	662	23.49	26.3
AT1G70820.1	5.1683375916291	189216.9566	256502.0764	169859.2377	189927.7651	180990.1392	203538.9287	314417.6298	201159.6286	185613.183	152486.9435	218067.8171	190044.8567	177909.1128	238229.8604	187669.2907	148531.2106	159163.4512	197820.8244	196627.5876	162679.4584	157524.9375	161228.8125	109447.9978	157326.8498	157040.3514	84577.22735	137183.2631	131365.7004	174115.1487	111007.9854	176709.141081667	314417.6298	0.229451643680502	615	22.69	25
AT1G70830.1	16.3398181305292	24121.19474	41210.25097	22162.50185	41655.49163	69201.86054	50943.87426	32957.38406	22116.2721	19961.43342	37272.77984	42493.69168	61692.71523	34821.90671	27614.19029	28453.55296	39198.97887	47755.76568	63167.27548	36802.13895	14162.58831	35731.43215	23625.55251	33493.31277	51274.51437	37063.5114	32631.17229	40638.4984	33320.23306	51129.03455	38761.62327	37847.8244113333	69201.86054	1.10016034884307e-06	335	23.95	25.65
AT1G70890.1	15.7695391040827	2143280.989	1862455.213	1499072.407	1262657.57	1344168.401	1547928.759	2028172.28	1753192.9	1680397.418	1397872.805	1547629.919	1528521.564	1218601.602	1653254.473	1814040.863	1843693.543	1415837.327	1585602.121	1743613.936	1671089.174	1450990.242	1276103.003	2119800.962	1873323.505	1488253.145	1344771.91	1471792.29	1451424.058	1750502.226	1815409.215	1619448.46066667	2143280.989	0.12789580967555	158	24.47	26.34
AT1G70940.1	9.0515592958427	29956.23171	20607.31926	19682.98571	24352.11808	25061.60932	45706.89164	27394.21452	32889.11501	21689.17309	17300.30848	25606.84793	27348.97403	19279.47996	23916.63319	29969.78743	20659.98051	23117.2011	29485.04412	20333.7598	21167.28978	15124.00921	17832.31078	28134.94153	28090.2281	23810.65088	15181.11314	17445.71395	22663.36567	28167.98349	30001.97091	24399.2417443333	45706.89164	3.25531466201143e-05	640	23.59	26.34
AT1G71500.1	12.0000600137165	4212072.422	4250717.247	2920150.152	3176024.82	3185343.92	3472133.558	4063869.43	4119366.699	3482498.066	2862992.533	3071865.85	3374465.957	3263460.794	3051165.682	4059159.309	2636912.834	2866754.969	2987120.794	3182415.81	3626548.65	3227806.761	3419498.259	4356998.4	3211118.074	3891234.591	3133174.333	3478201.004	3141578.817	3156855.707	3956780.462	3427942.86346667	4356998.4	0.0272142031577956	287	22.92	25.54
AT1G71695.1	12.00007088773	1600394.065	1611867.559	1504776.881	1378311.413	1540084.758	1331075.086	1448935.737	1531427.416	1571113.189	1289701.691	1458300.456	1637538.322	1401693.299	1173089.481	1685734.913	1520454.693	1135722.826	1229525.412	1460586.474	1472488.42	1352408.153	1382044.38	1538121.247	1523048.996	1321583.93	1325561.633	1514856.98	1331868.494	1135209.554	1408607.554	1427204.43373333	1685734.913	0.458912108219196	358	22.99	25.73
AT1G71820.2	16.4927181350467	13903.90162	13872.30042	12390.70685	16667.05221	20108.62409	27432.73673	18462.19141	19309.07983	18443.34592	12479.61089	18612.03555	16564.93437	18615.35647	9680.759988	21642.14648	16841.22777	16561.38276	13905.78253	13649.82648	14780.9435	13909.73258	12741.71466	24475.21465	17827.10593	16328.25275	17187.5826	14437.68274	15476.76829	12451.90358	21095.91341	16661.8605686	27432.73673	0.174755232210791	774	23.35	25.67
AT1G71860.1	12.0000600137165	33566.40076	27241.7052	26008.37079	25920.85499	23306.12664	20819.05793	36886.00094	27542.42604	28166.24458	24094.92687	14922.2493	13988.68754	28868.85737	25117.12625	29603.29131	34924.51103	14621.44139	23281.36175	15970.14034	28560.81075	20917.57474	22175.16054	30420.80948	13042.89922	22714.2472	18831.43602	21795.99353	39297.30657	17917.8918	31730.75278	24741.8221216667	39297.30657	0.281031000333921	340	23.07	25.36
AT1G71950.1	7.200959125623	34857.75044	45517.03984	26184.91214	31287.63019	35382.51024	14298.01842	47416.5417	32316.39015	37836.17385	22106.52517	49307.66445	39542.04347	36645.90165	33785.61227	43974.43894	17349.61302	30126.38253	37479.17157	49517.1879	49777.60082	32364.73696	31397.09947	49849.82924	53676.33668	52047.17145	53778.44014	36731.62653	36920.23152	29057.91463	40384.41269	37697.230269	53778.44014	0.0636450391943599	136	23.91	26.46
AT1G72150.1	12.0000600137165	7070522.264	6495034.355	5868106.037	4477327.284	4813525.776	5089624.892	6911832.117	6739369.388	6251187.685	4397204.623	5024178.388	4909224.353	6106460.124	5183033.567	6308902.904	4289907.499	4285346.457	4069542.447	7099834.276	5433577.477	4740109.659	4449226.358	5722174.858	4621683.292	6603315.532	4790645.814	6331852.761	4782940.454	4757430.13	4975203.533	5419944.14346667	7099834.276	0.00536706326492477	573	22.45	24.22
AT1G72160.1	17.4430246958693	87924.66015	104006.9735	105296.7635	119770.4351	100615.1708	80368.59515	106409.5196	136560.3471	140669.535	80514.09132	87784.91471	100383.1624	133640.7386	93647.6455	94296.80626	79932.57473	91188.74143	92181.19127	107172.9928	67968.43875	71486.73686	87585.35406	110560.3394	90010.97676	103648.6912	95744.01906	119140.9871	74683.60774	84590.54631	100012.8453	98259.913382	140669.535	0.37223982189887	490	23.6	25.66
AT1G72170.1	19.6953208711633	82072.69025	69606.37877	52554.82191	61538.9217	58538.57717	91173.44329	96310.56892	83023.00574	108347.7019	71752.48674	59636.06373	64917.17532	68852.85095	62227.78499	111150.7978	58779.76865	61393.51086	73502.17383	78442.50278	76758.09342	72148.91349	57421.74165	93190.99514	71130.94698	117805.1553	63702.49145	73320.1772	73547.95533	70583.79434	89643.64596	75769.1711853333	117805.1553	0.125620691484849	102	21.71	24.46
AT1G72610.1	12.999941714815	3138604.477	3498231.566	4219846.312	3047465.592	3027474.569	2700872.866	3155138.751	3346692.71	3330877.426	4111975.536	2955529.851	4849919.991	3468136.007	4191334.203	3149171.94	3273244.618	3525158.476	5056864.878	4420124.771	4404959.015	4302439.912	3227146.665	3854304.941	6446573.681	5436065.351	5303531.354	4800558.595	6051368.72	5337420.838	5133629.031	4092155.42143333	6446573.681	0.673157432713784	208	22.42	25.76
AT1G72640.1	12.0000600137165	103307.7239	72160.17184	58654.08433	66772.56167	71611.21241	99320.71093	86203.22758	70529.07931	91164.89137	79064.43487	70364.33668	60847.02956	69510.02045	58180.59619	74741.93221	88990.00668	56196.38101	65319.64497	55661.27891	89057.11062	73574.5817	59058.28667	89195.49174	79797.45611	67661.18057	76922.2634	61117.3998	122674.1613	89368.77331	95318.51369	76744.818126	122674.1613	0.768067981327296	312	21.92	24.65
AT1G72910.1	4.9571056277334	158273.2927	124267.5683	189545.3339	90951.10622	94448.06982	92349.74284	77091.30445	103489.0811	95712.42364	77867.28064	84842.18315	86832.19899	87667.95905	88402.18043	101234.2962	70318.36167	72952.42729	75021.27071	92386.21067	134572.6985	81908.37343	89496.84828	56901.36258	62012.28527	31528.43946	17499.59522	84855.67358	76428.06048	69393.16235	42366.0231	87020.4938006667	189545.3339	0.0172269016953358	380	23.91	26.59
AT1G73060.1	12.0000785570297	1029271.487	814869.6506	694845.1495	758468.2109	710667.4253	778010.9745	754195.4339	1024851.059	712765.1435	606743.6251	814696.913	831820.2308	752181.8859	771770.6579	844436.474	583901.7967	699446.0956	481632.8733	894456.65	785710.9824	647369.6972	657302.0697	1024254.515	595677.0749	1141229.141	690623.2491	528307.4216	666857.6228	595576.4344	818351.9953	757009.73133	1141229.141	0.0400734956389342	358	23.49	26
AT1G73230.1	12.0000600137165	669988.1753	564108.4145	583544.617	584747.7812	636693.1098	486364.9155	558879.8771	566186.4631	521591.6061	570256.8169	679391.4994	591243.3639	444312.0004	430038.8759	608154.3151	507464.7791	490716.4033	449752.7545	458776.9023	569183.5032	585796.9527	550943.3463	767032.0815	675061.8423	620858.5089	610422.1689	434936.631	549943.8313	575182.0068	612961.8851	565151.180946667	767032.0815	0.622558336230581	165	21.27	23.37
AT1G73600.2	22.0570186628816	65164.72232	96436.82334	99382.92679	177328.9599	211314.5698	146777.2368	60564.97964	70803.78873	122234.2051	106620.2374	208113.1447	211917.9112	83496.8001	58187.34325	147600.3936	108733.1953	155411.2062	159866.0366	105614.4696	159769.0136	154727.9242	137812.6305	254316.4745	251054.518	70047.94363	130170.3732	138224.0825	177628.7671	131380.6057	218491.6231	140639.763546667	254316.4745	1.04751169889263e-06	504	24.67	27.33
AT1G74050.1	15.9601928591359	451967.5521	673345.133	739429.681	884256.8883	909341.1551	903851.9438	645847.9198	773328.0126	774619.1997	567849.2734	925905.7478	836190.1721	693860.4783	705506.2863	464201.8886	654456.1141	723274.8705	479564.2216	705708.5107	740566.1613	838724.8297	747133.8535	719857.4636	839879.2926	556381.9248	550571.2791	832346.9617	581616.5168	794668.3287	742326.98	715219.28802	925905.7478	0.318850412084069	233	23.98	26.52
AT1G74230.1	19.0024175612341	425740.6594	436024.6478	367809.5168	347109.501	361348.9857	234535.5566	323816.5751	267047.6694	306105.6081	355450.5563	388301.1971	459427.4305	286946.3266	305432.2723	219987.0813	508589.1827	250478.5325	390922.8114	297131.6548	311623.2676	216588.0365	260029.2744	339972.8013	258654.0745	290997.7955	194916.4099	225105.816	370538.6108	286573.3206	296659.4043	319462.15256	508589.1827	0.44618628625074	289	20.02	22.59
AT1G74260.1	9.0195755782698	82012.11449	118487.3124	79823.49343	96918.84151	99480.52558	181603.6924	89552.31274	96769.08165	100471.0863	79570.47829	97268.50039	103287.8582	100040.8952	74091.12191	93032.43739	84408.5825	79150.42183	91003.51389	72086.00009	89542.97431	74223.00345	75063.20598	109786.2495	96604.9446	87246.43945	104770.3183	69009.1599	98551.67557	106343.6149	130156.7206	95345.219225	181603.6924	0.166550930601182	1407	22.8	25.18
AT1G74470.1	12.2117231368541	5910437.747	6721780.803	5101636.642	6348663.029	5860073.756	7825516.465	6397247.937	6029819.377	6171990.669	5617650.792	6098286.318	6808933.275	5939803.977	5308151.229	5927623.772	5946887.979	5385983.941	5116365.297	5463809.373	6241777.605	6192562.944	6501693.207	6619943.862	6615910.378	6284396.669	5148211.134	5984420.891	6241413.613	6680213.239	7132491.927	6120789.92823333	7825516.465	0.123077313163692	467	23.18	25.5
AT1G74730.1	12.0000600137165	344167.6795	378355.3261	325820.7023	275633.8687	281239.771	332704.5825	326752.6503	383934.4604	373336.0284	240158.745	326384.621	318856.0597	263441.0392	210721.7337	306490.2966	287843.2629	269312.2572	287249.2698	221296.7109	312032.2711	298933.078	282838.0154	419443.044	295822.9335	312133.1264	277561.7902	297647.3809	263089.0465	293906.5395	383459.7448	306352.201183333	419443.044	0.360436719667123	198	21.82	25.32
AT1G74920.1	12.0000600137165	584577.4164	603634.9935	451721.998	439741.8322	547413.7853	454453.4858	459777.1304	348193.8941	409949.7912	373553.706	491598.6511	628005.442	434571.9086	467844.5038	388014.499	398319.6696	413799.9557	290121.3631	472928.1086	422319.2936	503390.2422	465752.902	447509.6431	531761.655	468157.3006	383916.2111	441599.3057	428989.6161	406083.9141	444521.5543	453407.459073333	628005.442	0.289657498186844	501	23.31	25.82
AT1G74960.2	12.2270473961691	56169.90706	40007.65415	57003.08746	55968.88456	56326.25215	53429.04256	45091.98585	59558.23427	68748.74032	40598.79316	49968.38341	46095.50123	69348.19432	43150.64675	34498.91532	54275.24716	48545.37054	38309.18705	47788.08095	42977.55675	50809.82091	49827.19693	40669.16241	41159.72457	55204.39661	67861.45265	70658.2306	38350.92965	40211.69876	47033.27967	50321.5185926667	70658.2306	0.296551451705907	541	22.3	24.79
AT1G74970.1	16.2906859958203	1550126.057	1842890.731	1001168.241	1440311.28	1665741.571	2613092.277	2175212.556	1623886.999	1769905.446	1452593.493	1731753.607	1827090.53	1472914.976	1278200.002	1677113.17	1607513.909	1360876.438	1733577.612	1313956.302	2072400.884	1638404.259	1511925.665	1664732.899	2137077.145	1153478.269	1160616.75	1512138.831	1808521.075	1881345.022	1600074.056	1642621.33506667	2613092.277	0.337366552311842	208	22.35	24.8
AT1G75040.1	15.9681687886425	254407.4519	330924.3075	324824.3399	494310.6086	474661.0462	464991.1832	346912.2944	373557.1584	474386.166	324155.5202	421253.6863	433494.3718	399525.0236	310251.7141	382935.5065	252466.2949	311381.2354	650399.9331	319017.5593	263102.1965	204648.1687	222942.2237	257680.5678	259555.0908	161687.4689	115164.6378	342998.1997	241168.9487	256047.0047	199616.9472	328948.895193333	650399.9331	0.757296146959913	239	22.34	25.14
AT1G75220.1	17.0862625858841	599.6813639	5335.980013	25813.55507	17079.53683	16848.76541	5648.947886	3773.262702	20161.07893	25852.01407	6225.210914	8860.437254	6310.796734	17682.09327	8224.644979	10939.05055	10853.50142	9032.70895	4086.726862	9589.518636	11433.2752	16071.91459	10875.08822	8006.354116	13286.33407	13998.89485	13641.59117	22462.57239	2568.240509	5503.61814	7577.323189	11278.0906095967	25852.01407	0.0392187629774329	487	24.45	27.84
AT1G75330.1	17.2879947176533	208694.3334	210505.0293	183320.0916	280200.0974	225111.4373	238318.406	189756.2613	248261.5077	230646.1644	207817.7921	236667.5646	329442.2164	260292.2663	215297.8347	250183.5376	213314.4881	222774.8688	262618.0522	260952.0513	220772.9281	253762.061	213986.2467	247978.7422	224241.4792	248939.4234	200675.5572	256598.1629	197794.7364	220233.9937	244555.1901	233457.084046667	329442.2164	0.529792250121562	375	22.99	25.35
AT1G75350.1	8.973321923022	1044820.574	991051.3834	798457.7059	855553.8773	1013862.198	1185116.397	1159815.992	1225708.273	1036405.469	969727.0867	946569.3356	1156635.896	890495.7145	921907.4845	1049296.319	946059.6416	779688.4856	993548.851	1205055.101	1197483.873	1035435.029	906671.9413	1339311.335	1310177.621	1048813.638	1035781.013	1076840.611	1155759.161	1040903.213	1293387.747	1053678.03224667	1339311.335	0.0891091238421419	144	23.68	25.97
AT1G75680.1	9.7403495959075	1434.741274	3655.572649	9876.590501	6884.310051	2556.989318	2619.391228	5293.572843	2974.856561	5885.6261	3456.716424	4911.449403	5135.742464	7022.590044	1006.501745	4949.106512	5948.989521	5962.084478	2467.118405	2766.245681	6658.789794	5276.475493	7956.270317	2532.227633	6900.546346	5341.162536	5281.258695	13445.36766	3885.703263	6537.098795	7358.696903	5199.3930879	13445.36766	0.323806859397279	525	23.86	26.93
AT1G75690.1	12.999941714815	363169.7648	289098.2987	260150.6376	251570.882	280182.993	294859.2336	316574.584	303541.4431	298534.4083	202164.3732	258455.9728	293594.7498	231054.6085	262242.8241	358673.398	218838.5587	208795.4907	332076.6529	324759.5071	252268.5058	188948.7501	211348.0145	373078.7635	335190.0449	288027.1723	222458.7052	302574.9266	215021.599	302047.5085	314988.0554	278476.347556667	373078.7635	0.00464982605534041	154	21.34	23.16
AT1G75750.1	18.4523228252114	252852.6648	641652.7462	241851.8716	693814.0623	861700.8611	111107.0158	241190.7527	718832.5737	512188.2565	234918.3446	540307.965	640232.923	679626.3612	764619.2975	221494.5826	85732.72518	581974.7834	65821.48827	861308.8171	245041.4651	564490.0615	615640.6963	159197.2997	228729.342	424109.4309	174501.9208	779179.8197	213844.4727	212373.4496	161826.156	424338.740228333	861700.8611	0.532930389359996	98	22.82	25.11
AT1G76080.1	13.4293139317535	670706.3911	794766.6541	828130.2514	1018882.705	757028.0708	731777.6098	692769.8894	657349.8373	717607.1171	762452.4339	938967.187	1003260.151	742093.259	724787.9726	641504.4594	700454.11	632527.6909	510663.6268	803545.2436	717626.4537	801775.7594	885736.5619	848439.4461	941711.9387	727771.9005	878208.894	972243.0651	847429.9263	699342.3446	847633.0975	783239.8016	1018882.705	0.459514928907433	302	23.45	25.95
AT1G76100.1	6.22025628026969	1861597.925	2019190.081	2910309.998	2999485.612	3389932.743	1287657.117	1910317.113	2568768.927	2133874.973	2013599.038	1886737.477	2476399.158	2248082.412	2048978.55	3114054.295	2333917.038	1787909.797	2014917.271	2879316.244	2199369.573	2238589.9	2111103.432	2155350.626	2840811.919	1782973.717	2778590.22	3952836.361	1603384.141	1512382.723	1386598.892	2281567.9091	3952836.361	0.114966587603886	171	21.46	24.62
AT1G76180.1	12.999941714815	1286708.946	1272574.152	907326.5158	1142924.935	1016362.393	1146783.983	1647855.891	1049002.008	1180058.357	1087977.719	915377.843	1057668.288	1441083.143	1150164.79	1365033.609	1137630.298	1051917.552	1387533.516	1083661.851	1181845.119	1125263.508	1159203.224	1221937.022	1272717.941	1365085.479	1138019.712	1210856.186	1381506.763	1320658	1274106.716	1199294.84866	1647855.891	0.172469949778216	185	21.72	22.67
AT1G76680.2	15.2908262255065	6941.821917	5012.602857	8514.256699	9739.352827	14890.48926	14085.57867	9020.224638	8339.222902	14451.6215	5462.271516	14657.53952	11643.60256	6854.554435	3604.751399	9508.721745	4176.921682	4917.69368	9216.430005	1104.930697	864.1053655	3777.545262	7053.833142	7320.542005	4955.818104	8007.536771	4287.531479	4776.052841	2837.617467	8057.241387	6650.407863	7357.69400651667	14890.48926	0.149021950427842	397	23.89	26.11
AT1G77060.1	12.0000600137165	88005.72413	70810.09678	103330.7264	99814.93671	79651.40752	82596.72784	85393.18171	93773.77255	82609.12421	73176.03299	69649.50586	69652.95771	84179.57116	75984.5596	69935.49688	80020.51449	69378.33159	59298.549	68130.96008	64560.2325	62847.03411	70671.69504	65199.0814	62977.05173	97782.68112	58516.71757	75285.26909	61331.81334	54159.10002	71412.91504	75004.5256056667	103330.7264	0.401791896850688	339	22.13	24.48
AT1G77490.1	11.1949330104562	947371.0432	1106172.867	873111.6539	1056012.807	964916.0175	995460.8432	1279268.219	1142776.577	867260.5026	751358.4619	929366.9949	1106278.243	822285.2415	866975.1674	1178850.802	940447.4059	865701.6629	1117345.365	992018.7627	1010056.235	694346.4334	755846.7044	1192618.735	974875.5037	890288.4343	818327.3753	874047.2501	1050710.299	943599.6278	1220766.808	974282.06812	1279268.219	0.112692923633548	426	22.76	25.4
AT1G77510.1	16.8258096282368	169902.4208	239378.5893	162061.3481	185683.9642	185351.8612	220639.0241	207609.7507	193821.8441	187147.4029	185839.5212	168314.3135	218598.8877	195860.9232	177436.9529	224421.9657	153553.9251	179910.2142	253666.2693	164228.7417	168713.108	169246.462	179847.9573	205850.0538	212420.1679	222578.7096	178262.8041	161599.2594	128129.0473	178656.7205	224793.6486	190117.528613333	253666.2693	0.00863241049770466	508	23.26	25.93
AT1G77590.1	4.0330252131629	118644.5097	130242.8007	75912.64462	76778.07866	81885.38759	158040.9254	106209.8546	112372.8416	95948.61719	112664.8919	108117.0537	125412.9216	65463.90462	72380.61427	86228.26953	74765.9653	70918.45573	94769.76127	76552.91123	111685.3129	58764.32034	63369.1769	92826.48725	90680.62734	71465.51785	63958.30289	38699.68866	123241.6385	89889.86051	99229.11235	91570.6818233333	158040.9254	0.252574430591281	691	23.74	26.45
AT1G77600.3	10.1744193447478	19922.13678	10650.08325	33448.86191	54246.87936	40789.00568	43145.06309	9590.662005	29260.26928	27371.16354	19557.67211	18225.58228	34530.93594	38379.89226	16649.55408	16845.43768	16536.81285	17376.7008	5974.726374	8918.622132	25085.75164	44829.61879	45740.43963	19431.01	21564.40577	35225.63667	36399.43123	37830.19031	15946.51103	17796.55797	29669.9867	26364.6533713667	54246.87936	0.678274173866074	1424	23.36	25.93
AT1G77940.1	0.0101251583329969	285026.1977	343448.6536	244831.4486	305055.0339	391123.2544	481879.6986	264391.1969	355428.4138	305263.0928	332092.5053	336932.2371	470041.1606	307131.0102	291322.2372	272619.1193	362545.0651	328483.6204	273334.3846	213874.6635	346078.5289	470592.9871	414172.2145	464501.392	620902.9897	339486.2423	373347.7549	505392.9821	445755.3864	422562.8684	373807.7518	364714.13639	620902.9897	0.205754190366972	112	23.43	26.61
AT1G77950.1	8.1191112309892	137232.9914	103167.2807	102018.0005	97930.5934	147267.7076	152264.9549	111579.0793	124427.7506	138864.8238	72875.61391	130766.2329	121044.4947	113701.3065	85626.00377	103515.4061	70743.01459	91147.96815	44468.73028	91964.09394	94579.55118	78148.32394	85629.97488	111058.0535	93894.99042	91470.69213	81500.80062	75660.1007	87872.55769	86995.78447	115100.3786	101417.241839	152264.9549	0.130255689484588	252	22.33	23.71
AT1G78020.1	16.6258917713797	2881.767826	16187.46804	16129.35266	18681.26242	22035.06259	15907.81487	9372.577456	18425.46612	20176.80838	13877.41278	14079.79766	10641.88082	8973.686675	12180.89548	24105.15065	16398.18805	20717.5107	10097.37044	9875.151921	11210.68814	17531.85855	11011.69409	15041.23337	16921.39161	6905.037838	8468.543656	28274.70182	33046.4307	21263.42402	19291.70619	15657.0445174	33046.4307	0.000120615784559216	162	21.2	22.52
AT1G78300.1	12.0000600137165	1509767.232	1679725.255	852036.1279	1181335.349	1254483.227	1507592.27	1309261.498	1399224.523	1202261.77	986056.3954	1155382.825	1201727.311	1093637.317	1149847.991	1046542.727	897016.4103	1106408.716	1026632.034	1287052.236	1040722.712	920316.5763	816620.1209	1046943.636	1061607.631	1148684.644	601961.6116	954606.831	896159.5718	1152069.738	1015783.22	1116715.58357333	1679725.255	0.0125431990496246	259	22.46	24.57
AT1G78570.1	4.8004458559745	13862.37308	33932.67735	31807.66622	44952.18922	46959.4961	51434.17768	21300.24685	31172.98658	45689.29342	56821.58574	63907.04918	64472.07369	21441.84823	24082.6004	58831.8203	57555.60478	60838.0683	63118.71913	23124.62865	48176.86695	49277.59266	57790.97359	111570.4961	80089.98	38029.24189	40502.96717	44388.06274	68183.63816	65548.51168	85946.55724	50160.3331026667	111570.4961	2.39368307634426e-06	669	24.06	26.6
AT1G78630.1	6.03024474511798	222895.4661	222590.01	267482.6743	284340.21	250823.3322	367753.9394	236734.1877	274864.6655	288449.292	226666.1485	366964.9263	284316.0549	243485.7177	262632.7837	274918.6144	344167.4172	297344.6236	210123.8876	291213.1336	453195.7199	474151.1021	393640.4214	514090.8115	524233.0747	337985.8722	426862.6292	536575.9454	359581.2878	398707.268	620075.2461	341895.548766667	620075.2461	0.617655202321858	241	23.22	25.18
AT1G78680.1	18.8818162809616	5420.460544	45637.26966	37984.34171	44872.61517	37091.66083	32995.35743	38806.08655	35522.11075	61585.32793	26472.72603	36217.07596	38601.26684	35588.21703	37563.28772	43557.08364	23942.78044	26081.76138	42065.64867	50052.71203	25418.7654	26757.72418	24585.00576	19899.2407	40932.16818	40595.01183	9370.112905	43794.85055	16547.86217	40852.90905	12993.81045	33393.5083829667	61585.32793	0.634452150031654	347	24.13	26.87
AT1G78900.1	14.1837281642216	11749981.44	12250308.69	11008505.67	11111978.13	11128951.57	10982362.59	11644869.25	11700939.79	12830869.63	12449206.64	11566288.58	11360674.66	11194437.09	10520104.09	12364315.86	9675329.948	10252486.2	9665501.973	11224935.31	11650573.94	11083885.03	11687663.25	13700627.16	11816733.33	12060370.21	11941256.73	11107067.45	12059130	10989567.38	13291995.43	11535697.2340333	13700627.16	0.728835080195024	623	23.31	25.92
AT1G78970.2	21.6003762898816	721.1907946	360.8840576	724.2168814	809.1539459	1795.807269	893.5663321	938.4224785	1091.69362	859.665449	954.968676	2449.323886	1103.491932	1172.300966	437.1199854	2176.573141	476.4239822	388.7803292	317.2685787	707.0173044	1157.848412	1297.028976	1072.199716	1273.731792	1366.176559	1029.027518	1701.716141	440.3992414	2733.663547	1050.915415	2359.175114	1128.65840134667	2733.663547	0.645970049019905	757	25.35	27.58
AT1G79040.1	2.99994171481499	12326138.96	11519696.75	12343984.23	11706502.68	9961496.703	11474595.01	12568667.48	13656883.87	11396929.52	11444493.35	9682109.23	11139946.74	10632990.58	10388814.06	11737575.92	12245428.21	9699392.775	9262546.545	10890062.02	12376603.9	12197577.19	13896728.13	14089324.52	12254213.21	13087401.14	11730954.18	12069118.7	12441384.28	11753171	15366573.43	11844710.1437667	15366573.43	0.402947547285986	140	22.44	26.02
