Uniprot.ID	Gene.Name	ZT02	ZT06	ZT10	ZT14	ZT18	ZT22	ZT26	ZT30	ZT34	ZT38	ZT42	ZT46
Q3TNY7	Grem1	180.0392547	159.2391816	190.8651758	210.994341	168.2271414	224.9820342	199.3500971	188.2642728	167.5621303	159.8570944	195.1002712	220.630481
A0A087WRJ2	Abhd14b	13.71737531	11.11180208	9.492532632	8.901467939	12.93089141	16.17530206	7.927817702	10.72587637	7.774507798	4.399736224	9.720458506	9.555947406
O70309	Itgb5	25.58540674	30.78721787	43.21216806	21.85687035	27.61225668	24.97045742	35.47105527	41.13920484	37.62212762	26.09591842	37.245128	31.04998677
A2ASS6	Ttn	0.824005561	0.978854825	2.525423993	1.068585392	0.900936414	4.234909593	0.942053718	4.929214509	1016.353555	698.4636116	1.442809576	0.584595759
P27659	Rpl3	751.0487154	969.1278211	1025.969098	1106.323885	1301.359427	755.4140753	863.9729405	758.2914602	936.0561569	917.3693472	749.6781442	873.8442427
E9PV44	Atpif1	3.162361061	7.025642375	2.326324899	2.602567115	2.116056368	5.062169168	3.410209896	2.334072291	1.746572422	2.463571825	3.886228355	3.06501153
Q3TS44	Psma1	59.36468249	62.68875599	44.51959209	63.76842026	53.00176206	62.23439204	64.72279088	67.06225103	55.55076123	50.37470484	61.55847555	69.7309867
P29387	Gnb4	16.27844833	24.73982008	19.1468834	16.1732061	4.995061225	17.40413231	24.61790607	15.7627598	20.73999733	17.29888467	19.24155013	19.17298081
G3X995	Col9a1	3282.43093	3672.836614	5060.301772	1813.362775	1706.089585	1791.210505	5116.871141	5160.462851	3696.705848	2091.671387	4819.408168	1970.731893
Q9DCD0	Pgd	212.1562372	219.5198934	203.755024	191.7571497	213.9616277	187.6667875	247.6993008	220.1653808	201.7075953	199.749503	188.3752289	206.1115166
P24527	Lta4h	132.5580882	161.0008626	114.7249134	102.3373359	98.30395826	120.4535013	140.2004562	128.4053179	129.4938009	136.6363095	122.7287351	121.0455008
A4FUS1	Rps16	357.6962997	280.4284501	371.488733	357.9288193	422.1937865	364.655357	282.5368258	317.8457547	341.3081401	308.6094493	327.9782065	274.9925945
Q8R050	Gspt1	11.36824385	11.56161029	8.718572497	8.240271198	5.323311614	8.84245041	10.02167571	9.369383817	11.82912582	10.54592471	11.57892544	7.836656624
P05213	Tuba1b	1749.238016	1734.060546	1641.488734	1574.955608	1462.098918	1653.196969	1747.863065	1791.018248	1774.558584	1642.605877	1827.113328	1639.761288
Q9DC51	Gnai3	15.3431571	18.00837877	25.82026743	15.33519751	17.38732421	16.86292165	19.20438097	20.46606231	20.54908025	17.13790767	18.1681542	16.89342377
P51660	Hsd17b4	3.665698418	6.461801573	4.573413598	2.225897939	2.759519923	4.688437349	6.520017155	3.318168877	4.005164033	5.499208257	6.78411464	6.954553671
Q8QZY1	Eif3l	15.36153329	15.30119855	21.26396369	12.84691546	9.100593723	7.96462335	18.42274133	13.30114961	23.56874637	12.31889994	16.85550017	10.83919183
Q60604	Scin	1019.795172	1011.546631	924.1747444	1013.698046	903.5831887	1103.579531	1165.299073	1088.866669	1083.991603	1080.460508	961.0702971	1096.492556
Q91YI0	Asl	10.14922217	12.12429926	16.31572719	10.46304419	11.35088432	9.464806576	10.69885794	15.73446112	18.40748884	17.42226674	10.45770046	17.87948281
Q3UDE2	Ttll12	17.93400526	16.77731165	11.37967641	10.53900389	13.65876467	16.22217284	13.35335219	13.3525904	16.70431435	15.64720472	17.03495407	16.90158461
P97321	Fap	38.39861649	51.83048165	35.65505712	28.84275474	23.5033119	42.41046734	43.88078985	52.1087702	57.95934892	44.23260038	49.88702104	40.06745216
P29341	Pabpc1	75.18434739	77.03185232	80.84245868	80.98685511	73.02765262	77.36319084	70.31459235	64.8714003	77.97417753	75.49275724	83.02130209	73.19226403
P09528	Fth1	179.5990866	147.5398323	141.9015969	144.1248163	139.3273486	171.1742555	145.8057532	179.0391495	160.3852167	125.6052525	160.8640518	175.3080465
P30416	Fkbp4	8.344034463	12.8553986	3.580439268	6.247143154	6.889857211	7.149337972	9.107399332	4.78849402	6.699328028	5.168741707	6.629885609	7.628786078
Q6ZWN5	Rps9	392.6598644	410.0049738	524.497749	518.56102	541.0380824	396.5908693	401.7258761	403.8275471	465.4058585	373.3675045	392.1765936	395.0632748
P26883	Fkbp1a	47.87141114	50.16669786	30.558721	41.73161595	25.15898584	53.11328454	39.60515398	41.92773911	36.15479235	23.88632399	51.09511971	47.81170535
Q544R6	Ctsa	27.28233023	34.52077362	24.50028815	24.87970227	15.82037719	30.30957487	32.51978518	36.3841122	36.66264079	29.15578153	34.72723369	28.25983761
Q9CQ65	Mtap	77.45873437	70.7011763	43.71577973	60.26228407	65.23137465	66.41397635	76.46148229	61.19422784	63.11927397	70.2722261	63.00037968	67.0842996
Q5RKN9	Capza1	62.94845948	75.19752982	38.24579786	51.42687358	52.89444189	57.76326167	65.10139142	64.06411849	61.45641405	61.93943332	62.35072213	68.25578106
A7VMV2	Cryl1	50.16939692	44.81574585	35.13517264	50.03976177	45.00978463	47.59631411	43.96123253	48.2320453	38.69524579	34.30381988	41.47778467	48.09452331
Q5DQJ3	Capza2	133.0424237	148.5225536	105.1000237	126.2229749	113.5098914	121.398503	133.2102534	157.262971	123.1503511	114.4596538	131.2276891	134.0330174
Q9D051	Pdhb	49.75928622	52.4370016	47.33485474	43.39116809	54.89286336	54.75913652	46.85528398	37.48527571	44.1833414	47.45998391	45.00345825	46.74767975
Q7TMG8	Gbas	5.802864305	9.55089693	16.59325058	14.99767866	4.604998196	6.956198453	11.26016459	8.454995166	10.34850447	3.827755309	8.823058415	3.499584536
Q9D236	Htra3	68.50221332	55.31071618	45.61881635	60.20449895	47.20226682	60.0171434	62.67523358	55.0353616	50.80290284	58.36123674	53.8486651	67.52088714
Q9WU78	Pdcd6ip	142.9540719	143.4387233	164.2480264	133.5062439	144.4135046	134.5825516	164.8805173	174.6892723	148.983904	132.80488	147.7947771	138.7943718
P63005	Pafah1b1	21.98803195	27.79129795	16.98916153	18.0527567	15.20406171	21.36394662	23.10435487	24.98285528	23.170073	23.83200324	20.43816119	28.11795842
A0A0U1RP93	Mylpf	35.8247858	52.08489364	79.58756766	13.20350549	21.7400482	58.62937537	78.3819852	172.7947747	71.09062731	65.61742063	37.78425726	18.96871525
A6MDD3	Cd109	96.58232825	119.7563281	96.53784061	89.01918454	70.71653496	107.1204476	117.6934261	116.5503478	120.7615542	112.8977328	117.3114596	119.2131338
Q3TWW8	Srsf6	68.42857567	67.83718105	74.83430725	113.5795175	103.923403	83.84744087	87.32844351	78.90269477	82.28615598	86.86980813	71.80525906	74.20646751
P46471	Psmc2	55.3047944	52.6600552	45.87743911	51.05597359	50.91481221	50.32415754	53.00732463	55.47704952	48.96050143	50.86586057	51.6056745	54.52138177
Q00623	Apoa1	10.09356523	27.10863303	39.26430464	16.21055983	27.7156044	12.49718287	10.62808442	15.06606422	10.87953089	16.14428961	39.20381867	12.17509978
Q9D8U8	Snx5	3.029437164	4.776697928	3.873506428	4.084692018	2.597520352	5.214991431	5.773155644	8.345062264	4.332958453	1.409087366	2.428171504	1.998937033
Q3UFJ3	Pdha1	46.1047965	48.58005786	42.02053413	43.72213693	55.41201597	58.37790483	48.61493162	44.87711126	48.37126698	50.17662895	48.11083394	46.41369194
Q62261	Sptbn1	56.26140324	57.80611326	62.86271422	48.57443743	58.6275903	56.5184643	52.73628934	60.5299261	65.46212373	58.66431853	58.33711789	50.90893947
Q3TYW1	Chad	29189.99827	25129.67448	32519.48843	32189.7051	35643.78943	29633.63437	29141.92216	27633.56944	25890.10326	25743.00009	26519.76165	33293.36388
Q99KQ4	Nampt	11.64860263	12.76139946	10.96881402	8.834094792	9.771309671	12.67760154	12.5370772	10.93757935	11.80748651	11.59451288	8.464736538	12.21268945
Q61598	Gdi2	715.4262452	680.5531909	585.3530853	602.2486713	540.5208653	636.1375491	671.300407	684.357396	692.6852338	661.4852186	648.1795296	765.0805634
P12032	Timp1	10.69288757	16.95988838	11.88903981	11.18741458	9.288509835	10.90837901	13.4195689	11.42297451	12.11085437	9.45160674	12.42517852	11.81975825
P16092	Fgfr1	23.26507833	21.92462251	15.67599682	23.52804118	19.35897174	24.1201738	23.73292482	23.56578945	22.17202803	16.28939058	25.39086043	24.29407181
Q9JIF0	Prmt1	7.710237589	15.32999199	14.0895191	11.77099825	4.659772036	5.390159567	14.78872251	11.72211617	14.80382753	16.24596909	16.89576517	13.55741577
Q9R190	Mta2	4.418278081	3.877183417	3.344900116	2.979233023	3.676401546	3.155810919	4.816190569	3.051845668	2.059254833	1.483855393	1.806829471	1.400767608
Q3UIG0	Eif3e	27.26639667	29.15299905	35.16775818	31.00948925	35.27175437	27.70327492	27.41714251	26.55829791	27.39233007	33.03635863	26.31230647	27.17691884
P58252	Eef2	972.4805039	998.9879009	927.0713896	856.6068209	870.9811293	885.9768346	1060.4145	985.2655456	992.8344896	1046.871487	943.92542	989.9905116
P47963	Rpl13	240.561809	270.1711656	371.3535768	352.6358585	366.1919473	213.5374017	236.0062852	234.258031	273.9714971	237.9124925	197.7001845	254.1303758
Q8K157	Galm	60.41340303	61.05726392	46.23369533	54.31246131	50.08563843	60.62953429	60.71499421	59.38447405	60.81436563	52.29903588	63.9142635	63.32386428
Q7TSV4	Pgm2	10.74770575	8.81902616	8.743705775	8.507313981	3.351295682	7.063522478	9.12997535	12.18391017	11.49720886	10.04059895	10.14468375	11.09082189
P20029	Hspa5	5967.372688	5269.405728	5169.586546	5434.702865	5214.750014	5881.756872	5416.976599	5474.172689	5373.64329	5342.750068	5727.046565	5482.405922
Q8CCK0	H2afy2	108.8175159	110.1702696	136.9645331	147.2068836	149.164493	78.40763376	125.9187163	95.38053356	135.5449898	114.8817364	100.3854093	118.4240956
Q9WUB3	Pygm	66.18164	67.09356439	62.95523639	49.72413047	45.17702194	68.24894184	89.49386977	98.55956404	111.7836022	120.8877965	66.38309931	66.12526993
P63038	Hspd1	117.0085479	116.8673903	114.9413599	119.0729595	130.9881105	129.4565643	90.07478419	103.5619059	107.1330303	107.2313057	118.9385334	112.7109147
Q543R5	Serpine2	687.8214356	623.5653938	579.7073652	596.9079092	527.8905471	680.3069891	682.0225308	665.4387365	684.8934797	586.6261921	681.5809212	652.7874901
Q5YLW3	Rps3	256.7004853	239.2564474	260.8610856	280.968799	299.2024961	234.5024767	246.9076599	241.7275517	254.7714698	238.9971399	250.3569417	229.9509064
P70699	Gaa	80.95499676	84.77725942	53.74964576	63.49303957	71.87933687	70.82938194	84.71571664	82.26045595	77.79088525	78.71741232	76.48196167	76.12066127
Q9R0N0	Galk1	69.36765663	65.53128754	74.37916083	64.9261986	65.53060782	63.5355519	74.5942	76.05368584	75.05268838	66.64546798	69.6012565	68.62000291
P33434	Mmp2	43.61978284	34.9910178	31.00037396	30.25505335	30.32429151	34.0342904	41.41790893	30.24487888	37.04758306	32.80300309	37.16164703	36.76400745
Q62376	Snrnp70	90.71478983	86.30302066	103.0928404	104.6197233	110.5350286	94.23641446	100.2740642	72.91745672	109.8498961	94.37496399	102.7087147	88.77011961
Q99PT1	Arhgdia	611.6275373	576.3732716	481.7440685	575.0249002	512.1689737	579.285351	560.5843967	543.630906	552.1530231	542.8901754	610.1773407	587.7675868
Q99LC5	Etfa	248.6917897	291.6769693	182.7355584	176.0939175	276.3632823	281.2309472	238.2755363	266.8030259	219.71735	280.9852249	263.4509552	307.1967621
Q78PY7	Snd1	260.8072303	253.2665034	244.4022226	246.3600235	252.269146	229.3814211	263.0195351	249.239686	281.0001202	274.8262017	242.9199321	224.4543381
E9Q133	Cct3	206.9064291	204.0839465	205.7622721	209.0394062	207.287914	176.5517506	194.2076837	204.4196289	205.3117915	205.1459356	193.1909048	200.8316624
Q5NCU4	Sparc	29389.18986	27361.16796	23195.08475	28914.30048	28647.69986	29053.99445	25927.71617	29973.04404	25547.37648	25866.04677	31793.99355	30865.96718
Q3TRJ7	Sh3gl1	16.02393893	15.53273836	11.66062886	18.57559901	18.04329133	14.96454058	15.1387613	13.33463234	14.92627461	14.81902355	16.19310175	13.21607088
O88428	Papss2	200.7099042	188.5101677	194.6564651	201.7117134	199.0470521	188.4569279	197.5325198	180.8264884	192.2521034	206.1666062	171.344637	158.4016785
Q5SYD0	Myo1d	87.67885243	125.9542171	119.3547416	92.63820167	106.1961741	94.33766299	105.2513949	134.3033622	152.3878855	96.32230435	122.9467216	100.9181605
Q61035	Hars	18.67722777	17.046282	16.27101976	18.45248401	18.44554279	17.76480902	18.4516383	19.55070552	16.28994304	16.54475244	17.79353572	18.32966105
B2RSC8	Nedd4	85.36029015	96.09385785	114.7708533	91.48772369	107.3422892	101.5370845	106.875031	96.08326552	137.2730558	113.1512536	95.42303	84.5157413
Q60597	Ogdh	40.7081456	54.12711604	32.67733098	25.35496596	27.10726209	54.23061383	44.81874072	43.61088171	40.95091783	46.81268364	46.77396034	46.19583708
Q4FJX4	Csrp1	98.09081919	101.2035845	87.93421275	99.21987655	93.97199364	104.2038229	104.0938666	95.82260027	94.09255497	95.76676113	104.3212956	94.72654973
O35226	Psmd4	28.92270014	27.1080682	29.55815783	29.57318087	33.18895186	25.41669145	26.31020815	23.66900538	25.75501341	25.65690764	26.88310199	26.98983251
Q64514	Tpp2	25.19113158	35.94829294	36.98732344	27.29522089	25.53356302	27.73020946	34.41423742	28.80101457	34.4533299	30.39805058	29.47724062	29.15448294
Q8BP67	Rpl24	112.5766767	123.4279107	141.7825963	153.8422325	169.4048865	104.5392354	102.7988553	108.5145399	113.9157961	110.8320026	106.5669828	125.7079049
P40240	Cd9	169.8677311	178.564534	278.8660278	190.3864708	202.9565275	153.1595253	267.358572	345.9786747	321.7985779	210.0599118	303.6707929	166.0896046
Q78ZJ8	Rab11b	64.38583304	77.35158528	94.81012818	76.8284588	99.26925495	61.60371412	86.53482479	89.74646741	76.33004879	72.74641756	64.79761926	65.10765052
Q61805	Lbp	48.17026702	50.63351987	46.47742971	39.71151567	40.29091113	49.36785411	55.56417034	49.63973005	42.90758072	56.5933618	46.89079694	54.27570589
Q3UKJ6	Dhx15	38.89620195	39.07792348	37.52035279	32.93702109	35.81154256	29.59921578	41.5051173	38.95356259	46.20990992	39.9274516	32.68193015	39.26946242
Q59IW9	Abi3bp	356.8450796	415.1791596	431.8212706	746.5653956	402.1734221	438.2179269	491.1886712	403.2041018	528.6960702	626.286044	457.7585416	448.0099437
P08228	Sod1	759.2297528	658.881745	543.3037335	697.2064933	610.9094027	847.4062056	635.9229585	740.9822931	693.6817934	638.7541327	789.3693473	840.274589
Q9CWJ9	Atic	104.5092336	103.1472577	92.71634881	91.85813563	94.38313923	89.99196815	99.46514884	90.60781837	92.87303329	88.77329169	93.08310094	112.3512613
Q544J8	Mfi2	1446.840771	1754.378511	2216.877998	1845.523949	1914.416413	1438.145888	2010.988916	1678.435094	1821.480681	1876.941002	1757.309397	1486.539924
Q60716	P4ha2	1133.422056	1114.706972	1047.85769	1058.385323	1045.39932	1244.283817	1126.082286	1211.269447	1120.129385	1156.414137	1125.164939	1208.230495
F2Z468	Matn4	1712.890465	1831.106407	1747.651008	1637.255316	1604.343118	1536.20588	2036.782256	1735.256045	1728.872941	1765.85827	1634.318484	1799.744302
Q5FW85	Ecm2	1471.656817	1433.55018	1257.499354	1598.713604	1330.215173	1753.870746	1676.991873	1526.609622	1572.7558	1411.341617	1560.035997	1679.625172
F6X322	F6X322	35.09049446	41.13129708	45.33158921	33.12727763	17.98864854	41.75160297	44.78530563	40.7959743	39.24605093	40.46386776	38.19548104	39.27275434
Q3TML0	Pdia6	577.8737486	515.5904801	532.4223476	440.3266049	522.71294	588.3558851	467.0214297	526.0953339	480.220269	444.4276571	561.440253	528.4964154
P50516	Atp6v1a	71.68628877	90.55193846	66.5871735	47.74597128	51.48070303	54.38256522	60.68978677	67.39212065	65.63068308	62.93984436	73.90617623	56.37934131
G3XA10	Gm28062	339.7542445	350.8705994	374.350369	376.7168106	379.6980464	349.9741639	388.9441192	336.160645	415.356864	380.1772538	369.9898117	336.0611818
D3Z1M3	D3Z1M3	12.71616431	15.67164685	11.06701074	17.15888685	14.93046452	9.66483859	13.77059685	20.30919058	20.55040585	15.12458779	14.5835975	15.78971707
Q61171	Prdx2	352.0175999	353.0618136	317.2672249	273.5468645	300.5365279	292.5734205	328.0446089	338.2161182	341.054993	265.3155142	383.4028838	371.1866502
D3YWS2	D3YWS2	44.0915644	45.58409592	40.6226314	43.05732331	40.73786516	45.18129036	50.78333841	46.14797442	48.52907942	46.3133423	43.2313917	46.58257916
Q5BLJ9	Rpl27	272.5812897	288.1327072	321.5336777	347.5981875	411.9984398	237.0488122	252.3582052	258.8130619	319.6210147	263.3011999	231.9091663	269.771811
Q61282	Acan	44531.44866	43785.99384	38982.11235	44006.2713	39238.04039	43863.4944	48665.87884	46259.88147	51798.24641	45354.75107	43090.3608	43802.71685
Q4FK57	Ero1l	11.85830459	10.25113004	11.20652824	0	0	10.55491772	10.2203904	9.505024617	7.392208399	10.7045806	5.4944774	6.80040901
E9QMY1	Cd200	88.89783481	107.7888271	134.6777711	83.82604278	80.1754638	85.53661403	139.0071645	180.3241516	142.0489208	84.77656451	153.2636478	79.37789771
Q3UQV0	Igfbp5	184.8490803	190.7569417	189.1409956	196.6785427	199.9025271	214.7044821	202.76828	191.0885473	203.2381189	180.5276574	220.0595523	214.3007434
Q543N6	Ptpa	33.36797152	28.03978632	27.66818542	34.98573685	33.53478483	31.0561795	45.43195932	35.05370761	30.64576365	28.75378373	21.88411796	32.15731212
Q543D2	Fmod	27116.36737	24347.83894	23612.81647	25529.85209	21509.17715	25573.64558	24358.32386	25891.43968	22649.88134	23391.59061	27656.53479	28173.76864
Q5M9K9	Rpl31	115.919347	98.02675721	145.1382635	119.4588429	156.0637875	111.5623067	102.3868853	106.8600458	113.3423025	120.1667503	105.434488	115.4887107
Q8K183	Pdxk	39.80185649	49.05366988	30.95496606	18.59850043	33.98955436	43.56233367	39.36463819	34.52623633	29.75776847	39.33008317	26.52640112	29.22918303
Q61245	Col11a1	5525.724744	5695.037097	5437.828089	5299.749583	4926.018298	5316.505601	5601.370964	5807.659734	5359.039745	5203.947346	6246.683271	5213.966993
G3X9S2	Enpp1	495.4527596	568.3583136	651.2962955	498.1297663	532.2745277	541.0342744	696.2266967	634.7459046	700.1039392	580.0184411	607.3248188	569.5634641
Q76MZ3	Ppp2r1a	67.88153499	72.76209537	92.61544993	69.40197383	75.30802952	62.41006976	72.45280842	76.1166567	62.81755134	69.07900772	64.08219847	60.19065645
Q3UL22	Cct8	152.7065464	153.610063	159.6062079	151.8907381	175.6415808	139.3124191	159.1696095	158.6044535	167.2467571	165.2500562	150.6174213	146.442868
Q9JKR6	Hyou1	101.1112549	102.1821278	111.7103328	85.11160551	85.78289681	95.00942216	107.0703767	98.91149222	105.4224623	106.3660843	102.9188663	90.31204261
P08249	Mdh2	452.8400363	453.2276696	407.7488385	387.6857905	426.9460793	444.1423175	407.3520149	344.076246	386.9586536	433.3862757	383.3467122	446.8211295
P14685	Psmd3	87.46695944	80.29030666	111.6408665	85.96072031	117.1615556	74.70505787	90.54683951	93.19044199	100.1588858	96.50984157	72.31213109	86.34112456
Q6ZWX1	Rpl35a	92.37134325	81.60001089	94.71508885	117.7778188	111.5045141	93.50600439	79.83536188	89.35757373	82.74734562	79.67699327	78.83545869	77.01494189
Q544N9	Slc16a1	6.05902894	12.19152558	11.95108934	12.9204681	10.98079339	10.60595414	15.37095702	22.3843085	18.39846071	13.05028596	16.06277709	9.833434344
A2RSB1	Nap1l4	18.21417981	10.74633422	6.710808751	7.424083836	10.70579228	14.21649535	5.764496241	10.03700988	11.38951456	8.073805145	14.23989621	7.746053299
Q9DB77	Uqcrc2	74.76054058	79.24180508	75.85308986	70.88419508	76.23274823	79.60917074	84.9035856	65.95338046	64.30355072	77.42321452	68.72285806	84.93166154
Q8R1Q3	Angptl7	17.6944656	22.54507508	14.33607768	17.84500561	11.2594142	27.6618626	25.49994519	21.4338843	21.53810865	19.91042005	23.26075194	24.93130403
P01029	C4b	90.94865969	84.41056952	66.0074709	90.91120901	94.1870203	99.42722225	102.2964116	86.9121404	93.05218499	105.4371063	89.5474429	87.67755174
Q3TX38	Vdac3	81.01840902	81.85634356	83.1192001	82.14742209	101.2909774	86.85651687	90.21592885	76.22514827	90.47685473	96.36704517	84.50148833	86.38356361
Q8VCC9	Spon1	1583.95881	1624.409454	1407.723856	1883.552838	1680.695453	1660.03063	1703.868906	1523.985192	1844.830317	1738.119426	1773.339443	1460.667495
Q4FK36	Dstn	118.2257778	133.9499516	125.2778836	144.0948329	149.5722848	134.7388117	109.0241429	103.358643	93.2634059	89.04968369	112.7173083	106.2018909
A2RTI3	Lgmn	24.07161498	28.08048332	18.64457239	9.209762658	16.29168335	16.27326148	31.50239921	27.50531906	40.86198724	16.54314316	30.13981896	28.94763434
A2AQ53	Fbn1	222.2080876	267.481156	542.2848096	196.3960417	165.1202214	217.6648511	373.2525565	380.4911142	356.7753825	261.1442733	379.9660265	255.3683606
Q58EA6	Rps25	149.3192915	164.5642061	185.0504788	208.7562404	234.4050667	148.0163611	141.4323759	162.6278108	112.9425006	173.1784989	147.7949837	139.2090192
P70372	Elavl1	31.73726222	33.3655637	31.3617189	29.57203916	30.05683795	30.16420234	28.17305229	27.57218516	30.50591398	29.24958692	31.99011268	25.54153769
P70186	Epyc	1215.407175	1254.789227	1163.749549	1484.719783	1394.708697	1080.157347	1406.163455	1362.907786	1421.959702	1428.051422	1354.716714	1270.254056
Q9CY64	Blvra	15.70510523	16.52063818	11.39779093	13.31681188	17.70555418	14.34067964	15.47819901	16.783919	14.14377283	13.64089829	13.82076312	20.09481903
P21956	Mfge8	51994.70162	47080.00658	42408.05423	52164.19484	45001.4704	54123.49892	61485.09435	54029.98101	56923.60614	55281.41234	51439.98106	60290.72968
G3UXX3	Spr	17.84548012	14.5706319	7.690556174	18.02103643	15.83805831	17.92438508	11.78286096	15.64630039	8.21544654	9.230045802	7.996624694	12.19752799
Q61425	Hadh	32.61241833	32.95440496	28.50685261	36.13453176	45.50383719	32.38088143	31.37234835	16.61888764	20.03465714	28.15338248	18.88473052	30.42036625
Q9QZQ8	H2afy	395.3442001	540.7954691	564.8828744	576.0773049	598.225317	424.3600242	529.3757593	428.046161	593.6929776	574.7895883	515.2176692	619.9195661
P99026	Psmb4	40.61358854	41.05332454	34.88676159	47.01383118	24.69891252	38.7516059	28.72454763	35.999517	40.70688973	25.96013436	24.37777154	21.26413825
P57759	Erp29	53.26741018	48.00663159	64.68123634	57.49255693	67.10846047	48.97014449	38.07126335	45.76241482	42.44563909	40.88689982	48.79455063	42.16461664
Q99JY0	Hadhb	50.10707208	47.77354271	48.92822952	33.37905703	51.72303603	60.99554665	48.3798985	42.32541505	42.34160767	45.65091852	44.43315673	47.43246238
Q01853	Vcp	612.5902763	661.8995512	582.0871836	618.4074267	555.1524465	614.9872203	596.3357927	628.0565358	575.099228	552.8079653	605.7547749	595.1396793
P11031	Sub1	29.82037559	43.80782719	21.57390227	33.09054024	14.08648542	31.90868687	27.75036624	27.38260451	26.59579128	20.67819673	31.15866605	34.20543634
P51859	Hdgf	85.51719633	74.47910986	58.14851795	74.44296051	67.41747337	83.89639125	70.40066114	87.39003165	75.27899244	64.35663957	80.10119079	84.18571986
Q8JZR2	Crk	9.491982856	10.00601488	13.997454	14.85602572	9.181643463	10.72566897	8.556105088	11.02830601	15.58733094	6.426518494	11.67294872	8.631963383
Q9DCL9	Paics	33.54445682	37.23001291	42.05578125	37.01977763	33.65816566	28.33670947	40.22894016	30.2013594	32.15526558	31.17040988	34.08033404	40.56502403
Q05AC1	Myoc	385.2753232	383.5626175	359.6343377	428.951226	380.3067351	443.8281212	463.26942	438.11373	424.3054416	427.8693721	403.6213532	478.817587
D3YWF6	Otub1	24.46708307	28.81799256	23.79996393	26.78463367	26.17939606	20.59872656	21.6449492	27.93825762	22.47848583	21.68012074	20.34738257	19.87196244
E9Q7L7	Trpv4	62.44922069	67.85714462	81.61586058	71.3049095	49.1473044	52.47053648	90.70341154	121.7737542	104.0334387	45.94852634	92.0842788	39.02947199
Q9CPW4	Arpc5	4.703922639	10.85648679	9.828092086	7.201839464	7.415068512	7.761952755	8.874452553	12.07791535	10.35275556	6.249809233	9.944320647	5.390574148
Q3U344	Arf3	254.2523194	293.4295622	425.7055253	285.6336154	404.784332	285.1530007	248.8883581	285.6326878	291.4180273	262.2788399	280.1459299	177.6453142
Q3U379	Gpc1	313.635659	278.6823837	272.618511	273.45568	281.4593749	287.2939195	353.9863382	298.7279001	310.6851903	308.6107058	334.1163312	332.3832527
Q8CFX1	H6pd	2.088246592	3.777851786	1.817402594	1.469927626	1.538583368	3.123514184	1.955954454	2.920255258	2.34937369	1.846245879	1.863475159	1.908435372
Q5M9J8	Rpl28	188.6676342	158.8658511	157.957731	183.0956154	231.1131389	127.2064586	113.336672	122.1194802	185.1855115	148.0403756	135.5351995	148.7455456
Q00724	Rbp4	786.320143	784.1624221	656.7496596	705.489637	648.906618	1014.24081	721.9325765	742.6653821	766.3717493	704.8298904	838.3736117	756.0189447
Q3USZ8	Q3USZ8	96.03904897	86.46738465	124.0096195	106.6667128	128.2696832	83.62863571	108.8031496	96.99672431	107.1979818	104.3820734	84.93580579	99.80310448
P62814	Atp6v1b2	58.9257244	72.35649451	38.09230071	52.40713902	63.16789444	55.69009386	47.98021152	50.97020618	47.65636193	65.88551961	64.32165092	61.7327218
P53996	Cnbp	4.047093872	4.669493142	4.334366832	5.900478895	2.494968267	1.722948828	3.72348683	3.349693069	3.282792493	4.418610354	6.886415102	1.5595302
Q811L7	Hnrnph1	125.8157882	132.7184769	133.6629542	93.82962668	94.49309362	109.8257549	135.8990991	112.7934192	134.6642459	106.6830255	128.235116	111.2904517
E9Q4D0	Pcsk6	866.5352271	811.9049761	777.1852085	838.2225163	745.7868384	942.2362151	980.238032	910.1612886	915.4411249	864.1393407	831.8650081	846.2380598
Q60847	Col12a1	10302.95974	10820.22398	11516.68681	9891.809353	10081.91562	11066.26674	12691.04306	12508.53891	13018.86856	12148.22142	12492.9195	10739.20381
G3X9T8	Cp	557.6791386	559.8270723	594.6286523	557.3609704	531.700019	614.8089782	622.2235574	629.7699593	688.6002863	606.1452326	573.6801751	581.7559677
A2AEC2	Tceal3	8.706130683	10.07460752	6.545646902	7.597542178	2.581869119	10.09359649	7.037742437	11.1848863	4.399798245	3.837705145	7.636460431	5.967625373
Q64739	Col11a2	10141.50306	8991.757086	9252.583764	9512.052881	9777.013107	10182.0352	7956.347404	8893.387079	8642.414045	8669.149648	9316.447399	9330.252145
Q56A15	Cycs	50.96302663	37.33974782	55.9061622	72.88091339	58.53175768	64.9474466	43.71910318	47.24939869	40.63591135	44.88011818	47.27433779	44.73426343
P50580	Pa2g4	74.77742652	79.84392964	70.10249971	66.49037485	78.03647537	67.3336334	75.91705986	70.40887682	66.36206892	70.62164981	70.44594115	75.50926521
Q6ZWZ7	Rpl17	185.6945584	148.3841791	185.2002609	193.4693747	227.890265	115.7642834	128.2880017	119.194133	144.8955346	118.4384334	146.1536992	116.3322741
Q8CD91	Smoc2	671.3209081	595.6844537	510.2857198	673.8278365	584.1647304	735.8565549	662.9576394	724.5856131	642.0847063	603.77709	744.2267681	723.2811777
F8VPK6	Xylt1	314.432159	331.6773882	342.2028419	354.4627738	364.1764021	340.9287634	377.0220274	339.1946338	435.9950111	427.996841	319.0448932	346.6522716
A0A140LHA2	Bub3	20.27742623	19.68938931	14.38181854	13.72496088	9.648483354	18.57810491	15.42657814	16.87455695	17.24313032	17.44714173	18.26038626	18.4503321
