Gene.ID	Transcript.ID	AFFY.ATH1	Chromosome	Gene.start	Gene.end	Transcript.start	Transcript.end	Transcription.start.site
AT4G38330	AT4G38330.2	253004_at	4	17951324	17952973	17951336	17952763	17951336
AT3G06690	AT3G06690.1	260789_s_at	3	2115426	2116825	2115426	2116825	2116825
AT1G01715	AT1G01715.2		1	266333	267883	266342	267533	266342
AT1G01715	AT1G01715.1		1	266333	267883	266333	267883	266333
AT1G29160	AT1G29160.1	260887_at	1	10183390	10184512	10183390	10184512	10184512
AT5G03310	AT5G03310.1	250940_at	5	799224	799706	799224	799706	799706
AT2G34180	AT2G34180.1	267045_at	2	14430761	14432482	14430761	14432482	14432482
AT1G22660	AT1G22660.4	264212_at	1	8017281	8021930	8017383	8021930	8017383
AT1G22660	AT1G22660.1	264212_at	1	8017281	8021930	8017397	8021715	8017397
AT1G22660	AT1G22660.3	264212_at	1	8017281	8021930	8017281	8021715	8017281
AT1G22660	AT1G22660.2	264212_at	1	8017281	8021930	8017397	8021593	8017397
AT1G22660	AT1G22660.5	264212_at	1	8017281	8021930	8017397	8020570	8017397
AT5G62390	AT5G62390.1	247480_at	5	25051978	25054444	25051978	25054444	25054444
AT4G04800	AT4G04800.1	255301_at	4	2439520	2441205	2439520	2441205	2439520
AT1G79410	AT1G79410.1	262935_at	1	29867854	29869784	29867854	29869784	29869784
AT5G20100	AT5G20100.1		5	6789935	6790841	6789935	6790841	6789935
AT4G32520	AT4G32520.1	253438_at	4	15689436	15692989	15689436	15692989	15692989
AT4G32520	AT4G32520.2	253438_at	4	15689436	15692989	15689486	15692782	15692782
AT3G03060	AT3G03060.1	258871_at	3	691934	695675	691934	695675	691934
AT3G16525	AT3G16525.1		3	5621885	5625108	5621885	5625108	5621885
AT2G05400	AT2G05400.2	257458_at	2	1974886	1976570	1974888	1976492	1974888
AT2G05400	AT2G05400.3	257458_at	2	1974886	1976570	1974888	1976492	1974888
AT2G05400	AT2G05400.1	257458_at	2	1974886	1976570	1974886	1976570	1974886
AT1G75990	AT1G75990.1	262686_at	1	28524404	28526848	28524404	28526848	28526848
AT4G15570	AT4G15570.4	245529_at	4	8892607	8899061	8893555	8898999	8893555
AT4G15570	AT4G15570.2	245529_at	4	8892607	8899061	8892607	8899003	8892607
AT4G15570	AT4G15570.1	245529_at	4	8892607	8899061	8892607	8899061	8892607
AT4G15570	AT4G15570.3	245529_at	4	8892607	8899061	8892972	8899039	8892972
AT1G76770	AT1G76770.1	259869_at	1	28813454	28814378	28813454	28814378	28813454
AT4G33420	AT4G33420.2	253332_at	4	16084713	16086388	16084713	16086296	16084713
AT4G33420	AT4G33420.1	253332_at	4	16084713	16086388	16084758	16086388	16084758
AT3G31900	AT3G31900.1	263531_s_at	3	12875071	12877422	12875071	12877422	12875071
AT1G78800	AT1G78800.1	264291_at	1	29625587	29628024	29625587	29628024	29628024
AT1G57560	AT1G57560.1	246401_at	1	21316730	21318192	21316747	21318192	21316747
AT1G57560	AT1G57560.2	246401_at	1	21316730	21318192	21316730	21318166	21316730
ATCG00700	ATCG00700.1	244974_at	Pt	74249	74380	74249	74380	74380
AT2G42975	AT2G42975.1		2	17873869	17874936	17873869	17874936	17873869
AT1G48040	AT1G48040.1	260722_at	1	17719584	17721891	17719584	17721891	17721891
AT1G63400	AT1G63400.1	261554_at	1	23507178	23509484	23507178	23509484	23507178
AT3G21920	AT3G21920.1	257261_s_at	3	7720597	7721744	7720639	7721744	7720639
AT3G21920	AT3G21920.2	257261_s_at	3	7720597	7721744	7720597	7721744	7720597
AT1G32320	AT1G32320.1	260699_at	1	11655156	11656073	11655156	11656073	11655156
AT1G71830	AT1G71830.1	261521_at	1	27018158	27022117	27018158	27022117	27018158
AT2G38750	AT2G38750.1	266418_at	2	16196265	16198832	16196265	16198577	16198577
AT2G38750	AT2G38750.2	266418_at	2	16196265	16198832	16196265	16198832	16198832
AT4G35820	AT4G35820.1	253134_at	4	16971221	16972429	16971221	16972429	16971221
AT5G45880	AT5G45880.1	248926_at	5	18609628	18611166	18609628	18611166	18611166
AT3G10950	AT3G10950.1	256434_at	3	3423893	3424566	3423893	3424566	3423893
AT3G27590	AT3G27590.1	258030_at	3	10220326	10221857	10220326	10221857	10220326
AT4G27420	AT4G27420.1	253863_at	4	13712199	13714797	13712199	13714797	13714797
AT1G75800	AT1G75800.1	262727_at	1	28458691	28460961	28458691	28460961	28458691
AT1G22260	AT1G22260.3		1	7859630	7865263	7860696	7865263	7865263
AT1G22260	AT1G22260.2		1	7859630	7865263	7860160	7864703	7864703
AT1G22260	AT1G22260.1		1	7859630	7865263	7859630	7865249	7865249
AT3G14810	AT3G14810.2		3	4970944	4974534	4970990	4974534	4974534
AT3G14810	AT3G14810.1		3	4970944	4974534	4970944	4974521	4974521
AT1G75950	AT1G75950.1	262676_at	1	28516519	28517896	28516519	28517896	28516519
AT1G43730	AT1G43730.1	260809_at	1	16508723	16509784	16508723	16509784	16509784
AT5G48440	AT5G48440.3		5	19629658	19632775	19629658	19632639	19632639
AT5G48440	AT5G48440.1		5	19629658	19632775	19629658	19632775	19632775
AT5G48440	AT5G48440.2		5	19629658	19632775	19629767	19632638	19632638
AT1G21060	AT1G21060.2	261451_at	1	7371657	7374114	7371666	7374114	7371666
AT1G21060	AT1G21060.1	261451_at	1	7371657	7374114	7371657	7374104	7371657
AT2G37570	AT2G37570.1	267180_at	2	15761295	15763451	15761295	15763451	15763451
AT2G37570	AT2G37570.2	267180_at	2	15761295	15763451	15761300	15763383	15763383
AT2G20400	AT2G20400.2	265316_at	2	8799041	8801991	8799086	8801991	8799086
AT2G20400	AT2G20400.1	265316_at	2	8799041	8801991	8799041	8801973	8799041
AT4G38530	AT4G38530.1	253002_at	4	18020567	18022985	18020567	18022985	18020567
AT4G29910	AT4G29910.1	253703_at	4	14627885	14630804	14627885	14630740	14630740
AT4G29910	AT4G29910.2	253703_at	4	14627885	14630804	14627963	14630804	14630804
AT2G28180	AT2G28180.1	266160_at	2	12010994	12013739	12010994	12013739	12013739
AT1G11330	AT1G11330.3	262507_at	1	3809795	3813809	3809795	3813809	3809795
AT1G11330	AT1G11330.1	262507_at	1	3809795	3813809	3810221	3813607	3810221
AT1G11330	AT1G11330.2	262507_at	1	3809795	3813809	3809795	3813809	3809795
AT5G09590	AT5G09590.1	250502_at	5	2975436	2978750	2975436	2978750	2975436
AT4G38230	AT4G38230.3	253034_at	4	17928677	17931511	17928817	17931511	17931511
AT4G38230	AT4G38230.2	253034_at	4	17928677	17931511	17928817	17931502	17931502
AT4G38230	AT4G38230.4	253034_at	4	17928677	17931511	17928994	17931340	17931340
AT4G38230	AT4G38230.1	253034_at	4	17928677	17931511	17928677	17931182	17931182
AT1G77600	AT1G77600.1	259762_at	1	29152642	29162448	29152642	29162385	29162385
AT1G77600	AT1G77600.2	259762_at	1	29152642	29162448	29152751	29162448	29162448
AT1G77600	AT1G77600.3	259762_at	1	29152642	29162448	29152751	29162448	29162448
AT1G68790	AT1G68790.1	260031_at	1	25834686	25839541	25834686	25839541	25839541
AT2G44890	AT2G44890.1	267500_s_at	2	18508271	18510364	18508392	18510308	18510308
AT2G44890	AT2G44890.2	267500_s_at	2	18508271	18510364	18508271	18510364	18510364
AT4G33900	AT4G33900.1	253315_at	4	16251572	16252711	16251572	16252711	16252711
AT1G22860	AT1G22860.1	264776_at	1	8083184	8089273	8083184	8089273	8083184
AT3G22190	AT3G22190.1	256822_at	3	7830905	7834135	7831280	7834135	7834135
AT3G22190	AT3G22190.4	256822_at	3	7830905	7834135	7831280	7833904	7833904
AT3G22190	AT3G22190.2	256822_at	3	7830905	7834135	7830905	7834135	7834135
AT3G22190	AT3G22190.3	256822_at	3	7830905	7834135	7831280	7834135	7834135
AT1G53200	AT1G53200.1	260641_at	1	19840368	19843499	19840368	19843499	19843499
AT1G53200	AT1G53200.2	260641_at	1	19840368	19843499	19840369	19843478	19843478
AT1G35250	AT1G35250.3	257512_at	1	12932024	12934656	12932790	12934654	12934654
AT1G35250	AT1G35250.2	257512_at	1	12932024	12934656	12932024	12934656	12934656
AT1G35250	AT1G35250.1	257512_at	1	12932024	12934656	12932024	12934656	12934656
AT3G48760	AT3G48760.1	252329_at	3	18075705	18078363	18075705	18078363	18075705
AT3G30180	AT3G30180.1	256598_at	3	11810726	11813883	11810726	11813883	11810726
AT2G18490	AT2G18490.1	265921_at	2	8020456	8021576	8020611	8021423	8020611
AT2G18490	AT2G18490.2	265921_at	2	8020456	8021576	8020456	8021576	8020456
AT4G28397	AT4G28397.2		4	14045924	14046689	14045924	14046689	14045924
AT4G28397	AT4G28397.1		4	14045924	14046689	14045924	14046689	14045924
AT2G46940	AT2G46940.1	266757_at	2	19286434	19287590	19286434	19287590	19287590
AT1G60986	AT1G60986.1		1	22459000	22459650	22459000	22459650	22459000
AT1G52700	AT1G52700.4	262154_at	1	19630884	19634051	19630951	19634051	19634051
AT1G52700	AT1G52700.1	262154_at	1	19630884	19634051	19631538	19634051	19634051
AT1G52700	AT1G52700.6	262154_at	1	19630884	19634051	19631538	19633610	19633610
AT1G52700	AT1G52700.2	262154_at	1	19630884	19634051	19630884	19634039	19634039
AT1G52700	AT1G52700.5	262154_at	1	19630884	19634051	19630951	19633196	19633196
AT1G52700	AT1G52700.3	262154_at	1	19630884	19634051	19630915	19634051	19634051
AT1G03980	AT1G03980.2	265065_at	1	1019311	1022108	1019311	1022108	1022108
AT1G03980	AT1G03980.4	265065_at	1	1019311	1022108	1019871	1022108	1022108
AT1G03980	AT1G03980.3	265065_at	1	1019311	1022108	1019311	1022108	1022108
AT1G03980	AT1G03980.1	265065_at	1	1019311	1022108	1019311	1021276	1021276
AT5G51580	AT5G51580.1	248411_at	5	20952442	20953399	20952442	20953399	20953399
AT4G38710	AT4G38710.2	252952_at	4	18077790	18080228	18077806	18080083	18080083
AT4G38710	AT4G38710.1	252952_at	4	18077790	18080228	18077790	18080228	18080228
AT4G34210	AT4G34210.1	253271_s_at	4	16379003	16379528	16379003	16379528	16379003
AT3G49170	AT3G49170.1		3	18226827	18229610	18226827	18229610	18229610
AT5G48740	AT5G48740.1	248670_at	5	19765195	19769369	19765195	19769369	19769369
AT2G30820	AT2G30820.1	267205_at	2	13129492	13132945	13129492	13132945	13129492
AT2G30820	AT2G30820.2	267205_at	2	13129492	13132945	13129583	13132464	13129583
AT1G19990	AT1G19990.1		1	6935218	6936928	6935218	6936928	6935218
AT1G58936	AT1G58936.1		1	21803600	21805714	21803600	21805714	21803600
AT1G24320	AT1G24320.1	264861_at	1	8626315	8631027	8626315	8631025	8631025
AT1G24320	AT1G24320.2	264861_at	1	8626315	8631027	8626437	8631027	8631027
AT3G10720	AT3G10720.2	258764_at	3	3354406	3357754	3354406	3357754	3357754
AT3G10720	AT3G10720.1	258764_at	3	3354406	3357754	3354447	3356811	3356811
AT4G01250	AT4G01250.1	255568_at	4	522530	524249	522530	524249	524249
AT4G04080	AT4G04080.1	255369_at	4	1963291	1964471	1963291	1964471	1963291
AT3G29430	AT3G29430.1	256738_at	3	11311266	11312823	11311266	11312823	11311266
AT1G62422	AT1G62422.1	260635_at	1	23100119	23101335	23100119	23101335	23101335
AT5G05970	AT5G05970.1		5	1795294	1799527	1795294	1799527	1795294
AT5G05970	AT5G05970.2		5	1795294	1799527	1795294	1799527	1795294
AT3G27416	AT3G27416.1		3	10147371	10147892	10147371	10147892	10147892
AT3G15930	AT3G15930.1	257796_at	3	5387444	5389690	5387444	5389690	5387444
AT1G53282	AT1G53282.1		1	19867930	19868335	19867930	19868335	19868335
ATCG00560	ATCG00560.1	245021_at	Pt	63804	63920	63804	63920	63920
ATCG00560	ATCG00560.1	244963_at	Pt	63804	63920	63804	63920	63920
ATCG00560	ATCG00560.1	245022_at	Pt	63804	63920	63804	63920	63920
ATCG00560	ATCG00560.1	244964_at	Pt	63804	63920	63804	63920	63920
AT3G26930	AT3G26930.1	257014_at	3	9925555	9927393	9925754	9927393	9925754
AT3G26930	AT3G26930.2	257014_at	3	9925555	9927393	9925555	9927393	9925555
AT1G67890	AT1G67890.2	259957_at	1	25457033	25462847	25457033	25462826	25457033
AT1G67890	AT1G67890.4	259957_at	1	25457033	25462847	25457179	25461902	25457179
AT1G67890	AT1G67890.1	259957_at	1	25457033	25462847	25457047	25462847	25457047
AT1G67890	AT1G67890.3	259957_at	1	25457033	25462847	25457179	25462330	25457179
AT3G21210	AT3G21210.1	258036_at	3	7437964	7440826	7437964	7440826	7440826
AT2G36560	AT2G36560.1	263911_at	2	15329138	15332447	15329138	15332447	15332447
AT5G01210	AT5G01210.1	251144_at	5	84474	86275	84474	86275	84474
AT5G18110	AT5G18110.1	250033_at	5	5988744	5990681	5988744	5990681	5990681
AT1G62410	AT1G62410.1	260634_at	1	23092915	23093869	23092915	23093869	23092915
AT1G13530	AT1G13530.1		1	4633590	4635129	4633590	4635129	4635129
AT1G18260	AT1G18260.1	256074_at	1	6278788	6282144	6278788	6282144	6282144
AT1G76210	AT1G76210.1	261777_at	1	28594950	28595996	28594950	28595996	28595996
AT1G34430	AT1G34430.1	261165_at	1	12587726	12590223	12587726	12590223	12590223
AT3G16100	AT3G16100.1	258314_at	3	5459162	5460816	5459162	5460816	5459162
AT1G14460	AT1G14460.1	261471_at	1	4948638	4953284	4948638	4953284	4953284
AT4G27100	AT4G27100.1		4	13595458	13598963	13595561	13598565	13595561
AT4G27100	AT4G27100.2		4	13595458	13598963	13595458	13598963	13595458
AT4G35940	AT4G35940.6	253111_at	4	17021380	17024108	17021572	17024108	17021572
AT4G35940	AT4G35940.5	253111_at	4	17021380	17024108	17021389	17024108	17021389
AT4G35940	AT4G35940.8	253111_at	4	17021380	17024108	17021672	17023813	17021672
AT4G35940	AT4G35940.2	253111_at	4	17021380	17024108	17021572	17023780	17021572
AT4G35940	AT4G35940.3	253111_at	4	17021380	17024108	17021380	17023765	17021380
AT4G35940	AT4G35940.7	253111_at	4	17021380	17024108	17021572	17023813	17021572
AT4G35940	AT4G35940.1	253111_at	4	17021380	17024108	17021380	17023765	17021380
AT4G35940	AT4G35940.4	253111_at	4	17021380	17024108	17021389	17024108	17021389
AT1G61350	AT1G61350.1	264769_at	1	22633774	22636101	22633774	22636101	22633774
AT5G58640	AT5G58640.1	247787_at	5	23697841	23699767	23697841	23699767	23697841
AT5G58640	AT5G58640.2	247787_at	5	23697841	23699767	23697891	23699767	23697891
AT4G36930	AT4G36930.1	246212_at	4	17414083	17416386	17414083	17416386	17414083
AT1G42440	AT1G42440.1	262272_at	1	15895197	15900105	15895197	15900105	15900105
AT1G12064	AT1G12064.1		1	4077498	4078095	4077498	4078095	4078095
AT5G64590	AT5G64590.1	247236_at	5	25822332	25823201	25822332	25823201	25823201
AT2G30290	AT2G30290.2	255861_at	2	12912519	12915915	12912519	12915912	12915912
AT2G30290	AT2G30290.1	255861_at	2	12912519	12915915	12912738	12915915	12915915
AT2G26520	AT2G26520.1	245040_at	2	11279913	11280996	11279913	11280996	11279913
AT4G33520	AT4G33520.2	253342_at	4	16118830	16126151	16118830	16126151	16118830
AT4G33520	AT4G33520.2	253339_at	4	16118830	16126151	16118830	16126151	16118830
AT4G33520	AT4G33520.4	253342_at	4	16118830	16126151	16118917	16120935	16118917
AT4G33520	AT4G33520.1	253342_at	4	16118830	16126151	16118855	16120953	16118855
AT4G33520	AT4G33520.3	253342_at	4	16118830	16126151	16118896	16126150	16118896
AT4G33520	AT4G33520.3	253339_at	4	16118830	16126151	16118896	16126150	16118896
ATCG00660	ATCG00660.1	244970_at	Pt	68512	68865	68512	68865	68865
AT5G48610	AT5G48610.5	249156_s_at	5	19711541	19716059	19712035	19715996	19712035
AT5G48610	AT5G48610.2	249156_s_at	5	19711541	19716059	19711541	19716059	19711541
AT5G48610	AT5G48610.3	249156_s_at	5	19711541	19716059	19711541	19716059	19711541
AT5G48610	AT5G48610.1	249156_s_at	5	19711541	19716059	19711541	19716059	19711541
AT5G48610	AT5G48610.4	249156_s_at	5	19711541	19716059	19711738	19715961	19711738
AT3G10370	AT3G10370.1	259146_at	3	3216339	3219270	3216339	3219270	3216339
AT2G43745	AT2G43745.1		2	18128529	18129841	18128529	18129841	18129841
AT1G06570	AT1G06570.2	262635_at	1	2011885	2013545	2011885	2013545	2013545
AT1G06570	AT1G06570.1	262635_at	1	2011885	2013545	2012015	2013459	2013459
AT1G55310	AT1G55310.2	259666_at	1	20629698	20633007	20630065	20632885	20630065
AT1G55310	AT1G55310.7	259666_at	1	20629698	20633007	20631853	20632898	20631853
AT1G55310	AT1G55310.4	259666_at	1	20629698	20633007	20629698	20633007	20629698
AT1G55310	AT1G55310.3	259666_at	1	20629698	20633007	20630070	20632973	20630070
AT1G55310	AT1G55310.1	259666_at	1	20629698	20633007	20629698	20633007	20629698
AT1G55310	AT1G55310.6	259666_at	1	20629698	20633007	20631353	20632898	20631353
AT1G55310	AT1G55310.5	259666_at	1	20629698	20633007	20630065	20632885	20630065
AT5G27460	AT5G27460.1	246770_at	5	9693175	9694844	9693175	9694844	9694844
AT3G50660	AT3G50660.1	252184_at	3	18813949	18817405	18813949	18817405	18817405
AT3G50660	AT3G50660.2	252184_at	3	18813949	18817405	18813949	18817405	18817405
AT3G28070	AT3G28070.5		3	10447845	10451064	10447947	10450965	10447947
AT3G28070	AT3G28070.3		3	10447845	10451064	10447856	10451046	10447856
AT3G28070	AT3G28070.1		3	10447845	10451064	10447845	10451064	10447845
AT3G28070	AT3G28070.2		3	10447845	10451064	10447913	10450965	10447913
AT3G28070	AT3G28070.4		3	10447845	10451064	10447845	10451064	10447845
AT1G63740	AT1G63740.1	260269_at	1	23645206	23649289	23645429	23649287	23645429
AT1G63740	AT1G63740.2	260269_at	1	23645206	23649289	23645206	23649289	23645206
AT1G09870	AT1G09870.1	264676_at	1	3205579	3208714	3205579	3208714	3205579
AT4G24220	AT4G24220.1	254157_at	4	12564945	12566755	12564945	12566755	12564945
AT4G24220	AT4G24220.2	254157_at	4	12564945	12566755	12564945	12566755	12564945
AT2G13440	AT2G13440.1	263053_at	2	5592838	5598412	5592838	5598412	5598412
AT1G17710	AT1G17710.2	259399_at	1	6090405	6092027	6090560	6092018	6092018
AT1G17710	AT1G17710.1	259399_at	1	6090405	6092027	6090405	6092027	6092027
AT2G44525	AT2G44525.1	267370_at	2	18382070	18383513	18382070	18383513	18382070
AT2G33150	AT2G33150.1	245168_at	2	14047478	14051400	14047478	14051400	14051400
AT1G27200	AT1G27200.1	264989_at	1	9449338	9451768	9449338	9451768	9451768
AT4G31350	AT4G31350.2		4	15212429	15216029	15212429	15216020	15212429
AT4G31350	AT4G31350.3		4	15212429	15216029	15212491	15215961	15212491
AT4G31350	AT4G31350.1		4	15212429	15216029	15212433	15216029	15212433
AT4G31350	AT4G31350.4		4	15212429	15216029	15212497	15215872	15212497
AT3G23780	AT3G23780.2	258148_s_at	3	8567572	8574209	8567572	8574209	8574209
AT3G23780	AT3G23780.1	258148_s_at	3	8567572	8574209	8567572	8574195	8574195
AT1G62120	AT1G62120.1		1	22960139	22962103	22960139	22962103	22962103
AT5G10010	AT5G10010.1	250461_at	5	3127828	3131803	3127828	3131803	3127828
AT3G53611	AT3G53611.1		3	19878542	19878694	19878542	19878694	19878542
AT5G67450	AT5G67450.1	246993_at	5	26918765	26920179	26918765	26920179	26920179
AT3G43148	AT3G43148.1		3	15139995	15143123	15139995	15143123	15139995
AT2G24480	AT2G24480.1		2	10397588	10398184	10397588	10398184	10397588
AT4G40100	AT4G40100.1		4	18583244	18584524	18583244	18584524	18583244
AT3G60310	AT3G60310.2	251404_at	3	22287682	22291468	22287682	22291468	22287682
AT3G60310	AT3G60310.1	251404_at	3	22287682	22291468	22287682	22291417	22287682
AT3G02400	AT3G02400.1	258476_at	3	489670	491927	489773	491927	489773
AT3G02400	AT3G02400.2	258476_at	3	489670	491927	489670	491917	489670
AT1G04770	AT1G04770.1	261177_at	1	1336274	1337849	1336274	1337849	1337849
AT3G53610	AT3G53610.1	251960_at	3	19876232	19878792	19876232	19878792	19878792
AT3G53610	AT3G53610.3	251960_at	3	19876232	19878792	19876232	19878792	19878792
AT3G53610	AT3G53610.2	251960_at	3	19876232	19878792	19876232	19878441	19878441
AT1G67920	AT1G67920.1	260005_at	1	25473544	25474140	25473544	25474140	25473544
AT2G17740	AT2G17740.1	264616_at	2	7706896	7707954	7706896	7707954	7707954
AT1G09410	AT1G09410.1	264503_at	1	3035400	3037687	3035400	3037687	3035400
AT5G58590	AT5G58590.1	247771_at	5	23680063	23681935	23680063	23681935	23681935
AT2G31425	AT2G31425.1		2	13394715	13395767	13394715	13395767	13394715
AT1G10540	AT1G10540.2	263258_at	1	3474858	3478028	3474858	3477945	3477945
AT1G10540	AT1G10540.1	263258_at	1	3474858	3478028	3474864	3478028	3478028
AT3G50940	AT3G50940.1	252156_at	3	18933751	18935611	18933751	18935611	18933751
AT5G57110	AT5G57110.2	247937_at	5	23109438	23117686	23109438	23117686	23117686
AT5G57110	AT5G57110.3	247937_at	5	23109438	23117686	23109438	23117403	23117403
AT5G57110	AT5G57110.1	247937_at	5	23109438	23117686	23109438	23117544	23117544
AT3G61172	AT3G61172.1		3	22641713	22642182	22641713	22642182	22642182
AT4G05475	AT4G05475.1		4	2765962	2767957	2765962	2767957	2767957
AT3G60160	AT3G60160.2	251457_s_at	3	22223264	22229487	22223264	22229220	22229220
AT3G60160	AT3G60160.3	251457_s_at	3	22223264	22229487	22223489	22229487	22229487
AT3G60160	AT3G60160.1	251457_s_at	3	22223264	22229487	22223264	22229399	22229399
AT2G01850	AT2G01850.1	263598_at	2	385171	387478	385171	387478	385171
AT1G63615	AT1G63615.1		1	23586927	23588064	23586927	23588064	23588064
AT3G54100	AT3G54100.1	251901_at	3	20033951	20038200	20033951	20038200	20038200
AT1G49240	AT1G49240.1	260765_at	1	18215800	18218339	18215800	18218339	18215800
AT3G09270	AT3G09270.1	259040_at	3	2848183	2849686	2848183	2849686	2849686
AT3G01980	AT3G01980.4	258976_at	3	327455	329387	327586	329387	329387
AT3G01980	AT3G01980.1	258976_at	3	327455	329387	327455	329387	329387
AT3G01980	AT3G01980.6	258976_at	3	327455	329387	327586	329387	329387
AT3G01980	AT3G01980.3	258976_at	3	327455	329387	327531	329294	329294
AT3G01980	AT3G01980.5	258976_at	3	327455	329387	327531	329294	329294
AT3G01980	AT3G01980.2	258976_at	3	327455	329387	327607	329031	329031
AT3G45780	AT3G45780.1	252543_at	3	16816721	16824210	16816721	16824210	16816721
AT3G45780	AT3G45780.2	252543_at	3	16816721	16824210	16818347	16824210	16818347
AT2G15010	AT2G15010.1	265891_at	2	6484338	6485213	6484338	6485213	6484338
AT1G09240	AT1G09240.1	264261_at	1	2984829	2986231	2984829	2986231	2984829
AT5G10440	AT5G10440.2	250431_at	5	3280487	3282553	3280487	3282553	3282553
AT5G10440	AT5G10440.1	250431_at	5	3280487	3282553	3280487	3282553	3282553
AT4G36680	AT4G36680.1	246249_at	4	17292229	17293925	17292229	17293925	17293925
AT1G67810	AT1G67810.1	245193_at	1	25426234	25427461	25426234	25427461	25426234
AT1G70850	AT1G70850.2	262260_at	1	26714866	26716901	26715183	26716901	26716901
AT1G70850	AT1G70850.1	262260_at	1	26714866	26716901	26715172	26716829	26716829
AT1G70850	AT1G70850.3	262260_at	1	26714866	26716901	26714866	26716783	26716783
AT5G05010	AT5G05010.1	250816_at	5	1476533	1480197	1476533	1480197	1476533
AT5G05010	AT5G05010.2	250816_at	5	1476533	1480197	1476673	1480197	1476673
AT5G06390	AT5G06390.1		5	1952505	1955796	1952505	1955796	1952505
AT2G44925	AT2G44925.1		2	18527251	18528295	18527251	18528295	18527251
AT1G56360	AT1G56360.1	259635_at	1	21098603	21100842	21098603	21100842	21100842
AT4G22490	AT4G22490.1	254327_at	4	11849653	11850436	11849653	11850436	11850436
AT3G16840	AT3G16840.1	257648_at	3	5737886	5743335	5737886	5743335	5743335
AT3G16840	AT3G16840.2	257648_at	3	5737886	5743335	5737886	5743212	5743212
AT4G14500	AT4G14500.2	245269_at	4	8334055	8337640	8334055	8337273	8334055
AT4G14500	AT4G14500.1	245269_at	4	8334055	8337640	8334144	8337640	8334144
AT3G23560	AT3G23560.1	258107_at	3	8453903	8456708	8453903	8456708	8456708
AT3G23560	AT3G23560.2	258107_at	3	8453903	8456708	8453903	8456708	8456708
AT3G27680	AT3G27680.1		3	10254886	10255290	10254886	10255290	10255290
AT5G01120	AT5G01120.1		5	44810	47206	44810	47206	44810
AT3G19710	AT3G19710.1	257021_at	3	6846969	6849582	6846969	6849582	6849582
AT1G18835	AT1G18835.1		1	6495844	6496491	6495844	6496491	6496491
AT4G40020	AT4G40020.1	252873_at	4	18553168	18555355	18553168	18555355	18555355
AT5G46050	AT5G46050.1	248932_at	5	18674968	18679191	18674968	18679191	18679191
AT5G46050	AT5G46050.2	248932_at	5	18674968	18679191	18675029	18676883	18676883
AT5G17480	AT5G17480.1	246431_at	5	5762600	5763202	5762600	5763202	5762600
AT3G53920	AT3G53920.2	251929_at	3	19960789	19963980	19960789	19963980	19963980
AT3G53920	AT3G53920.1	251929_at	3	19960789	19963980	19960789	19963980	19963980
AT2G42600	AT2G42600.3	263491_at	2	17734302	17739167	17734324	17739085	17739085
AT2G42600	AT2G42600.1	263491_at	2	17734302	17739167	17734302	17739167	17739167
AT2G42600	AT2G42600.2	263491_at	2	17734302	17739167	17734369	17738973	17738973
AT4G21850	AT4G21850.2	254387_at	4	11591116	11592425	11591116	11592238	11592238
AT4G21850	AT4G21850.1	254387_at	4	11591116	11592425	11591116	11592425	11592425
AT4G10890	AT4G10890.2	254943_at	4	6688833	6693903	6688833	6693903	6688833
AT4G10890	AT4G10890.1	254943_at	4	6688833	6693903	6688833	6693761	6688833
AT4G10890	AT4G10890.3	254943_at	4	6688833	6693903	6688833	6693903	6688833
AT5G11870	AT5G11870.2	250342_at	5	3825420	3827573	3825420	3827573	3825420
AT5G11870	AT5G11870.1	250342_at	5	3825420	3827573	3825490	3827565	3825490
AT2G39590	AT2G39590.1	266972_at	2	16517588	16518247	16517588	16518247	16518247
AT1G65920	AT1G65920.2	261917_at	1	24525102	24529362	24525102	24529313	24529313
AT1G65920	AT1G65920.1	261917_at	1	24525102	24529362	24525102	24529362	24529362
AT1G11915	AT1G11915.1	264345_at	1	4021750	4023292	4021750	4023292	4021750
AT1G28440	AT1G28440.1	261498_at	1	9996713	10000455	9996713	10000455	9996713
AT1G01650	AT1G01650.2	257484_at	1	232840	237905	232841	237817	237817
AT1G01650	AT1G01650.4	257484_at	1	232840	237905	232841	237817	237817
AT1G01650	AT1G01650.1	257484_at	1	232840	237905	232840	237905	237905
AT1G01650	AT1G01650.3	257484_at	1	232840	237905	232841	237817	237817
AT1G16510	AT1G16510.1	262703_at	1	5644572	5645443	5644572	5645443	5645443
AT4G23493	AT4G23493.1	254263_at	4	12256050	12257079	12256050	12257079	12257079
AT1G25025	AT1G25025.1	245646_x_at	1	8800808	8801584	8800808	8801584	8800808
AT1G53023	AT1G53023.1		1	19754214	19755843	19754214	19755843	19755843
AT1G33440	AT1G33440.1	256447_at	1	12127389	12130444	12127389	12130444	12130444
AT3G50860	AT3G50860.2	252188_at	3	18901997	18904197	18901997	18904197	18901997
AT3G50860	AT3G50860.1	252188_at	3	18901997	18904197	18901997	18904197	18901997
AT1G74720	AT1G74720.1	262209_at	1	28074927	28078831	28074927	28078831	28074927
AT1G72290	AT1G72290.1	259799_at	1	27215787	27216857	27215787	27216857	27215787
AT5G64500	AT5G64500.1	247260_at	5	25780382	25783753	25780382	25783753	25780382
AT1G53230	AT1G53230.2	260618_at	1	19849788	19851725	19850260	19851435	19851435
AT1G53230	AT1G53230.1	260618_at	1	19849788	19851725	19849788	19851725	19851725
