Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner
AT1G07120.1	392	23.04	24.85
AT1G07120.2	325	22.8	24.48
AT4G00872.1	171	23.71	26.85
AT3G27530.1	914	22.15	24.5
AT4G11400.1	573	23.75	25.71
AT4G11400.2	573	23.75	25.71
AT1G78770.1	543	24.49	27.29
AT1G49120.1	329	23.57	26.1
AT2G40085.1	93	19.94	20.29
AT4G08210.1	686	23.99	27.15
AT2G37035.1	433	25.4	28.04
AT2G11891.1	55	25.49	27.33
AT5G64905.1	96	20.07	21.72
AT5G13290.1	376	23.18	25.6
AT5G13290.3	306	23.51	25.83
AT5G13290.2	401	23.17	25.75
AT1G76610.1	226	22.63	24.61
AT4G01860.1	1308	23.4	25.76
AT4G01860.2	1308	23.4	25.76
AT2G05620.1	133	22.51	25.06
AT2G05620.2	133	22.51	25.06
AT1G48300.1	360	21.62	23.96
AT1G16330.1	648	23.07	25.83
AT5G35980.3	921	23.14	25.2
AT5G35980.2	787	23.59	25.95
AT5G35980.1	956	23.02	25.05
AT3G18040.1	510	24.2	26.03
AT3G18040.3	648	23.8	25.51
AT3G18040.4	619	23.51	25.13
AT3G18040.5	505	24.18	26.02
AT3G18040.2	422	24.2	25.99
AT4G29690.1	457	24.48	27.04
AT2G34070.2	251	24.66	27.18
AT2G34070.1	385	24.82	27.55
AT5G44450.2	281	23.78	26.24
AT5G44450.1	276	24.19	26.63
AT3G05650.1	868	24.02	27.01
AT3G24820.1	186	22.86	24.88
AT2G18180.3	487	23.56	25.89
AT2G18180.4	474	23.55	25.83
AT2G18180.1	558	23.52	25.82
AT2G18180.5	447	23.39	25.57
AT2G18180.2	545	23.51	25.77
AT4G15620.1	190	23.75	27.29
AT4G16233.1	134	24.41	27.31
AT4G32551.1	931	21.43	22.74
AT4G32551.2	969	21.58	22.96
AT1G04980.1	447	22.92	25.79
AT4G11240.1	322	24.24	26.8
AT4G15025.1	93	24.98	26.71
AT1G52340.1	285	22.21	25.13
AT3G42640.1	948	23.59	26.27
AT2G22540.2	235	21.23	22.83
AT2G22540.1	240	21.26	22.88
AT2G22540.3	240	21.26	22.88
AT1G55450.1	311	23.86	26.53
AT1G55450.2	320	24.06	26.76
AT2G10545.1	244	25.36	28.1
AT2G24285.1	104	24.25	26.53
AT2G24285.2	109	24.13	26.41
AT1G02820.1	91	21.43	23.49
AT4G19000.1	413	23.08	25.16
AT3G50925.1	90	27	29.75
AT5G37190.3	824	20.68	22.94
AT5G37190.2	829	20.63	22.88
AT5G37190.1	876	20.59	22.9
AT2G47340.1	282	20.84	23.34
AT5G42790.1	278	22.24	24.06
AT3G60210.1	138	23.06	25.58
AT4G09464.1	116	23.52	26.31
AT3G13140.1	183	23.71	25.3
AT4G31260.1	64	22.06	24.93
AT2G24140.3	324	22.35	24.03
AT2G24140.1	273	22.66	24.42
AT2G24140.4	273	22.66	24.42
AT2G24140.2	324	22.35	24.03
AT2G16040.1	382	25.03	27.9
AT5G12450.1	63	22.43	25.07
AT5G20020.1	221	24.32	26.69
AT2G43700.4	634	24.17	26.79
AT2G43700.1	658	24.22	26.88
AT2G43700.2	634	24.17	26.79
AT2G43700.5	634	24.17	26.79
AT2G43700.3	634	24.17	26.79
AT5G38390.1	456	24.57	27.77
AT2G47860.3	658	22.77	25.07
AT2G47860.6	467	22.7	25.37
AT2G47860.2	517	22.72	24.98
AT2G47860.5	517	22.72	24.98
AT2G47860.1	635	22.66	24.95
AT2G47860.4	444	22.54	25.22
AT1G19650.1	608	23.91	26.1
AT1G19650.2	536	24.32	26.55
AT1G19650.3	442	24.64	27.1
AT2G36470.1	327	23.32	25.68
AT1G29380.2	228	19.94	22.06
AT1G29380.3	261	20.55	22.77
AT1G29380.1	315	20.27	22.32
AT1G29380.4	228	19.94	22.06
AT3G45800.1	369	22.44	23.96
AT3G13060.4	624	22.46	24.35
AT3G13060.6	612	22.53	24.43
AT3G13060.3	612	22.53	24.43
AT3G13060.5	454	22.35	24.17
AT3G13060.2	634	22.4	24.27
AT3G13060.1	551	22.74	24.64
AT1G01840.1	152	21.51	22.72
AT1G47380.1	428	22.07	24.16
AT2G31260.1	866	24.99	27.33
AT1G43770.2	431	22.45	24.53
AT1G43770.3	431	22.45	24.53
AT1G43770.1	371	21.8	23.58
AT5G57120.1	330	21.33	23.21
AT5G57120.2	300	21.25	23.08
AT2G16250.1	915	22.3	25.03
AT2G16250.2	698	22.88	25.76
AT1G67740.1	189	21.09	23.92
AT5G04910.1	222	21.41	23.26
AT2G31610.1	250	22.94	25.25
AT1G31180.2	419	22.87	25.4
AT1G31180.1	404	22.48	25.02
AT1G72275.2	410	23.27	25.81
AT1G72275.1	424	23.23	25.7
AT1G31163.1	191	24.18	26.63
AT4G17616.1	674	24.33	27.44
ATMG00650.1	100	24.31	27.86
AT5G49410.2	145	25.99	27.53
AT5G49410.1	145	25.99	27.53
AT5G24750.1	520	24.83	26.97
AT2G29390.4	177	28.93	31.77
AT2G29390.6	177	28.93	31.77
AT2G29390.2	260	28.06	31.08
AT2G29390.1	272	28.14	31.22
AT2G29390.5	219	28.03	30.73
AT2G29390.3	253	28.17	31.15
AT3G57520.1	773	23.43	25.88
AT3G57520.2	656	23.61	26.1
AT3G57520.3	565	23.57	25.88
AT5G11370.1	311	24.15	27.23
AT4G32950.1	326	22.11	24.47
AT4G32950.2	280	22.49	24.91
AT1G22080.2	332	22.34	23.84
AT1G22080.1	332	22.34	23.84
AT1G66410.3	113	22.16	24.16
AT1G66410.1	149	22.1	24.33
AT1G66410.4	113	22.16	24.16
AT1G66410.2	159	21.68	23.95
AT1G14990.1	122	24.95	27.87
AT1G14990.2	132	25.25	28.15
AT3G12140.3	383	23.12	24.76
AT3G12140.1	327	22.7	23.73
AT3G12140.2	327	22.7	23.73
AT1G70950.1	478	21.72	23.12
AT1G76380.2	580	21.56	23.34
AT1G76380.1	579	21.58	23.36
AT1G76380.3	579	21.57	23.37
AT1G48150.1	323	21.98	24.05
AT3G06160.3	315	23.49	25.93
AT3G06160.2	374	23.78	26.18
AT3G06160.4	315	23.49	25.93
AT3G06160.5	315	23.49	25.93
AT3G06160.1	330	23.57	25.93
AT3G46750.1	388	20.84	21.91
AT2G47920.1	225	24.05	26.01
AT2G47920.2	225	24.05	26.01
AT1G63230.1	323	23.45	25.87
AT4G23270.1	645	23.33	26.17
AT4G23270.2	645	23.33	26.17
AT4G23270.3	647	23.41	26.23
AT1G70180.1	456	21.21	21.9
AT1G70180.6	407	21.05	21.41
AT1G70180.5	435	21.09	21.64
AT1G70180.3	440	21.25	21.97
AT1G70180.4	456	21.21	21.9
AT1G70180.2	460	21.14	21.74
AT2G35010.1	194	23.13	25.96
AT2G35010.2	194	23.13	25.96
AT5G57170.2	116	22.86	26.28
AT5G57170.1	115	23.44	26.88
AT1G27555.1	70	22.86	24.52
AT5G39970.3	677	23.53	26.22
AT5G39970.2	573	23.9	26.65
AT5G39970.1	690	23.48	26.21
AT5G59460.1	172	21.81	23.46
AT5G59460.2	128	23.07	25.65
AT1G32450.1	614	24.68	27.77
ATMG00080.1	179	24.76	27.04
AT5G56230.1	186	25.19	28.66
AT1G63720.1	358	22.62	24.38
AT2G37700.3	622	26.12	28.74
AT2G37700.1	613	26.08	28.68
AT2G37700.2	493	26.27	29.06
AT2G37700.4	585	26.01	28.51
AT1G06850.2	231	22.36	24.03
AT1G06850.1	337	21.16	22.62
AT4G15260.1	359	24.14	26.41
AT4G09680.2	481	24.21	27.15
AT4G09680.1	1274	23.83	26.35
AT4G09680.3	1152	23.78	26.37
AT4G09680.4	1272	23.84	26.38
AT4G20630.1	256	24.41	27.44
AT5G08610.1	850	21.89	23.7
AT1G55480.1	335	22.32	24.49
AT5G57655.1	287	25.46	28.11
AT5G57655.2	477	24.49	26.92
AT1G76465.1	64	21.47	23
AT1G30500.2	190	22.47	23.2
AT1G30500.1	186	22.39	23.13
AT3G59460.1	63	24.36	27.5
AT2G16018.1	147	23.39	25.71
AT2G26950.1	382	23.25	24.99
AT1G75020.1	378	25.62	28.79
AT1G75020.2	378	25.62	28.79
AT1G36180.2	427	23.19	25.38
AT1G36180.3	431	22.63	24.71
AT1G36180.1	2355	23.37	25.55
AT1G30750.1	212	20.93	23.38
AT1G64295.1	356	25.45	27.88
AT1G16790.1	144	21.46	23.57
AT3G06440.2	590	24.9	27.32
AT3G06440.1	619	24.74	27.16
AT4G36260.1	322	21.3	22.61
AT5G08510.1	511	24.68	27.2
AT2G27340.4	258	26.35	29.2
AT2G27340.2	258	26.35	29.2
AT2G27340.1	178	26.45	28.84
AT2G27340.5	218	26.17	28.69
AT2G27340.3	258	26.35	29.2
AT3G02645.1	529	24.75	27.21
AT1G07450.1	260	22.8	25.77
AT1G06148.2	83	24.08	24.75
AT1G06148.1	75	23.89	24.19
AT2G48020.3	356	23.98	27.16
AT2G48020.4	384	23.91	27.18
AT2G48020.1	463	24.44	27.81
AT2G48020.2	463	24.44	27.81
AT2G39560.1	233	22.72	25.16
AT1G30460.1	631	22.13	22.83
AT1G30460.3	244	22.15	22.92
AT1G30460.2	401	22.95	24.33
AT2G38000.1	419	23.19	25.16
AT2G01450.4	486	23.98	25.82
AT2G01450.2	486	23.98	25.82
AT2G01450.1	486	23.98	25.82
AT2G01450.3	486	23.98	25.82
AT2G22200.1	261	23.27	25.42
AT4G18540.2	453	24.25	27.17
AT4G18540.1	520	23.94	26.75
AT3G27340.1	141	25.21	27.43
AT3G27340.2	96	23.88	26.11
AT3G27340.4	118	25.01	27.54
AT3G27340.3	133	25.06	27.24
AT2G30330.1	152	22.52	24.14
AT2G30330.2	143	23.13	25.2
AT5G34905.1	115	24.64	27.94
AT1G03270.1	499	23.09	25.89
AT2G45930.1	239	24.84	27.64
AT5G07100.3	216	23.84	25.6
AT5G07100.5	216	23.84	25.6
AT5G07100.4	216	23.84	25.6
AT5G07100.2	216	23.84	25.6
AT5G07100.1	309	23.6	25.61
AT3G43850.2	189	22.06	24.12
AT3G43850.1	270	22.36	24.52
AT1G33710.1	210	26.62	29.12
AT2G37560.1	363	23.56	26.1
AT2G37560.2	345	23.56	26
AT3G63060.1	272	23.69	25.46
AT3G04680.2	444	22.89	25.37
AT3G04680.3	444	22.89	25.37
AT3G04680.1	444	22.89	25.37
AT5G28442.1	84	24.71	27.12
AT2G18450.1	632	22.95	25.01
AT1G15960.1	527	24.09	27.66
AT5G57880.1	377	23.96	26.02
AT1G62225.1	143	20.99	24.18
AT3G46170.1	288	22.88	25.97
AT3G45000.1	200	21.04	23.02
AT3G45000.2	139	20.57	22.43
AT2G20440.4	309	24.58	27.26
AT2G20440.2	425	24.86	27.1
AT2G20440.1	425	24.86	27.1
AT2G20440.3	356	26.19	28.53
AT5G15330.2	387	23.37	25.47
AT5G15330.1	318	22.82	25.03
AT4G13200.1	185	20.74	22.42
AT1G30370.1	529	24.72	27.17
AT2G15500.1	132	24.05	26.82
AT3G50900.1	114	24.47	26.17
AT2G33200.1	376	26.29	29.03
AT5G27300.3	408	24.27	26.65
AT5G27300.2	550	23.76	25.85
AT5G27300.1	575	23.59	25.73
AT3G46460.1	166	24.38	26.27
AT3G46460.2	124	24.47	25.94
AT3G46460.3	124	24.47	25.94
AT4G03590.1	246	23.79	25.55
AT5G16960.1	346	24.49	27.67
AT5G16960.2	346	24.49	27.67
AT2G05630.2	164	25.27	27.82
AT2G05630.1	120	25.25	27.45
AT3G42870.1	312	23.16	24.3
AT1G25520.1	230	23.9	27.22
AT2G26060.1	352	23.61	25.89
AT2G26060.2	337	23.64	25.85
AT4G37900.1	787	23	25.42
AT4G37900.2	787	23	25.42
AT1G22190.1	261	22.93	24.99
AT2G03510.1	356	23.59	25.8
AT1G52030.2	642	23.11	25.7
AT1G52030.3	570	22.69	25.29
AT1G52030.1	642	23.11	25.7
AT2G22620.2	597	24.78	27.24
AT2G22620.3	677	24.85	27.3
AT2G22620.1	677	24.85	27.3
AT2G22620.5	476	24.93	27.39
AT2G22620.4	557	25.01	27.39
AT2G10930.1	149	23.86	26.38
AT5G17330.1	502	24.06	26.46
AT5G61260.3	496	21.21	23.23
AT5G61260.2	496	21.21	23.23
AT5G61260.1	496	21.21	23.23
AT5G42905.1	258	25.88	28.15
AT1G78430.1	324	21.1	22.53
AT4G39490.1	519	25.06	27.84
AT3G16580.1	382	25.46	27.99
AT1G69260.1	345	20.92	22.2
AT5G53800.1	351	22.46	23.28
AT5G27890.1	338	22.37	23.76
AT5G21960.1	216	23.33	24.64
AT1G21700.1	807	21.46	23.01
AT4G39630.1	233	22.57	24.46
AT4G39630.2	220	22.81	24.62
AT1G35350.1	751	25.81	28.94
AT1G35350.2	567	26.45	29.84
AT2G22040.1	313	24.56	26.52
AT1G26976.1	60	26.1	29.45
AT5G57887.1	84	23.64	26.5
AT1G53430.2	997	22.79	25.56
AT1G53430.1	1038	22.89	25.7
AT4G27820.3	421	24.96	27.86
AT4G27820.1	506	25	28.02
AT4G27820.2	421	24.96	27.86
AT5G14140.1	264	23.84	25.43
AT5G39810.1	329	22.48	24.89
AT2G19850.2	153	23.72	26.62
AT2G19850.1	128	22.79	25.48
AT1G21350.3	252	23.7	25.91
AT1G21350.5	265	23.59	25.75
AT1G21350.2	225	22.86	24.85
AT1G21350.1	151	24.75	27.07
AT1G21350.4	151	24.75	27.07
AT5G52030.2	402	23.41	26.15
AT5G52030.1	258	22.88	25.89
AT4G21570.2	324	27.78	31.24
AT4G21570.1	294	27.61	30.96
AT3G46420.1	838	23.75	26.61
AT2G32030.1	188	24.06	26.46
AT5G19172.1	84	25.71	28.69
AT4G24920.2	97	23.5	25.84
AT4G24920.1	69	25.42	28.78
AT3G30525.1	168	26.2	28.16
AT1G05860.2	280	22.38	24.11
AT1G05860.3	223	22.62	24.66
AT1G05860.1	280	22.38	24.11
AT2G45160.1	640	22.57	24.57
AT3G05400.2	442	25.27	28.76
AT3G05400.1	462	25.39	28.94
AT2G25737.1	476	24.91	28.33
AT2G25737.2	371	24.81	28.22
AT2G16360.1	109	22.95	25.39
AT2G18210.1	124	24.99	27.18
AT4G33370.1	542	23.5	25.82
AT1G30380.1	130	21.13	24.12
AT3G15605.2	397	23.17	25.32
AT3G15605.4	481	23.49	25.72
AT3G15605.3	397	23.17	25.32
AT3G15605.1	399	23.2	25.35
AT3G09085.1	112	28.64	31.58
AT2G04910.1	124	24.01	26.88
AT2G04910.2	104	24.22	26.5
AT5G19370.1	299	23.3	25.53
AT1G71790.1	256	23.02	25.09
AT5G18550.4	455	21.94	22.98
AT5G18550.2	452	21.77	22.82
AT5G18550.1	465	21.78	22.84
AT5G18550.3	433	21.94	23.09
AT5G62440.1	202	22.75	24.16
AT5G34869.1	271	24.62	27.45
AT3G22210.1	69	23.25	25.58
ATCG00360.1	126	24.97	26.74
AT1G46696.1	616	22.31	24.01
AT4G21270.1	793	21.81	23.7
AT1G71015.2	195	23.25	25.06
AT1G71015.1	195	23.25	25.06
AT3G48675.1	119	24.95	27.42
AT2G29850.1	284	22.13	23.11
AT4G14870.1	177	21.5	23.58
AT2G39805.1	275	25.3	28.97
AT2G39805.2	276	25.29	28.97
AT4G25320.1	404	21.1	22.85
AT3G22850.1	248	23.25	25.79
AT3G56330.1	433	23.91	26.35
AT4G38225.1	363	23.2	25.22
AT4G38225.3	365	23.18	25.22
AT4G38225.2	308	23.84	26.06
AT1G50240.2	1322	22.89	25.49
AT1G50240.3	1322	22.89	25.49
AT4G39570.1	395	25.05	27.54
AT2G40815.1	367	22.56	24.35
AT2G40815.2	321	22.52	24.54
AT5G52660.2	331	22.38	24.32
AT5G52660.1	330	22.42	24.35
AT2G45800.1	226	23	25.09
AT2G45800.2	195	23.1	24.82
AT1G32940.1	774	22.66	25.47
AT1G32940.3	607	22.55	25.24
AT1G32940.2	723	22.59	25.45
AT1G32940.4	723	22.59	25.45
AT3G46430.1	55	27.95	30.14
AT2G37125.1	130	25.17	27.8
AT4G05330.1	336	22.94	25.51
AT4G05330.3	336	22.94	25.51
AT4G05330.2	301	23.3	25.97
AT4G03140.1	343	22.49	25.34
AT5G18070.1	556	22.27	25.03
AT5G20165.3	91	27.69	31.37
AT5G20165.4	68	27.58	31.16
AT5G20165.2	68	27.58	31.16
AT5G20165.1	70	28.27	31.84
AT4G38890.1	691	23.07	25.21
AT2G42490.1	776	23.65	25.32
AT5G54670.2	754	22.12	24.21
AT5G54670.1	754	22.12	24.21
AT5G54670.3	694	22.15	24.22
AT4G16500.1	117	23.06	26.64
AT4G16500.2	117	23.06	26.64
AT1G21065.1	217	23.8	26.06
AT3G05600.2	243	24.89	27.48
AT3G05600.1	331	24.89	27.41
AT2G24670.1	251	23.3	25.02
AT3G26540.1	700	24.41	26.95
AT4G17830.2	445	23.28	25.89
AT4G17830.1	440	23.27	25.84
AT1G02705.1	141	21.8	21.78
AT3G53040.1	479	20.16	22.05
AT3G05940.1	422	25.49	28.83
AT3G48270.1	489	24.59	26.79
AT3G59770.2	1405	23.04	25.38
AT3G59770.3	1646	23.13	25.49
AT3G59770.1	1630	23.1	25.46
AT3G59770.4	1427	23.05	25.39
AT3G23610.5	199	22.83	25.42
AT3G23610.2	201	22.4	24.82
AT3G23610.6	151	22.62	25.35
AT3G23610.3	228	22.99	25.39
AT3G23610.1	198	22.83	25.4
AT3G23610.4	204	22.85	25.41
AT5G06990.1	261	22.65	24.54
AT2G06675.1	144	21.61	23.22
AT5G08260.1	480	24.66	27.44
AT2G32480.2	410	23.23	26.39
AT2G32480.1	447	23.41	26.5
AT3G43120.1	160	22.98	25.05
AT3G18220.1	308	26.81	29.53
AT1G48370.2	561	25.71	29.14
AT1G48370.1	724	25.31	28.44
AT5G32440.1	264	21.21	22.68
AT5G32440.3	265	21.24	22.67
AT5G32440.2	187	21.22	23.19
AT2G31220.1	447	22.54	24.2
AT2G31220.2	458	22.53	24.11
AT5G11340.1	164	24.3	27.55
AT4G01630.1	255	24.37	27.65
AT3G27650.1	159	23.27	25.07
AT3G45555.1	213	25.56	28.13
AT2G37720.1	482	24.41	26.79
AT5G27370.1	191	24.63	27.97
AT1G50490.1	180	23	25.41
AT5G03760.1	533	25.98	29.06
AT3G61560.2	253	25.7	28.74
AT3G61560.1	253	25.7	28.74
AT3G61560.3	204	25.95	28.95
AT1G19565.1	214	24.99	26.38
AT2G33860.1	608	22.71	24.42
AT2G33860.2	451	23.24	24.9
AT3G51360.6	442	23.92	26.88
AT3G51360.9	498	23.54	26.39
AT3G51360.7	404	23.23	26.19
AT3G51360.1	488	23.2	26.05
AT3G51360.4	404	23.53	26.49
AT3G51360.8	362	23.01	25.95
AT3G51360.3	362	23.01	25.95
AT3G51360.10	432	23.55	26.52
AT3G51360.5	414	23.93	26.88
AT3G51360.2	347	23.68	26.51
AT5G67265.1	78	19.61	21.1
AT3G11090.1	165	22.57	25.07
AT4G12440.2	182	23.63	26.24
AT4G12440.4	96	24.55	27.48
AT4G12440.1	96	24.55	27.48
AT4G12440.3	182	23.63	26.24
AT5G10130.1	164	22.52	24.7
AT3G51340.1	530	22.91	25.53
AT3G51340.4	389	23.52	26.66
AT3G51340.2	518	22.85	25.69
AT3G51340.3	403	23.12	26.23
AT4G06490.1	146	23.62	25.35
AT5G36390.1	118	24.6	27.5
AT5G27910.1	187	22.49	24.33
AT5G62850.2	213	27.69	31.6
AT5G62850.1	240	26.87	30.66
AT2G36850.1	1904	25.31	28.03
AT3G21470.1	523	24.04	26.63
AT4G18440.1	536	23.63	26.24
AT1G68110.1	379	24.77	27.27
AT2G30985.1	52	22.99	25.58
AT5G28030.2	323	22.02	24.61
AT5G28030.5	323	22.02	24.61
AT5G28030.4	323	22.02	24.61
AT5G28030.3	262	22.3	24.89
AT5G28030.1	323	22.02	24.61
AT5G19980.1	341	24.73	28.7
AT1G18140.1	581	24.7	27.08
AT3G20475.2	768	24.06	26.62
AT3G20475.1	807	23.88	26.44
AT3G20475.3	777	24.24	26.73
AT1G16850.1	152	22.61	24.92
AT1G79120.2	413	24.84	27.31
AT1G79120.1	413	24.84	27.31
AT2G36270.2	442	20.39	21.72
AT2G36270.1	442	20.39	21.72
AT2G36270.3	444	21.01	22.48
AT3G59470.1	251	22.74	23.77
AT3G59470.2	263	22.68	23.8
AT3G59470.3	251	22.74	23.77
AT1G51590.2	456	24.44	27.43
AT1G51590.1	560	24.46	27.28
AT3G15030.1	420	22.34	23.02
AT3G15030.3	420	22.34	23.02
AT3G15030.4	420	22.34	23.02
AT3G15030.2	420	22.34	23.02
AT2G30950.4	699	21.59	24.05
AT2G30950.3	695	21.54	24.01
AT2G30950.2	695	21.54	24.01
AT2G30950.1	695	21.54	24.01
AT5G67410.1	287	22.76	25.27
AT5G67410.2	287	22.76	25.27
AT5G46880.2	826	22.73	24.45
AT5G46880.1	826	22.73	24.45
AT5G46880.3	826	22.73	24.45
AT5G47110.1	258	23.53	26.3
AT5G41220.3	532	23.28	25.25
AT5G41220.1	590	23.34	25.4
AT5G41220.2	540	23.2	25.21
AT2G11910.2	168	18.11	19.66
AT2G11910.1	168	18.11	19.66
AT1G09600.1	714	22.5	24.42
AT5G58412.1	93	25.13	27.22
AT4G37890.2	711	21.82	23.78
AT4G37890.1	739	21.95	23.96
AT4G04340.3	772	25.42	28.34
AT4G04340.1	772	25.42	28.34
AT4G04340.2	772	25.42	28.34
AT3G43290.1	137	23.09	24.66
AT4G28030.1	274	23.12	25.41
AT4G28030.2	263	23	25.25
AT3G54570.1	417	21.96	23.43
AT2G07240.1	874	21.76	23.92
AT2G32785.1	71	24.25	26.51
AT2G02850.1	129	23.94	26.94
AT2G02410.1	308	23.42	25.86
AT2G02410.10	238	23.7	26.32
AT2G02410.12	218	24.34	27.05
AT2G02410.3	260	23.92	26.38
AT2G02410.8	266	23.68	26.33
AT2G02410.13	222	23.66	26.3
AT2G02410.11	266	23.68	26.33
AT2G02410.6	336	23.7	26.37
AT2G02410.4	266	24.03	26.92
AT2G02410.5	222	23.66	26.3
AT2G02410.7	238	23.7	26.32
AT2G02410.9	190	24.46	27.15
AT2G02410.2	243	23.7	26.29
AT2G34585.1	81	20.73	22.7
AT1G26225.1	54	26.49	27.59
AT4G00380.3	635	22.97	24.96
AT4G00380.1	635	22.97	24.96
AT4G00380.2	607	23.06	24.99
AT4G21280.2	224	21.24	23.9
AT4G21280.1	223	21.29	23.95
AT4G37820.2	532	18.8	19.67
AT4G37820.1	532	18.8	19.67
AT3G59630.2	491	23.52	26.02
AT3G59630.3	430	23.32	25.75
AT3G59630.1	491	23.52	26.02
AT1G43330.1	118	26.16	29.9
AT2G42940.1	257	20.94	22.85
AT5G45830.4	308	22.72	24.92
AT5G45830.3	291	22.3	24.4
AT5G45830.6	276	22.26	24.39
AT5G45830.1	323	22.74	24.9
AT5G45830.5	308	22.72	24.92
AT5G45830.2	276	22.26	24.39
AT1G04080.1	768	22.93	24.88
AT1G04080.5	549	22.81	24.53
AT1G04080.2	582	23.13	24.98
AT1G04080.4	768	22.93	24.88
AT1G04080.3	823	23.05	25.1
AT4G31120.2	584	23.32	25.8
AT4G31120.1	642	23.75	26.12
AT4G19530.1	1167	23.7	26.35
AT4G19530.2	1189	23.73	26.37
AT1G55220.1	164	24.29	26.72
AT4G19485.1	155	20.31	22.19
AT5G12050.1	362	22.53	24.69
AT2G36835.1	124	22.79	25.02
AT3G45700.1	548	24.81	28.12
AT3G62100.2	155	22.52	24.9
AT3G62100.1	172	23.17	25.58
AT3G10910.1	181	22.05	24.67
AT1G30350.1	368	24.16	26.41
AT1G04560.1	186	24.57	27.68
AT1G61390.2	663	23.96	26.52
AT1G61390.1	831	23.99	26.69
AT2G16015.1	111	24.99	28.23
AT2G37040.1	725	22.33	24.72
AT5G08630.2	723	23.67	25.48
AT5G08630.3	723	23.67	25.48
AT5G08630.1	723	23.67	25.48
AT4G11230.1	941	24.73	27.31
AT4G09130.1	357	22.92	24.65
AT5G50490.1	186	22.09	23.79
AT5G03690.4	267	22.1	24.6
AT5G03690.2	359	22.35	25.04
AT5G03690.3	267	22.1	24.6
AT5G03690.1	393	23.11	25.71
AT5G61610.1	294	23.2	25.19
AT3G58040.2	219	24.28	26.37
AT3G58040.3	308	24.39	26.29
AT3G58040.1	308	24.39	26.29
AT5G18050.1	90	23.18	25.99
AT3G56540.1	264	24.05	26.63
AT2G29735.1	117	24.73	27.67
AT4G09040.2	244	23.25	24.83
AT4G09040.1	304	22.67	24.33
AT5G38760.1	67	18.82	20.57
AT4G13600.1	231	22.74	25.45
AT5G52655.1	82	26.95	30.29
AT1G36050.1	489	24.79	27.6
AT1G36050.2	386	24.34	27.01
AT5G17070.2	242	21.23	23.35
AT5G17070.1	277	20.78	22.38
AT3G27830.1	191	21	23.21
AT3G27830.2	191	21	23.21
AT3G08630.1	339	22.46	25.17
AT3G25600.1	161	21.83	24.44
AT1G42430.2	409	24.58	25.82
AT1G42430.1	426	24.69	25.91
AT4G24050.2	276	22.65	25.42
AT4G24050.1	332	22.27	25
AT1G75300.1	322	23.55	26.43
AT1G44180.1	435	24.21	26.58
AT1G44180.2	435	24.21	26.58
AT1G44180.3	435	24.21	26.58
AT1G73805.1	451	23.14	25.43
AT5G27120.1	533	22.45	25.33
AT2G37060.1	173	21.8	23.22
AT2G37060.3	173	21.8	23.22
AT2G37060.2	173	21.8	23.22
AT4G16140.1	164	25.06	26.94
AT4G16140.2	225	25.67	27.74
AT2G17450.1	185	21.98	23.26
AT5G23180.1	138	22.62	24.57
AT2G40205.1	25	29.29	29.36
AT3G06180.1	241	23.25	25.74
AT3G06180.2	202	23.59	26.84
AT2G20890.1	300	23.15	25.91
AT5G03850.1	64	22.7	24.07
AT1G69670.2	732	24.53	26.94
AT1G69670.1	732	24.53	26.94
AT2G17110.1	733	22.74	24.34
AT1G18680.1	186	22.19	24.18
AT3G09300.1	458	24.1	26.21
AT5G47720.1	405	21.43	24.14
AT5G47720.3	405	21.43	24.14
AT5G47720.5	412	21.63	24.46
AT5G47720.2	415	21.44	24.18
AT5G47720.4	415	21.44	24.18
AT5G45650.1	791	23.17	25.84
AT5G45650.2	791	23.17	25.84
AT5G35995.1	455	24.34	27.3
AT5G35995.2	455	24.34	27.3
AT4G15270.1	233	24.13	26.62
AT4G15270.2	227	23.35	25.76
AT4G15270.3	303	23.96	26.27
AT1G17665.1	338	23.41	25.91
AT1G44835.1	307	22.33	24.98
AT1G44835.2	308	22.33	25
AT2G29470.1	225	25.16	27.55
AT1G30440.1	665	22.88	25.11
AT3G46800.1	682	24.77	26.81
AT5G57450.1	304	23.17	25.78
AT5G57450.2	304	23.17	25.78
AT2G22980.2	411	25.49	28.69
AT2G22980.5	294	25.7	28.89
AT2G22980.3	353	25.46	28.7
AT2G22980.1	430	25.61	28.68
AT2G22980.4	433	25.24	28.3
AT1G15520.1	1423	25.21	28.03
AT1G15520.2	1292	24.61	27.28
AT1G52390.1	72	23.22	26.04
AT1G32380.1	400	22.5	25.22
AT1G32380.2	292	22.52	25.19
AT5G46330.1	1173	22.88	26.09
AT5G46330.2	1173	22.88	26.09
AT3G63510.2	386	22.83	25.16
AT3G63510.1	419	23.55	25.88
AT5G58850.1	430	22.26	23.78
AT1G56670.2	297	23.91	27.08
AT1G56670.1	373	24.36	27.36
AT3G43520.1	240	21.91	24.98
AT3G42850.2	973	23.24	25.43
AT3G42850.1	964	23.25	25.45
AT1G69660.1	231	25.56	28.53
AT2G33380.1	236	24.24	26.77
AT2G33380.2	194	23.67	25.98
AT5G65790.1	374	22.88	24.77
AT1G23205.1	205	22.69	25.4
AT2G40475.1	193	22.55	24.66
AT3G29270.1	263	25.41	27.71
AT3G29270.2	263	25.41	27.71
AT3G44600.1	631	23.75	25.85
AT5G66620.4	635	22.79	24.27
