Protein.Name	Gene.Name	Uniprot.ID	ZT0	ZT03	ZT06	ZT09	ZT12	ZT15	ZT18	ZT21	ZT24	ZT27	ZT30	ZT33	ZT36	ZT39	ZT42	ZT45
Probable cytosolic iron-sulfur protein assembly protein CIAO1	Ciao1	Q99KN2;G3UYR5	0.000555247084952804	0.00111049416990561	0.00166574125485841	0.00111049416990561	0.00166574125485841	0.000555247084952804	0.00222098833981122	0.00166574125485841	0.00111049416990561	0.000555247084952804	0.00166574125485841	0.000555247084952804	0.00111049416990561	0.00166574125485841	0.00111049416990561	0.00111049416990561
tRNA-splicing ligase RtcB homolog	D10Wsu52e	Q99LF4	0.0155469183786785	0.0183231538034425	0.0216546363131594	0.0188784008883953	0.0138811771238201	0.0122154358689617	0.0172126596335369	0.0155469183786785	0.0177679067184897	0.0133259300388673	0.0155469183786785	0.0144364242087729	0.0183231538034425	0.0172126596335369	0.0172126596335369	0.0166574125485841
Ubiquilin-4	Ubqln4	Q99NB8	0.00166574125485841	0.00166574125485841	0.00166574125485841	0.00166574125485841	0.00111049416990561	0.00166574125485841	0.00166574125485841	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00166574125485841	0.00111049416990561	0.00111049416990561	0.000555247084952804	0.000555247084952804	0.00166574125485841
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	Ndufb9	Q9CQJ8	0.00777345918933926	0.00943920044419767	0.0111049416990561	0.00999444752915047	0.00832870627429206	0.0105496946141033	0.0105496946141033	0.00999444752915047	0.0111049416990561	0.00888395335924486	0.0105496946141033	0.00832870627429206	0.0105496946141033	0.00888395335924486	0.0111049416990561	0.00943920044419767
	Secisbp2	Q3U1C4;Q8BYU9	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.000555247084952804	0.00111049416990561	0.00111049416990561	0.000555247084952804	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561
Peptidyl-prolyl cis-trans isomerase A	Ppia	P17742	0.0377568017767907	0.0455302609661299	0.0355358134369795	0.0410882842865075	0.0355358134369795	0.0421987784564131	0.0444197667962243	0.0416435313714603	0.0377568017767907	0.0438645197112715	0.0449750138811771	0.0460855080510827	0.0410882842865075	0.0460855080510827	0.0494169905607996	0.0388672959466963
Guanine nucleotide-binding protein subunit beta-2-like 1	Gnb2l1	P68040	0.0155469183786785	0.0172126596335369	0.0161021654636313	0.0183231538034425	0.0133259300388673	0.0155469183786785	0.0166574125485841	0.0138811771238201	0.0155469183786785	0.0155469183786785	0.0155469183786785	0.0172126596335369	0.0155469183786785	0.0155469183786785	0.0166574125485841	0.0188784008883953
Acetyl-CoA acetyltransferase, mitochondrial	Acat1	Q8QZT1	0.0521932259855636	0.0649639089394781	0.0777345918933926	0.0677401443642421	0.0483064963908939	0.0688506385341477	0.0644086618545253	0.0555247084952804	0.0588561910049972	0.0560799555802332	0.0638534147695725	0.0527484730705164	0.0688506385341477	0.0677401443642421	0.062187673514714	0.0627429205996668
Cysteine sulfinic acid decarboxylase	Csad	Q9DBE0	0.00721821210438645	0.00888395335924486	0.00943920044419767	0.00888395335924486	0.00555247084952804	0.00888395335924486	0.00721821210438645	0.00888395335924486	0.00832870627429206	0.00832870627429206	0.00832870627429206	0.00888395335924486	0.00832870627429206	0.00832870627429206	0.00777345918933926	0.00721821210438645
ADP-ribosylation factor-like protein 3	Arl3	Q9WUL7	0.00333148250971682	0.00333148250971682	0.00333148250971682	0.00222098833981122	0.00333148250971682	0.00277623542476402	0.00333148250971682	0.00111049416990561	0.00277623542476402	0.00166574125485841	0.00222098833981122	0.00222098833981122	0.00388672959466963	0.000555247084952804	0.00388672959466963	0.00333148250971682
Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial	Sucla2	Q9Z2I9	0.0210993892282066	0.0260966129927818	0.0294280955024986	0.0260966129927818	0.0205441421432538	0.0244308717379234	0.0266518600777346	0.0244308717379234	0.0266518600777346	0.0210993892282066	0.0266518600777346	0.0238756246529706	0.0244308717379234	0.022765130483065	0.025541365907829	0.025541365907829
Glucosamine 6-phosphate N-acetyltransferase	Gnpnat1	Q9JK38	0.00888395335924486	0.00610771793448084	0.00888395335924486	0.00777345918933926	0.00721821210438645	0.00777345918933926	0.00721821210438645	0.00610771793448084	0.00777345918933926	0.00499722376457524	0.00888395335924486	0.00610771793448084	0.00721821210438645	0.00444197667962243	0.00721821210438645	0.00777345918933926
Ras-related protein Rab-14	Rab14	Q91V41;Q50HX3;A2AL34	0.0144364242087729	0.0144364242087729	0.0133259300388673	0.0138811771238201	0.0133259300388673	0.0149916712937257	0.0144364242087729	0.0166574125485841	0.0166574125485841	0.0116601887840089	0.0194336479733481	0.0133259300388673	0.0161021654636313	0.0116601887840089	0.0122154358689617	0.0166574125485841
ES1 protein homolog, mitochondrial	D10Jhu81e	Q9D172	0.0210993892282066	0.0249861188228762	0.0277623542476402	0.0266518600777346	0.0216546363131594	0.0266518600777346	0.0266518600777346	0.0249861188228762	0.0210993892282066	0.022765130483065	0.0238756246529706	0.025541365907829	0.025541365907829	0.0277623542476402	0.0194336479733481	0.0260966129927818
AP-5 complex subunit zeta-1	Ap5z1;C330006K01Rik	Q3U829;Q6ZQC1	0.00111049416990561	0.00166574125485841	0.00111049416990561	0.00166574125485841	0.00166574125485841	0.00166574125485841	0.000555247084952804	0.00166574125485841	0.00166574125485841	0.000555247084952804	0.000555247084952804	0.000555247084952804	0.00166574125485841	0.00166574125485841	0.000555247084952804	0
BRI3-binding protein	Bri3bp	Q8BXV2	0	0	0.000555247084952804	0	0.000555247084952804	0	0	0	0	0	0.000555247084952804	0	0	0	0	0.000555247084952804
Telomeric repeat-binding factor 2	Terf2	O35144;D3YZ08;E9QM06;O35144-2;F6VIR4	0.000555247084952804	0	0.000555247084952804	0	0	0	0.000555247084952804	0	0.000555247084952804	0	0.000555247084952804	0	0.000555247084952804	0	0	0
	Idi1	G3XA48	0	0.000555247084952804	0.000555247084952804	0.00111049416990561	0.000555247084952804	0	0	0	0.000555247084952804	0	0	0	0.00111049416990561	0	0.000555247084952804	0.000555247084952804
Ran GTPase-activating protein 1	Rangap1	F8WGD1;P46061;E9Q757;E9Q2J7	0.00610771793448084	0.00610771793448084	0.00721821210438645	0.00610771793448084	0.00499722376457524	0.00555247084952804	0.00555247084952804	0.00721821210438645	0.00721821210438645	0.00277623542476402	0.00610771793448084	0.00499722376457524	0.00555247084952804	0.00610771793448084	0.00555247084952804	0.00610771793448084
Aldose reductase	Gm6736;Akr1b1;Akr1b3	G3UW73;P45376;F8WJG5;D3YVJ7	0.00499722376457524	0.00888395335924486	0.0133259300388673	0.00777345918933926	0.00444197667962243	0.00721821210438645	0.00388672959466963	0.00832870627429206	0.00721821210438645	0.00888395335924486	0.00666296501943365	0.00777345918933926	0.00721821210438645	0.00888395335924486	0.00888395335924486	0.00832870627429206
Major urinary protein 2	Mup2	P11589	0.0366463076068851	0.0471960022209883	0.0410882842865075	0.0521932259855636	0.0288728484175458	0.0627429205996668	0.0460855080510827	0.0483064963908939	0.0444197667962243	0.0388672959466963	0.0666296501943365	0.0438645197112715	0.0527484730705164	0.0427540255413659	0.051082731815658	0.0516379789006108
Phosphoribosylformylglycinamidine synthase	Pfas	Q5SUR0	0.00222098833981122	0.00277623542476402	0.00333148250971682	0.00333148250971682	0.00222098833981122	0.00222098833981122	0.00333148250971682	0.00277623542476402	0.00444197667962243	0.00277623542476402	0.00222098833981122	0.00222098833981122	0.00166574125485841	0.00222098833981122	0.00333148250971682	0.00222098833981122
39S ribosomal protein L20, mitochondrial	Mrpl20	Q9CQL4	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00166574125485841	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.000555247084952804	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00222098833981122
	Herc1	E9PZP8	0.000555247084952804	0	0	0	0	0.000555247084952804	0.000555247084952804	0	0	0	0.00111049416990561	0	0.000555247084952804	0	0.000555247084952804	0.000555247084952804
Zinc finger homeobox protein 3	Zfhx3	E9QMD3;Q61329	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0	0.00111049416990561	0	0.000555247084952804	0	0	0	0	0	0	0.000555247084952804
EH domain-binding protein 1	Ehbp1	Q69ZW3;Q69ZW3-2	0	0	0.00166574125485841	0.000555247084952804	0	0.00111049416990561	0	0.000555247084952804	0.00111049416990561	0	0.000555247084952804	0	0	0	0.000555247084952804	0
Myotubularin-related protein 1	Mtmr1	Q9Z2C4;F6T9H9	0.000555247084952804	0.000555247084952804	0	0	0.000555247084952804	0	0.000555247084952804	0	0.000555247084952804	0	0.00111049416990561	0	0	0	0	0
Putative RNA-binding protein Luc7-like 1	Luc7l	Q9CYI4;Q9CYI4-2;D3Z765	0	0	0.00111049416990561	0	0	0	0.000555247084952804	0	0	0.000555247084952804	0	0	0	0.000555247084952804	0.000555247084952804	0
Transmembrane protein 176B	Tmem176b	Q9R1Q6;F8WI44	0.000555247084952804	0	0.000555247084952804	0	0	0	0	0.000555247084952804	0.00111049416990561	0	0.000555247084952804	0	0	0	0	0
	Glud1	F7CFA5	0.000555247084952804	0	0	0	0.000555247084952804	0	0.000555247084952804	0	0	0	0	0	0	0	0.000555247084952804	0
Ribosome maturation protein SBDS	Sbds	P70122;F6TN03	0.00222098833981122	0.00333148250971682	0.00222098833981122	0.00277623542476402	0.00111049416990561	0.00277623542476402	0.00333148250971682	0.00277623542476402	0.00222098833981122	0.00277623542476402	0.00222098833981122	0.00222098833981122	0.00222098833981122	0.00277623542476402	0.00111049416990561	0.00222098833981122
Terminal uridylyltransferase 4	Zcchc11	A2A8R7;B2RX14	0.000555247084952804	0.000555247084952804	0.00111049416990561	0	0.000555247084952804	0	0.000555247084952804	0	0.00111049416990561	0	0.000555247084952804	0	0.000555247084952804	0	0.000555247084952804	0
TBC1 domain family member 8B	Tbc1d8b	A3KGB4	0.00111049416990561	0	0.00111049416990561	0	0.00111049416990561	0	0.000555247084952804	0.000555247084952804	0	0	0.000555247084952804	0	0.00111049416990561	0	0.000555247084952804	0.000555247084952804
Peroxisomal biogenesis factor 3	Pex3	Q9QXY9;E9QA46	0	0.000555247084952804	0.000555247084952804	0.00111049416990561	0.000555247084952804	0	0.000555247084952804	0.00111049416990561	0.000555247084952804	0	0.00222098833981122	0	0.000555247084952804	0	0	0
FTS and Hook-interacting protein	Fam160a2	Q3U2I3;F8WHJ1;Q3U2I3-2;Q3U2I3-3	0.000555247084952804	0.000555247084952804	0.00111049416990561	0	0	0.000555247084952804	0	0.000555247084952804	0.00111049416990561	0.000555247084952804	0	0.000555247084952804	0.00111049416990561	0	0	0
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	Ndufb11	O09111	0.000555247084952804	0	0.00111049416990561	0.000555247084952804	0.00111049416990561	0.000555247084952804	0	0.000555247084952804	0	0	0.000555247084952804	0	0.000555247084952804	0	0	0.000555247084952804
Protein kinase C delta type	Prkcd	P28867-2;P28867;REV__Q6ZPL9;REV__E9Q9T6;Q1MX42;Q1MX40;Q1MX43;Q1MX41;REV__E9Q2P8	0	0.00222098833981122	0.00111049416990561	0.00111049416990561	0	0.00333148250971682	0.000555247084952804	0.00222098833981122	0.000555247084952804	0.00166574125485841	0	0.00222098833981122	0	0	0	0
	Rbm15	Q0VBL3	0	0.000555247084952804	0.000555247084952804	0.00111049416990561	0	0.000555247084952804	0	0.000555247084952804	0.00111049416990561	0.000555247084952804	0	0	0	0.000555247084952804	0.000555247084952804	0
Zinc transporter SLC39A7	Slc39a7	Q31125	0	0	0.000555247084952804	0.000555247084952804	0	0	0	0.000555247084952804	0.00111049416990561	0.000555247084952804	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0
GPI inositol-deacylase	Pgap1	Q3UUQ7	0.00111049416990561	0	0.00111049416990561	0.00111049416990561	0.00166574125485841	0	0	0.00222098833981122	0.00166574125485841	0.00111049416990561	0.00166574125485841	0	0.000555247084952804	0	0	0
Calcium-binding mitochondrial carrier protein SCaMC-1	Slc25a24	Q8BMD8	0	0.000555247084952804	0.00111049416990561	0.000555247084952804	0	0.000555247084952804	0	0.000555247084952804	0.00111049416990561	0.000555247084952804	0	0.000555247084952804	0	0.000555247084952804	0	0
Insulin-like growth factor I	Igf1	Q8CAR0;Q4VJB9;P05017-2;P05017;E9PU89;E9Q138;D3Z7M4	0.000555247084952804	0	0	0.000555247084952804	0.00111049416990561	0.000555247084952804	0.00111049416990561	0.000555247084952804	0.000555247084952804	0	0	0.000555247084952804	0	0	0	0.000555247084952804
Exosome complex component RRP46	Exosc5	Q9CRA8	0.000555247084952804	0.00111049416990561	0.00166574125485841	0.00111049416990561	0.000555247084952804	0.00111049416990561	0.00111049416990561	0	0.00111049416990561	0	0	0	0.000555247084952804	0	0	0
Synaptophysin-like protein 1	Sypl1;Sypl	O09117;O09117-2;D6RFU9	0.000555247084952804	0.00444197667962243	0.00388672959466963	0.00388672959466963	0.00166574125485841	0.00166574125485841	0.00499722376457524	0.00277623542476402	0.00333148250971682	0.00222098833981122	0.00610771793448084	0.00111049416990561	0.00444197667962243	0.00111049416990561	0.00444197667962243	0.00499722376457524
Sorting and assembly machinery component 50 homolog	Samm50	Q8BGH2	0.00555247084952804	0.00777345918933926	0.00832870627429206	0.00777345918933926	0.00721821210438645	0.00721821210438645	0.00777345918933926	0.00666296501943365	0.00888395335924486	0.00721821210438645	0.00777345918933926	0.00499722376457524	0.00666296501943365	0.00555247084952804	0.00666296501943365	0.00777345918933926
Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase	Eprs	Q8CGC7	0.0266518600777346	0.031093836757357	0.0333148250971682	0.0333148250971682	0.0266518600777346	0.0294280955024986	0.0294280955024986	0.0349805663520267	0.031093836757357	0.025541365907829	0.0344253192670739	0.025541365907829	0.0322043309272626	0.0288728484175458	0.0305385896724042	0.0272071071626874
PR domain zinc finger protein 16	Prdm16	A2A933;A2A935-3;A2A935;A2A931;A2A930;A2A935-2;A2A934;E9PYH5;E9PW58	0.00721821210438645	0.00777345918933926	0.00943920044419767	0.00888395335924486	0.00943920044419767	0.00721821210438645	0.00610771793448084	0.00721821210438645	0.00610771793448084	0.00666296501943365	0.00555247084952804	0.00721821210438645	0.00888395335924486	0.00832870627429206	0.00555247084952804	0.00832870627429206
Nucleus accumbens-associated protein 2	Nacc2	Q9DCM7	0	0.000555247084952804	0	0	0	0	0	0	0	0	0.000555247084952804	0	0.000555247084952804	0	0.000555247084952804	0.000555247084952804
Alpha-2-macroglobulin receptor-associated protein	Lrpap1	F6SY09;P55302;F6WMD1	0.00444197667962243	0.00721821210438645	0.00721821210438645	0.00610771793448084	0.00277623542476402	0.00555247084952804	0.00610771793448084	0.00666296501943365	0.00666296501943365	0.00555247084952804	0.00499722376457524	0.00388672959466963	0.00610771793448084	0.00499722376457524	0.00555247084952804	0.00555247084952804
Enoyl-CoA delta isomerase 1, mitochondrial	Eci1	Q8QZV3;P42125	0.0249861188228762	0.0249861188228762	0.0277623542476402	0.0277623542476402	0.0222098833981122	0.0210993892282066	0.022765130483065	0.0205441421432538	0.022765130483065	0.0233203775680178	0.022765130483065	0.0288728484175458	0.0210993892282066	0.022765130483065	0.028317601332593	0.0260966129927818
Sarcosine dehydrogenase, mitochondrial	Sardh	Q99LB7	0.053858967240422	0.0782898389783454	0.0666296501943365	0.0749583564686285	0.0571904497501388	0.0616324264297612	0.0694058856191005	0.0649639089394781	0.0644086618545253	0.0655191560244309	0.076624097723487	0.0744031093836757	0.0760688506385341	0.0744031093836757	0.0755136035535813	0.0971682398667407
RNA binding motif protein, X-linked-like-1;RNA binding motif protein, X-linked-like-1, N-terminally processed	Rbmxl1	Q91VM5	0.00721821210438645	0.00721821210438645	0.00666296501943365	0.00666296501943365	0.00499722376457524	0.00721821210438645	0.00666296501943365	0.00499722376457524	0.00666296501943365	0.00666296501943365	0.00444197667962243	0.00610771793448084	0.00555247084952804	0.00610771793448084	0.00388672959466963	0.00444197667962243
Periplakin	Ppl	Q9R269;G5E898	0.00166574125485841	0.000555247084952804	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0.000555247084952804	0.00166574125485841	0.000555247084952804	0.000555247084952804	0.00111049416990561	0.000555247084952804
28S ribosomal protein S25, mitochondrial	Mrps25	Q9D125	0.00222098833981122	0.00222098833981122	0.00388672959466963	0.00277623542476402	0.00277623542476402	0.00333148250971682	0.00277623542476402	0.00166574125485841	0.00333148250971682	0.00388672959466963	0.00277623542476402	0.00333148250971682	0.00333148250971682	0.00444197667962243	0.00333148250971682	0.00222098833981122
Beta-arrestin-2	Arrb2	Q91YI4-2;Q91YI4;Q5F2D9;E9Q4A2	0.00166574125485841	0.00166574125485841	0.000555247084952804	0.00166574125485841	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.000555247084952804	0.000555247084952804	0.00111049416990561	0.00166574125485841	0.00166574125485841	0.00111049416990561	0.00111049416990561	0.000555247084952804
Moesin	Msn	P26041	0.00888395335924486	0.0105496946141033	0.0122154358689617	0.0105496946141033	0.00832870627429206	0.0105496946141033	0.00610771793448084	0.0127706829539145	0.0111049416990561	0.0133259300388673	0.00999444752915047	0.00999444752915047	0.00832870627429206	0.0133259300388673	0.0138811771238201	0.00888395335924486
SWI/SNF complex subunit SMARCC2	Smarcc2	Q6PDG5;Q3UID0;Q6PDG5-2	0.00277623542476402	0.00277623542476402	0.00333148250971682	0.00222098833981122	0.00277623542476402	0.00277623542476402	0.00277623542476402	0.00222098833981122	0.00111049416990561	0.00222098833981122	0.00277623542476402	0.00166574125485841	0.00222098833981122	0.00166574125485841	0.00111049416990561	0.00277623542476402
40S ribosomal protein S9	Rps9	Q6ZWN5;Q9CXW7;D3YWH9;F7CJS8	0.00499722376457524	0.00277623542476402	0.00444197667962243	0.00333148250971682	0.00610771793448084	0.00444197667962243	0.00444197667962243	0.00610771793448084	0.00444197667962243	0.00277623542476402	0.00444197667962243	0.00277623542476402	0.00388672959466963	0.00388672959466963	0.00388672959466963	0.00222098833981122
28S ribosomal protein S27, mitochondrial	Mrps27	Q8BK72	0.00166574125485841	0.00166574125485841	0.00333148250971682	0.00222098833981122	0.000555247084952804	0.00277623542476402	0.00166574125485841	0.00222098833981122	0.00333148250971682	0.00222098833981122	0.00277623542476402	0.00166574125485841	0.00277623542476402	0.00111049416990561	0.00333148250971682	0.00333148250971682
UDP-glucuronosyltransferase 3A2	Ugt3a2	Q8JZZ0;Q8BRY7	0.00444197667962243	0.00555247084952804	0.00499722376457524	0.00777345918933926	0.00333148250971682	0.00277623542476402	0.00610771793448084	0.0105496946141033	0.0138811771238201	0.00388672959466963	0.0133259300388673	0.00277623542476402	0.00444197667962243	0.00333148250971682	0.00499722376457524	0.00444197667962243
Fumarylacetoacetase	Fah	P35505	0.0421987784564131	0.0588561910049972	0.0433092726263187	0.0577456968350916	0.0433092726263187	0.0488617434758468	0.0527484730705164	0.0455302609661299	0.0471960022209883	0.0527484730705164	0.0505274847307052	0.0444197667962243	0.0610771793448084	0.0571904497501388	0.0527484730705164	0.0588561910049972
Ras-related protein Rab-10	Rab10	P61027	0.00499722376457524	0.00444197667962243	0.00666296501943365	0.00555247084952804	0.00499722376457524	0.00388672959466963	0.00499722376457524	0.00555247084952804	0.00666296501943365	0.00388672959466963	0.00610771793448084	0.00499722376457524	0.00499722376457524	0.00444197667962243	0.00388672959466963	0.00388672959466963
Short-chain specific acyl-CoA dehydrogenase, mitochondrial	Acads	Q07417;F6RAZ3	0.0272071071626874	0.0394225430316491	0.033870072182121	0.0316490838423098	0.0272071071626874	0.0349805663520267	0.0344253192670739	0.031093836757357	0.0327595780122154	0.0333148250971682	0.0349805663520267	0.0316490838423098	0.0355358134369795	0.0316490838423098	0.033870072182121	0.0427540255413659
Copine-1	Cpne1	Q8C166;B7ZCP4;E9Q806;A3KGK7;B7ZCP7	0.00111049416990561	0.00222098833981122	0.00111049416990561	0.00166574125485841	0.000555247084952804	0.00166574125485841	0.00166574125485841	0.00166574125485841	0.00166574125485841	0.000555247084952804	0.00333148250971682	0.00111049416990561	0.000555247084952804	0.00222098833981122	0.00166574125485841	0.00277623542476402
Protein-L-isoaspartate O-methyltransferase domain-containing protein 1	Pcmtd1	P59913;E9QAJ0	0.00277623542476402	0.00499722376457524	0.00333148250971682	0.00499722376457524	0.00333148250971682	0.00388672959466963	0.00333148250971682	0.00333148250971682	0.00277623542476402	0.00222098833981122	0.00333148250971682	0.00166574125485841	0.00444197667962243	0.00333148250971682	0.00388672959466963	0.00388672959466963
	Acat3	Q80X81;F2Z459	0.00777345918933926	0.00888395335924486	0.00832870627429206	0.00832870627429206	0.00721821210438645	0.00721821210438645	0.00888395335924486	0.00888395335924486	0.00777345918933926	0.00444197667962243	0.0116601887840089	0.00277623542476402	0.0138811771238201	0.00610771793448084	0.00943920044419767	0.0116601887840089
Aspartyl aminopeptidase	Dnpep	Q9Z2W0;Q8BPW9	0.00610771793448084	0.00721821210438645	0.00666296501943365	0.00666296501943365	0.00555247084952804	0.00666296501943365	0.00610771793448084	0.00666296501943365	0.00610771793448084	0.00499722376457524	0.00555247084952804	0.00555247084952804	0.00721821210438645	0.00555247084952804	0.00666296501943365	0.00666296501943365
Unconventional myosin-XVIIIa	Myo18a	E9QAX2;Q9JMH9-6;Q9JMH9;B2RRE2;Q9JMH9-1;Q9JMH9-4;Q9JMH9-2;Q9JMH9-7;Q9JMH9-5;E9Q405;E9QA74	0.00111049416990561	0.000555247084952804	0.00333148250971682	0.00388672959466963	0.000555247084952804	0.000555247084952804	0.00111049416990561	0.00277623542476402	0.00444197667962243	0.00166574125485841	0.00277623542476402	0.000555247084952804	0.00222098833981122	0.00111049416990561	0.000555247084952804	0.00277623542476402
Carbonyl reductase [NADPH] 1	Cbr1	P48758	0.0205441421432538	0.0222098833981122	0.0172126596335369	0.0216546363131594	0.0155469183786785	0.0177679067184897	0.0172126596335369	0.0155469183786785	0.0183231538034425	0.0183231538034425	0.0188784008883953	0.0177679067184897	0.0199888950583009	0.0166574125485841	0.0205441421432538	0.0210993892282066
28S ribosomal protein S5, mitochondrial	Mrps5	Q99N87	0.00555247084952804	0.00444197667962243	0.00555247084952804	0.00388672959466963	0.00444197667962243	0.00555247084952804	0.00444197667962243	0.00388672959466963	0.00388672959466963	0.00388672959466963	0.00499722376457524	0.00444197667962243	0.00555247084952804	0.00499722376457524	0.00499722376457524	0.00499722376457524
Peroxisomal coenzyme A diphosphatase NUDT7	Nudt7	Q99P30;Q99P30-3;Q99P30-2;Q99P30-4;Q99P30-5	0.00666296501943365	0.0122154358689617	0.0138811771238201	0.0138811771238201	0.00832870627429206	0.0116601887840089	0.00888395335924486	0.0122154358689617	0.0105496946141033	0.0111049416990561	0.0111049416990561	0.0138811771238201	0.00943920044419767	0.0105496946141033	0.00943920044419767	0.00832870627429206
Transcription elongation factor SPT5	Supt5h	O55201;O55201-2	0.00277623542476402	0.00166574125485841	0.00222098833981122	0.00277623542476402	0.00166574125485841	0.00166574125485841	0.00222098833981122	0.00166574125485841	0.000555247084952804	0.00111049416990561	0.00277623542476402	0.00222098833981122	0.00222098833981122	0.00111049416990561	0.00166574125485841	0.00222098833981122
Protein phosphatase 1 regulatory subunit 7	Ppp1r7	Q3UM45	0.00555247084952804	0.00555247084952804	0.00610771793448084	0.00555247084952804	0.00610771793448084	0.00610771793448084	0.00666296501943365	0.00499722376457524	0.00610771793448084	0.00277623542476402	0.00610771793448084	0.00222098833981122	0.00832870627429206	0.00222098833981122	0.00499722376457524	0.00666296501943365
Riboflavin kinase	Rfk	Q8CFV9	0.00222098833981122	0.00444197667962243	0.00555247084952804	0.00388672959466963	0.00333148250971682	0.00388672959466963	0.00333148250971682	0.00444197667962243	0.00444197667962243	0.00277623542476402	0.00388672959466963	0.00277623542476402	0.00499722376457524	0.00388672959466963	0.00277623542476402	0.00333148250971682
	Qars	Q8BML9;D3Z158;Q8R1V9	0.0177679067184897	0.0188784008883953	0.0222098833981122	0.0199888950583009	0.0216546363131594	0.0149916712937257	0.0188784008883953	0.0144364242087729	0.0155469183786785	0.0127706829539145	0.022765130483065	0.0116601887840089	0.0177679067184897	0.0133259300388673	0.0172126596335369	0.0172126596335369
ATP-dependent RNA helicase DHX8	Dhx8	F6ZF21;A2A4P0;A2A4N9	0.000555247084952804	0	0.000555247084952804	0	0	0	0.000555247084952804	0	0.000555247084952804	0	0	0	0	0	0.000555247084952804	0
Exocyst complex component 6	Exoc6	Q3U9D6;Q8R313	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0	0	0	0	0	0	0	0	0
Protein Mpv17	Mpv17	D6RI47;G3UVW1;P19258;F8WHT5;E9Q1I6;D3YWI4;F6T1N2	0	0.00111049416990561	0.00222098833981122	0	0.000555247084952804	0.000555247084952804	0.00111049416990561	0.00166574125485841	0.00111049416990561	0.000555247084952804	0.00333148250971682	0.000555247084952804	0	0.000555247084952804	0	0.00111049416990561
Deoxyribonuclease-2-alpha	Dnase2;Dnase2a	P56542;D3Z512;D3Z5U3	0.000555247084952804	0.00111049416990561	0.00111049416990561	0.000555247084952804	0.000555247084952804	0.00111049416990561	0.000555247084952804	0.00111049416990561	0.00111049416990561	0	0.000555247084952804	0	0.00111049416990561	0	0	0.000555247084952804
	Acad12	D3Z7X0;D3Z2B3	0.00111049416990561	0	0.00166574125485841	0.000555247084952804	0.00111049416990561	0.00111049416990561	0.00166574125485841	0.000555247084952804	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0.00166574125485841	0	0	0.000555247084952804
FAST kinase domain-containing protein 2	Fastkd2	Q922E6;F6QIH7	0.00111049416990561	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0.00111049416990561	0.000555247084952804	0.00111049416990561	0.00111049416990561	0	0.00111049416990561	0	0.000555247084952804	0	0.000555247084952804	0.00166574125485841
CB1 cannabinoid receptor-interacting protein 1	Cnrip1	F7C0H6;Q5M8N0	0.000555247084952804	0.000555247084952804	0.000555247084952804	0.00111049416990561	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0	0.00111049416990561	0	0.00111049416990561	0.00111049416990561
S1 RNA-binding domain-containing protein 1	Srbd1	Q497V5;F8WGW3;Q497V5-2	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0.00166574125485841	0.000555247084952804	0.00111049416990561	0.000555247084952804	0.000555247084952804	0	0.00111049416990561	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0
Ribonuclease P protein subunit p30	Rpp30	O88796	0.000555247084952804	0.000555247084952804	0.000555247084952804	0.000555247084952804	0	0.00111049416990561	0.000555247084952804	0.000555247084952804	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0
Ubiquitin-conjugating enzyme E2 Z	Ube2z	Q3UE37	0.00166574125485841	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0.00111049416990561	0	0	0	0.000555247084952804	0.000555247084952804	0.00111049416990561	0	0.000555247084952804	0.000555247084952804
Calcineurin subunit B type 1	Ppp3r1	Q63810;Q63810-2	0.00111049416990561	0.000555247084952804	0	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0	0.000555247084952804	0.000555247084952804	0.000555247084952804
