Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
G0MPM9	168	22.06	23.72	11988985
G0MPN0	720	24.61	27.27	11988985
G0MPN1	431	24.43	26.68	11988985
G0MPN2	498	22.2	24.36	11988985
G0MPN3	497	25.67	28.67	11988985
G0MPN4	620	22.75	24.15	11988985
G0MPN5	227	26	28.86	11988985
G0MPN6	237	25.59	28.09	11988985
G0MPN7	250	26.15	28.86	11988985
G0MPN8	468	21.5	23.59	11988985
G0MPN9	365	23.43	25.02	11988985
G0MPP0	697	23.25	26.03	11988985
G0MPP1	266	17.54	18.93	11988985
G0MPP2	69	21.6	23.52	11988985
G0MPP3	797	21.22	23.22	11988985
G0MPP4	222	22.73	22.95	11988985
G0MPP5	187	25.71	28.51	11988985
G0MPP6	84	20.72	22.17	11988985
G0MPP7	440	22.32	23.85	11988985
G0MPP8	496	21.71	24.09	11988985
G0MPP9	801	25.45	28.15	11988985
G0MPQ0	603	23.04	25.7	11988985
G0MPQ1	180	22.5	24	11988985
G0MPQ2	424	23.63	26.32	11988985
G0MPQ3	850	23.77	25.93	11988985
G0MPQ4	371	21.37	23.12	11988985
G0MPQ5	226	21.54	23.31	11988985
G0MPQ6	309	21.81	23.52	11988985
G0MPQ7	248	23.99	25.71	11988985
G0MPQ8	145	21.15	23.3	11988985
G0MPQ9	162	21.63	23.08	11988985
G0MPR0	821	24.54	26.49	11988985
G0MPR1	240	27.08	30.94	11988985
G0MPR2	3742	24.01	25.7	11988985
G0MPR3	584	24.83	27.38	11988985
G0MPR4	277	23.9	26.28	11988985
G0MPR5	587	24.51	26.43	11988985
G0MPR6	187	21.23	22.52	11988985
G0MPR7	88	21.26	23.52	11988985
G0MPR8	244	24.07	27.1	11988985
G0MPR9	320	22.88	25.49	11988985
G0MPS0	319	23.19	25.83	11988985
G0MPS1	786	21.27	23.28	11988985
G0MPS2	345	27.52	31.27	11988985
G0MPS3	445	25.19	27.98	11988985
G0MPS4	311	26.64	30.06	11988985
G0MPS5	206	22.09	23.44	11988985
G0MPS6	390	23.93	25.98	11988985
G0MPS7	167	20.72	22.62	11988985
G0MPS8	167	20.48	22.27	11988985
G0MPT0	170	20.49	22.39	11988985
G0MPT1	138	21.58	23.95	11988985
G0MPT2	117	22.61	25.44	11988985
G0MPT3	162	21.6	24.63	11988985
G0MPT4	140	23.74	26.68	11988985
G0MPT5	143	22.61	25.37	11988985
G0MPT6	137	22.58	25	11988985
G0MPT7	1416	23.9	25.63	11988985
G0MPT8	415	21.95	23.83	11988985
G0MPT9	751	22.53	24.39	11988985
G0MPU0	149	24.78	26.92	11988985
G0MPU1	198	24.23	25.69	11988985
G0MPU2	180	20.58	22.6	11988985
G0MPU3	158	23.4	26.35	11988985
G0MPU4	1103	23.9	25.96	11988985
G0MPU5	407	24.34	26.75	11988985
G0MPU6	376	25.57	28.28	11988985
G0MPU7	130	24.91	27.9	11988985
G0MPU8	772	21.72	23.36	11988985
G0MPU9	100	25.37	27.41	11988985
G0MPV0	924	20.88	21.8	11988985
G0MPV1	421	23.53	25.89	11988985
G0MPV2	401	23.71	25.6	11988985
G0MPV4	382	25.25	27.84	11988985
G0MPV5	1501	23.13	25.18	11988985
G0MPV6	40	23.44	25.23	11988985
G0MPV7	1032	19.04	21.49	11988985
G0MPV8	202	20.6	22.66	11988985
G0MPV9	112	24.47	26.34	11988985
G0MPW0	70	24.71	27.56	11988985
G0MPW1	72	19.07	21.65	11988985
G0MPW2	164	25.18	27.1	11988985
G0MPW3	208	22.25	23.74	11988985
G0MPW4	496	26.72	29.53	11988985
G0MPW5	304	22.3	23.88	11988985
G0MPW6	218	22.52	24.46	11988985
G0MPW7	792	24.02	26.14	11988985
G0MPW8	223	23.97	26.68	11988985
G0MPW9	782	22.02	23.64	11988985
G0MPX0	151	24.01	26.05	11988985
G0MPX1	227	22.51	25.37	11988985
G0MPX2	461	21.86	23.63	11988985
G0MPX3	74	18.95	21.56	11988985
G0MPX5	268	24.95	26.87	11988985
G0MPX6	142	20.98	22.81	11988985
G0MPX7	571	23.17	24.27	11988985
G0MPX8	213	25.24	27.99	11988985
G0MPX9	109	20.82	23.44	11988985
G0MPY1	311	24.75	26.43	11988985
G0MPY2	177	22.11	24.1	11988985
G0MPY3	132	21.04	22.31	11988985
G0MPY5	206	25.16	27.78	11988985
G0MPY6	253	27.49	31.16	11988985
G0MPY7	568	23	25.83	11988985
G0MPY8	206	24.79	27.09	11988985
G0MPY9	260	24.35	26.55	11988985
G0MPZ0	339	21.15	22.78	11988985
G0MPZ1	579	21.48	22.73	11988985
G0MPZ2	595	23.56	25.66	11988985
G0MPZ3	335	25.45	28.61	11988985
G0MPZ4	972	24.81	27.46	11988985
G0MPZ5	240	23.79	26.86	11988985
G0MPZ6	225	21.66	22.68	11988985
G0MPZ7	566	23.5	25.62	11988985
G0MPZ8	842	24.68	27.15	11988985
G0MPZ9	95	27.97	30.55	11988985
G0MQ00	941	24.48	26.83	11988985
G0MQ01	218	22.91	25.82	11988985
G0MQ02	885	23.28	25.43	11988985
G0MQ03	258	23.21	25.59	11988985
G0MQ04	57	28.88	31.91	11988985
G0MQ05	411	24.98	27.15	11988985
G0MQ07	30	22.86	26.42	11988985
G0MQ08	104	24.61	27.26	11988985
G0MQ09	200	23.95	25.21	11988985
G0MQ10	219	24.34	26.19	11988985
G0MQ11	513	24.6	26.88	11988985
G0MQ12	167	25.25	28.31	11988985
G0MQ14	504	25.13	28.29	11988985
G0MQ15	505	23.49	26.24	11988985
G0MQ17	109	20.8	23.3	11988985
G0MQ18	134	24.03	27.58	11988985
G0MQ19	305	24.26	26.05	11988985
G0MQ20	603	24.97	27.27	11988985
G0MQ21	185	23.38	23.29	11988985
G0MQ22	192	22.76	23.02	11988985
G0MQ23	216	23.07	23.05	11988985
G0MQ24	169	22.2	21.73	11988985
G0MQ25	165	23.54	22.93	11988985
G0MQ26	175	22.73	22.91	11988985
G0MQ27	204	22.8	22.33	11988985
G0MQ28	190	23.16	22.72	11988985
G0MQ29	205	24.62	27.34	11988985
G0MQ30	371	24.3	26.8	11988985
G0MQ31	429	23.1	24.94	11988985
G0MQ32	199	25.01	26.47	11988985
G0MQ33	379	24.35	26.9	11988985
G0MQ34	1269	23.12	25.5	11988985
G0MQ35	131	25.01	27.85	11988985
G0MQ36	174	25.46	28.16	11988985
G0MQ37	252	25.57	28.7	11988985
G0MQ38	224	26.36	29.23	11988985
G0MQ39	302	23.83	24.95	11988985
G0MQ40	346	26.35	29.49	11988985
G0MQ41	326	25.47	28.81	11988985
G0MQ42	450	25.69	28.46	11988985
G0MQ43	198	24.3	26.49	11988985
G0MQ44	889	24.86	27.86	11988985
G0MQ45	266	24.15	27.41	11988985
G0MQ46	555	24.81	26.96	11988985
G0MQ47	317	25.36	28.08	11988985
G0MQ48	583	24.98	27.26	11988985
G0MQ49	209	24.77	27.43	11988985
G0MQ50	209	24.55	27.05	11988985
G0MQ51	209	24.29	27.16	11988985
G0MQ52	213	25.23	27.27	11988985
G0MQ53	269	24.01	26.23	11988985
G0MQ54	116	25.52	28.18	11988985
G0MQ55	228	24.55	27.1	11988985
G0MQ56	271	23.54	25.46	11988985
G0MQ57	390	24.1	25.44	11988985
G0MQ58	1331	22.59	25.03	11988985
G0MQ59	288	24.56	26.72	11988985
G0MQ60	347	23.1	25.23	11988985
G0MQ61	225	21.9	23.28	11988985
G0MQ62	367	22.51	24.85	11988985
G0MQ63	619	23.65	26.17	11988985
G0MQ64	1076	24.13	25.64	11988985
G0MQ65	97	24.31	27.04	11988985
G0MQ66	209	23.62	25.81	11988985
G0MQ67	540	23.63	25.6	11988985
G0MQ68	518	23.39	25.55	11988985
G0MQ69	367	23.81	25.19	11988985
G0MQ70	429	24.07	26.97	11988985
G0MQ71	209	24.56	27.4	11988985
G0MQ72	214	24.66	27.29	11988985
G0MQ73	210	24.36	26.55	11988985
G0MQ74	343	25.53	28.22	11988985
G0MQ75	393	24.12	26.88	11988985
G0MQ76	207	25.66	28.57	11988985
G0MQ77	311	26.05	28.91	11988985
G0MQ78	406	24.64	27.57	11988985
G0MQ79	177	22.73	24.39	11988985
G0MQ80	154	25.51	27.52	11988985
G0MQ81	257	23.94	25.68	11988985
G0MQ82	228	21.19	22.54	11988985
G0MQ83	116	24.54	26.37	11988985
G0MQ84	173	23.87	25.21	11988985
G0MQ85	195	29.72	33.8	11988985
G0MQ86	947	22.05	23.07	11988985
G0MQ87	504	24.12	26.44	11988985
G0MQ88	81	25.23	26.7	11988985
G0MQ89	203	24.11	24.88	11988985
G0MQ90	478	22.07	23.12	11988985
G0MQ91	199	25.86	27.75	11988985
G0MQ92	870	22.17	23.83	11988985
G0MQ93	451	22.08	22.79	11988985
G0MQ94	239	24.34	26.12	11988985
G0MQ95	312	21.63	23.04	11988985
G0MQ96	153	23.82	25.32	11988985
G0MQ97	405	24.52	26.75	11988985
G0MQ98	189	21.72	23.53	11988985
G0MQ99	418	24.81	27.32	11988985
G0MQA0	355	21.85	22.55	11988985
G0MQA1	442	22.31	23.91	11988985
G0MQA2	233	24.37	27.05	11988985
G0MQA3	52	21.93	22.81	11988985
G0MQA4	84	24.93	26.35	11988985
G0MQA5	321	25.7	28.37	11988985
G0MQA6	511	24.77	26.48	11988985
G0MQA7	500	24.95	26.78	11988985
G0MQA8	467	24.41	26.4	11988985
G0MQA9	239	24.29	27.13	11988985
G0MQB0	346	23.41	25.14	11988985
G0MQB1	323	21.85	24.33	11988985
G0MQB2	265	25.31	27.7	11988985
G0MQB3	267	25.48	28.02	11988985
G0MQB4	316	25.06	27.39	11988985
G0MQB5	274	25.63	27.86	11988985
G0MQB6	1724	23.3	25.43	11988985
G0MQB7	631	24.45	26.58	11988985
G0MQB8	318	25.24	28.56	11988985
G0MQB9	228	24.91	27.72	11988985
G0MQC0	252	26.03	28.76	11988985
G0MQC1	312	26.46	29.55	11988985
G0MQC2	259	24.68	26.33	11988985
G0MQC3	341	23.51	25.84	11988985
G0MQC4	93	25.8	28.71	11988985
G0MQC5	192	26.06	28.89	11988985
G0MQC6	514	25.84	28.87	11988985
G0MQC7	157	25.85	27.58	11988985
G0MQC8	157	26.23	28.18	11988985
G0MQC9	235	24.11	26.37	11988985
G0MQD0	387	25.7	28.9	11988985
G0MQD1	324	24.93	27.73	11988985
G0MQD2	1073	22.84	25.54	11988985
G0MQD3	298	25.46	28.36	11988985
G0MQD4	129	24.46	27.12	11988985
G0MQD5	104	23.11	24.26	11988985
G0MQD6	783	23.22	26.61	11988985
G0MQD7	282	24.53	27.33	11988985
G0MQD8	1183	22.65	24.75	11988985
G0MQD9	152	25.66	28.78	11988985
G0MQE0	454	23.25	25.12	11988985
G0MQE1	358	23.74	26.1	11988985
G0MQE2	172	23.81	26.17	11988985
G0MQE3	1793	24.28	26.71	11988985
G0MQE4	385	24.65	26.78	11988985
G0MQE5	535	24.19	26.74	11988985
G0MQE6	674	24.48	26.41	11988985
G0MQE7	91	24.35	26.96	11988985
G0MQE8	992	23.89	25.26	11988985
G0MQE9	439	23.64	26.05	11988985
G0MQF0	193	22.04	22.83	11988985
G0MQF1	286	27.87	31.23	11988985
G0MQF2	511	24.35	26.5	11988985
G0MQF3	433	22.77	24.75	11988985
G0MQF4	88	26.13	28.36	11988985
G0MQF5	893	23.98	26	11988985
G0MQF6	694	24.49	27.22	11988985
G0MQF7	1102	24.57	27.05	11988985
G0MQF8	325	24.42	26.92	11988985
G0MQF9	185	23.31	25.22	11988985
G0MQG0	183	24.54	26.71	11988985
G0MQG1	116	23.81	26.27	11988985
G0MQG2	140	24.03	26.74	11988985
G0MQG3	140	24.2	27.03	11988985
G0MQG4	143	23.93	26.76	11988985
G0MQG5	283	24.95	27.78	11988985
G0MQG6	365	24.51	26.95	11988985
G0MQG7	383	23.14	25.65	11988985
G0MQG8	491	21.99	24.52	11988985
G0MQG9	215	26.27	28.99	11988985
G0MQH0	293	20.79	20.75	11988985
G0MQH1	287	25.37	27.96	11988985
G0MQH2	759	22.66	24.14	11988985
G0MQH3	263	22.43	22.94	11988985
G0MQH4	342	25.02	27.86	11988985
G0MQH5	225	24.42	27.56	11988985
G0MQH6	226	23.32	26.46	11988985
G0MQH7	328	25.09	27.93	11988985
G0MQH8	252	21.86	23.15	11988985
G0MQH9	1678	21.87	23.42	11988985
G0MQI0	749	21.72	22.99	11988985
G0MQI1	138	25.06	27.91	11988985
G0MQI2	299	25.69	28.58	11988985
G0MQI3	350	25.48	28.47	11988985
G0MQI4	354	25.26	28.2	11988985
G0MQI5	418	24.71	26.69	11988985
G0MQI6	392	24.65	27.23	11988985
G0MQI7	496	22.24	24.61	11988985
G0MQI8	356	23.88	25.86	11988985
G0MQI9	51	25.63	27.67	11988985
G0MQJ0	117	23.65	25.41	11988985
G0MQJ1	97	23.23	25.01	11988985
G0MQJ2	247	25.5	28.42	11988985
G0MQJ3	367	20.94	22.84	11988985
G0MQJ4	154	23.23	26.17	11988985
G0MQJ5	388	22.85	24.57	11988985
G0MQJ6	808	24.51	26.63	11988985
G0MQJ7	11	29.07	29.77	11988985
G0MQJ8	100	24.33	27.13	11988985
G0MQJ9	61	26.09	29.79	11988985
G0MQK0	1077	21.98	22.53	11988985
G0MQK1	734	21.86	22.01	11988985
G0MQK2	260	22.41	24.57	11988985
G0MQK3	170	23.79	26.62	11988985
G0MQK4	165	23.82	26.62	11988985
G0MQK5	165	22.61	25.55	11988985
G0MQK6	94	23.21	26.02	11988985
G0MQK7	122	21.71	22.62	11988985
G0MQK8	312	22.99	24.1	11988985
G0MQK9	421	25.27	27.15	11988985
G0MQL0	358	25.33	27.71	11988985
G0MQL1	349	26.32	28.15	11988985
G0MQL2	185	24.32	26.97	11988985
G0MQL3	615	24.46	26.95	11988985
G0MQL4	215	22.83	25.46	11988985
G0MQL5	126	23.8	26.42	11988985
G0MQL6	273	24.39	26.76	11988985
G0MQL7	109	23	23.71	11988985
G0MQL8	456	24.66	27	11988985
G0MQL9	967	24.16	26.39	11988985
G0MQM0	511	24.34	26.34	11988985
G0MQM1	291	23.66	25.45	11988985
G0MQM2	432	22.42	22.96	11988985
G0MQM3	330	23.52	25.32	11988985
G0MQM4	224	22.83	26.11	11988985
G0MQM5	670	25.11	28.06	11988985
G0MQM6	123	23.91	26.2	11988985
G0MQM7	818	24.81	27.2	11988985
G0MQM8	81	20.79	22.74	11988985
G0MQM9	308	26	29.29	11988985
G0MQN0	461	24.47	27.25	11988985
G0MQN1	343	23.76	26.13	11988985
G0MQN2	73	25.57	28.29	11988985
G0MQN3	598	21.34	22.88	11988985
G0MQN4	194	29.45	33.16	11988985
G0MQN5	125	24.42	26.74	11988985
G0MQN6	192	23.77	26.29	11988985
G0MQN7	175	20.35	22.01	11988985
G0MQN8	120	24.03	25.84	11988985
G0MQN9	341	23.2	25.76	11988985
G0MQP0	364	21.27	22.16	11988985
G0MQP1	110	26.84	29.75	11988985
G0MQP2	127	24.69	27.51	11988985
G0MQP3	113	24.37	26.21	11988985
G0MQP4	197	25.82	27.95	11988985
G0MQP5	125	24.74	27.4	11988985
G0MQP6	218	24.1	26.01	11988985
G0MQP7	75	25.51	28.25	11988985
G0MQP8	988	21.47	23.28	11988985
G0MQP9	348	23.77	26.29	11988985
G0MQQ0	473	23.83	25.85	11988985
G0MQQ1	866	22.7	24.6	11988985
G0MQQ2	520	24.23	26.91	11988985
G0MQQ3	33	24.76	27.41	11988985
G0MQQ4	448	23.44	26.13	11988985
G0MQQ5	359	22.39	24.12	11988985
G0MQQ6	345	22.34	24.34	11988985
G0MQQ7	344	23.9	26.27	11988985
G0MQQ8	382	23.4	25.58	11988985
G0MQQ9	410	23.17	25.42	11988985
G0MQR0	381	24.38	26.33	11988985
G0MQR1	343	24.68	27.49	11988985
G0MQR2	343	25.19	27.98	11988985
G0MQR3	341	25.01	27.5	11988985
G0MQR4	344	25.52	28.41	11988985
G0MQR5	332	24.58	26.71	11988985
G0MQR6	352	24.93	27.49	11988985
G0MQR7	164	25.9	28.63	11988985
G0MQR8	613	22.42	23.27	11988985
G0MQR9	124	25.67	27.47	11988985
G0MQS0	26	26	29.15	11988985
G0MQS1	124	26.51	28.83	11988985
G0MQS2	510	25.19	27.71	11988985
G0MQS3	279	23.52	26.33	11988985
G0MQS4	133	23.28	26.14	11988985
G0MQS5	362	22.63	25.36	11988985
G0MQS6	673	19.48	20.21	11988985
G0MQS7	481	24.8	26.31	11988985
G0MQS8	445	24.67	26.2	11988985
G0MQS9	453	25.34	26.99	11988985
G0MQT0	396	25.02	26.71	11988985
G0MQT1	1022	24.38	26.91	11988985
G0MQT2	783	23.62	26.38	11988985
G0MQT3	323	22.65	24.33	11988985
G0MQT4	198	21.41	22.66	11988985
G0MQT5	278	24.02	25.73	11988985
G0MQT6	40	27.24	31.24	11988985
G0MQT7	741	24.76	27.72	11988985
G0MQT8	257	20.2	21.17	11988985
G0MQT9	43	22.29	23.38	11988985
G0MQU0	55	22.25	24.52	11988985
G0MQU1	115	22.95	24.46	11988985
G0MQU2	753	22	20.94	11988985
G0MQU3	304	22.75	23.53	11988985
G0MQU4	339	23.36	25	11988985
G0MQU5	610	25.11	27.13	11988985
G0MQU6	635	24.71	26.44	11988985
G0MQU7	424	25.38	28.31	11988985
G0MQU8	114	22.36	24.32	11988985
G0MQU9	109	22.64	24.99	11988985
G0MQV0	181	22.72	24.66	11988985
G0MQV1	98	22.02	23.68	11988985
G0MQV2	176	25.58	29.8	11988985
G0MQV3	278	25.97	29.27	11988985
G0MQV4	95	24.74	25.89	11988985
G0MQV5	71	27.31	30.18	11988985
G0MQV6	162	24.26	27.39	11988985
G0MQV7	450	23.13	24.71	11988985
G0MQV8	144	24.34	27.18	11988985
G0MQV9	325	23.44	26.2	11988985
G0MQW0	150	23.76	26.07	11988985
G0MQW1	79	25.49	25.77	11988985
G0MQW2	228	23.43	25.2	11988985
G0MQW3	147	26.37	28.41	11988985
G0MQW4	97	24.28	26.31	11988985
G0MQW5	434	24.83	27.65	11988985
G0MQW6	720	23.18	25.43	11988985
G0MQW7	602	23.27	25.13	11988985
G0MQW8	255	24.2	25.91	11988985
G0MQW9	292	23.02	24.88	11988985
G0MQX0	529	23.72	25.94	11988985
G0MQX1	400	22.87	26.23	11988985
G0MQX2	597	23.92	26.21	11988985
G0MQX3	630	22.96	25	11988985
G0MQX4	460	24.25	26.47	11988985
G0MQX5	754	23.26	25.13	11988985
G0MQX6	174	23.26	25.35	11988985
G0MQX7	481	25.07	27.25	11988985
G0MQX8	794	23.5	25.12	11988985
G0MQX9	484	21.88	23.58	11988985
G0MQY0	48	22.97	25.15	11988985
G0MQY1	594	23.6	25.61	11988985
G0MQY2	329	24	26.03	11988985
G0MQY3	538	21.63	23.09	11988985
G0MQY4	1113	24.68	26.43	11988985
G0MQY5	281	23.29	25.08	11988985
G0MQY6	654	20.56	21.75	11988985
G0MQY7	486	23.86	27.1	11988985
G0MQY8	574	25.14	27.97	11988985
G0MQY9	205	21.05	22.3	11988985
G0MQZ0	463	22.2	23.37	11988985
G0MQZ1	656	22.83	24.24	11988985
G0MQZ2	1725	21.84	22.53	11988985
G0MQZ3	225	22.85	24.45	11988985
G0MQZ4	161	22.9	24.45	11988985
G0MQZ5	437	23.54	25.77	11988985
G0MQZ6	154	26.73	30.12	11988985
G0MQZ7	345	22.61	24.79	11988985
G0MQZ8	277	24.73	27.23	11988985
G0MQZ9	852	22.85	24.74	11988985
G0MR00	1239	23.25	24.92	11988985
G0MR01	284	24.75	26.98	11988985
G0MR02	112	23.72	25.59	11988985
G0MR03	407	25.84	28.45	11988985
G0MR04	237	22.27	23.85	11988985
G0MR05	1249	22.25	23.75	11988985
G0MR06	310	25.07	27.41	11988985
G0MR07	357	24.98	27.18	11988985
G0MR08	208	27.29	30.85	11988985
G0MR09	246	23.61	26.25	11988985
G0MR10	249	22.84	25.15	11988985
G0MR11	268	22.88	25.21	11988985
G0MR12	258	22.47	24.95	11988985
G0MR13	205	22.63	23.39	11988985
G0MR14	263	23.39	25.02	11988985
G0MR15	898	23.26	24.97	11988985
G0MR16	444	23.02	25.01	11988985
G0MR17	262	25.98	28.89	11988985
G0MR18	87	23.77	26.81	11988985
G0MR19	80	24.54	27.68	11988985
G0MR20	1483	21.65	23.03	11988985
G0MR21	208	26.48	29.78	11988985
G0MR22	314	27.7	31.36	11988985
G0MR23	729	23.86	25.76	11988985
G0MR24	14	26.57	29.71	11988985
G0MR25	93	21.19	22.11	11988985
G0MR26	890	22.92	25.07	11988985
G0MR27	176	22.25	24.22	11988985
G0MR28	1899	21.05	21.26	11988985
G0MR29	563	23.35	24.39	11988985
G0MR30	193	24.29	25.64	11988985
G0MR31	202	25.03	26.99	11988985
G0MR32	366	18.85	19.34	11988985
G0MR33	581	22.38	24.03	11988985
G0MR34	224	22.49	24.73	11988985
G0MR35	349	21.49	22.61	11988985
G0MR36	196	23.74	25.81	11988985
G0MR37	30	34.64	39.38	11988985
G0MR38	667	23.72	26.08	11988985
G0MR39	263	26.03	28.26	11988985
G0MR40	267	23.16	25.11	11988985
G0MR41	2165	23.37	25.37	11988985
G0MR42	271	22.33	25.14	11988985
G0MR43	311	25.12	27.57	11988985
G0MR44	652	23.2	24.67	11988985
G0MR45	192	23.46	25.74	11988985
G0MR46	173	23.03	24.27	11988985
G0MR47	87	19.99	22.97	11988985
G0MR48	305	24.47	26.88	11988985
G0MR49	223	23.53	25.78	11988985
G0MR50	250	23.23	25.1	11988985
G0MR51	132	25.63	27.74	11988985
G0MR52	66	22.39	24.54	11988985
G0MR53	301	24.64	27.24	11988985
G0MR54	368	21.99	24.3	11988985
G0MR55	124	21.56	23.49	11988985
G0MR56	116	20.39	21.54	11988985
G0MR57	1027	25.1	27.83	11988985
G0MR58	115	21.13	23.31	11988985
G0MR59	385	23.88	25.84	11988985
G0MR60	470	24.16	26.53	11988985
G0MR61	583	23.21	25.81	11988985
G0MR62	240	26.89	30.7	11988985
G0MR63	199	24.85	28.08	11988985
G0MR64	301	23.26	25.91	11988985
G0MR65	234	23.96	26.24	11988985
G0MR66	225	24.52	27.4	11988985
G0MR67	127	24.68	27.53	11988985
G0MR68	128	23.81	26.66	11988985
G0MR69	146	26.69	30.73	11988985
G0MR70	179	26.1	28.94	11988985
G0MR71	607	23.65	26.39	11988985
G0MR72	197	23.8	26.59	11988985
G0MR73	264	24.14	26.32	11988985
G0MR74	332	26.99	30.69	11988985
G0MR75	175	26.41	30.55	11988985
G0MR76	300	27.51	31.43	11988985
G0MR77	288	24.59	27.02	11988985
G0MR78	279	26.89	30.19	11988985
G0MR79	101	25.23	28.44	11988985
G0MR80	273	24.34	26.97	11988985
G0MR81	283	22.66	25.27	11988985
G0MR82	247	24.37	27.17	11988985
G0MR83	240	23.21	25.03	11988985
G0MR84	176	24.09	26.57	11988985
G0MR85	1103	23.07	25.19	11988985
G0MR86	183	23.08	25.46	11988985
G0MR87	361	21.97	24.25	11988985
G0MR88	204	22.08	24.85	11988985
G0MR89	204	22.28	24.51	11988985
G0MR90	350	24.8	27.37	11988985
G0MR91	175	24.78	27.42	11988985
G0MR92	922	22.95	24.95	11988985
G0MR93	1199	23.4	25.04	11988985
G0MR94	28	30.5	34.11	11988985
G0MR95	419	25.41	28.09	11988985
G0MR96	419	24.93	27.58	11988985
G0MR97	171	22.39	25.2	11988985
G0MR98	206	23.35	25.48	11988985
G0MR99	186	24.11	26.49	11988985
G0MRA0	1047	24.58	26.97	11988985
G0MRA1	384	26.28	29.62	11988985
G0MRA2	341	28.36	32.07	11988985
G0MRA3	328	29	32.63	11988985
G0MRA4	379	26.78	30.25	11988985
G0MRA5	491	25.47	28.23	11988985
G0MRA6	308	24.09	26.23	11988985
G0MRA7	241	22.1	23.51	11988985
G0MRA8	281	19.01	19.87	11988985
G0MRA9	378	22.44	24.43	11988985
G0MRB0	151	23.87	24.53	11988985
G0MRB1	130	23.17	24.97	11988985
G0MRB2	815	23.42	26.26	11988985
G0MRB3	89	22.7	24.47	11988985
G0MRB4	422	24.98	28.23	11988985
G0MRB5	501	25.97	29.64	11988985
G0MRB6	503	26.48	29.6	11988985
G0MRB7	779	25.26	27.23	11988985
G0MRB8	450	22.43	24.39	11988985
G0MRB9	326	24.85	26.83	11988985
G0MRC0	425	22.9	24.01	11988985
G0MRC1	312	24.32	26.41	11988985
G0MRC2	194	23.81	26.37	11988985
G0MRC3	157	24.35	27.35	11988985
G0MRC4	461	23.5	26.49	11988985
G0MRC5	232	23.97	25.25	11988985
G0MRC6	1701	23.59	25.89	11988985
G0MRC7	562	24.67	27.85	11988985
G0MRC8	401	23.78	25.61	11988985
G0MRC9	624	23.24	25.63	11988985
G0MRD0	320	22.78	24.98	11988985
G0MRD1	423	22.51	24.47	11988985
G0MRD2	525	22.4	24.47	11988985
G0MRD3	228	23.16	25.22	11988985
G0MRD4	441	25.08	27.86	11988985
G0MRD5	113	24.42	26.83	11988985
G0MRD6	457	25.41	28.2	11988985
G0MRD7	189	22.58	24.95	11988985
G0MRD8	733	24.45	26.87	11988985
G0MRD9	215	22.01	23.95	11988985
G0MRE0	181	26.46	30.17	11988985
G0MRE1	143	25.38	28.15	11988985
G0MRE2	442	23.57	25.79	11988985
G0MRE3	62	24.7	26.15	11988985
G0MRE4	1041	21.53	23.49	11988985
G0MRE5	137	25.66	27.5	11988985
G0MRE6	622	25.3	27.7	11988985
G0MRE7	52	22.27	24.82	11988985
G0MRE8	272	27.44	31.01	11988985
G0MRE9	135	24.45	27.62	11988985
G0MRF0	347	17.49	16.86	11988985
G0MRF1	130	25.32	27.89	11988985
G0MRF2	466	25.98	28.65	11988985
G0MRF3	312	24.37	26.79	11988985
G0MRF4	737	22.22	24.85	11988985
G0MRF5	132	23.43	25.36	11988985
G0MRF6	1105	22.38	23.8	11988985
G0MRF7	278	23.07	24.81	11988985
G0MRF8	334	23.21	25.06	11988985
G0MRF9	675	21.44	22.5	11988985
G0MRG0	134	23.99	25.15	11988985
G0MRG1	259	24.16	26.16	11988985
G0MRG2	272	23.5	25.92	11988985
G0MRG3	136	22.73	24.19	11988985
G0MRG4	945	24.21	26.85	11988985
G0MRG5	82	22.56	23.25	11988985
G0MRG6	343	24.86	27.17	11988985
G0MRG7	361	23.8	25.93	11988985
G0MRG8	444	25.11	28.41	11988985
G0MRG9	147	22.14	24.45	11988985
G0MRH0	177	25.25	27.93	11988985
G0MRH1	338	22.8	25.28	11988985
G0MRH2	199	25.08	27.49	11988985
G0MRH3	677	23.3	26.06	11988985
G0MRH4	492	23.48	25.94	11988985
G0MRH5	73	24.5	26.75	11988985
G0MRH6	620	23.76	26.48	11988985
G0MRH7	320	24.42	27.29	11988985
G0MRH8	416	22.41	25.15	11988985
G0MRH9	639	21.95	24.43	11988985
G0MRI0	153	27.25	30.03	11988985
G0MRI1	244	26.9	29.98	11988985
G0MRI2	368	23.62	25.38	11988985
G0MRI3	611	24.36	26.94	11988985
G0MRI4	241	23.91	26.09	11988985
G0MRI5	241	22.85	24.92	11988985
G0MRI6	446	22.76	25.07	11988985
G0MRI7	196	26.09	28.57	11988985
G0MRI8	15	25.55	27.37	11988985
G0MRI9	318	27.55	30.86	11988985
G0MRJ0	151	24.77	28.01	11988985
G0MRJ1	181	23.18	26.02	11988985
G0MRJ2	301	23.5	24.69	11988985
G0MRJ3	265	23.66	24.49	11988985
G0MRJ4	328	24.75	27.18	11988985
G0MRJ5	317	24.41	26.97	11988985
G0MRJ6	18	31.72	34.86	11988985
G0MRJ7	24	30.85	34.17	11988985
G0MRJ8	373	25.16	27.64	11988985
G0MRJ9	276	25.24	28.5	11988985
G0MRK0	315	24.32	27.67	11988985
G0MRK1	206	25.7	27.25	11988985
