Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
F6SRW6	398	24.64	27.23	5370518
F6SRZ2	233	21.9	23.45	5370518
F6SS00	470	23.24	25.49	5370518
F6SS10	575	24.55	26.6	5370518
F6SS18	488	23.38	25.41	5370518
F6SS27	243	25.46	28.13	5370518
F6SS40	120	24	26.15	5370518
F6SS61	245	24.33	27.31	5370518
F6SS76	324	22.99	24.88	5370518
F6SS98	365	21.21	22.91	5370518
F6SSA8	326	25.79	28.71	5370518
F6SSD6	241	24.26	26.63	5370518
F6SSF8	202	24.27	26.86	5370518
F6SSG7	419	22.46	24.44	5370518
F6SSH7	251	26.52	28.77	5370518
F6SSI2	1518	23.68	26.11	5370518
F6SSI8	323	21.56	23.69	5370518
F6SSJ7	116	21.99	24.66	5370518
F6SSK4	399	25.88	28.32	5370518
F6SSL3	474	22.27	25.03	5370518
F6SSM8	281	23.91	26.05	5370518
F6SSN4	165	25.89	28.8	5370518
F6SSP0	888	22.81	25.24	5370518
F6SSP8	609	25.19	27.34	5370518
F6SSQ7	660	24.58	26.95	5370518
F6SSR3	426	23.35	25.58	5370518
F6SSS2	108	24.42	27.26	5370518
F6SSS9	238	24.53	27.01	5370518
F6SST4	132	23.56	25.53	5370518
F6SSU2	387	25.15	27.81	5370518
F6SSU9	192	23.88	26.02	5370518
F6SSV7	88	25.41	27.44	5370518
F6SSW4	443	22.15	24.68	5370518
F6SSX2	524	22.65	25.32	5370518
F6ST26	307	24.06	26.95	5370518
F6ST44	820	23.98	26.15	5370518
F6ST69	410	24.11	26.55	5370518
F6ST74	39	21.74	23.47	5370518
F6STG8	407	20.27	21.21	5370518
F6STK4	43	27.53	30.37	5370518
F6STM2	157	24.09	26.17	5370518
F6STM9	189	26.56	28.71	5370518
F6STN5	205	23.54	26.22	5370518
F6STU7	300	24.33	27.07	5370518
F6STW3	1167	21.71	23.82	5370518
F6SU13	136	24.98	26.23	5370518
F6SU46	65	23.72	26.45	5370518
F6SU54	274	22.71	25.73	5370518
F6SU61	286	22.78	25.6	5370518
F6SU68	133	23.94	26.82	5370518
F6SU74	774	25.53	28.16	5370518
F6SUA6	424	24.35	27.04	5370518
F6SUC2	1814	22.88	24.72	5370518
F6SUC9	1841	22.4	24.71	5370518
F6SUH2	230	26.38	29.84	5370518
F6SUJ3	378	23.05	24.36	5370518
F6SUJ8	318	21.85	23.66	5370518
F6SUL1	307	23.91	26.22	5370518
F6SUM0	501	23.6	25.82	5370518
F6SUP0	712	24.46	27.52	5370518
F6SUP9	138	26.11	29.15	5370518
F6SUR2	910	21.86	23.08	5370518
F6SUS9	370	22.63	25.2	5370518
F6SUT6	1145	22.58	24.17	5370518
F6SUU2	1836	23.08	24.52	5370518
F6SUV6	223	24.55	27.1	5370518
F6SUX9	653	25.46	29	5370518
F6SUZ4	195	23.9	25.82	5370518
F6SV09	202	25.21	27.97	5370518
F6SV73	263	24.37	26.54	5370518
F6SVB2	196	24.54	26.58	5370518
F6SVD8	49	21.64	23.46	5370518
F6SVE4	174	24.08	25.25	5370518
F6SVI8	738	23.76	26.19	5370518
F6SVK8	600	23.29	25.84	5370518
F6SVM4	221	23.8	26.38	5370518
F6SVM8	1499	23.45	25.92	5370518
F6SVN8	252	23.63	26.22	5370518
F6SVP7	423	24.01	26.6	5370518
F6SVR6	214	23.13	24.57	5370518
F6SVR9	450	22.92	25.05	5370518
F6SVU6	477	25.27	28.73	5370518
F6SVV3	229	22.21	24.14	5370518
F6SVW0	249	23.63	26.13	5370518
F6SVZ4	227	21.2	22.9	5370518
F6SW03	362	22.13	23.63	5370518
F6SW11	36	25.69	28.81	5370518
F6SW20	436	23.32	25.6	5370518
F6SW71	988	24.55	27.13	5370518
F6SW98	524	24.71	26.9	5370518
F6SWB6	457	24.34	26.14	5370518
F6SWC9	363	24.23	26.64	5370518
F6SWF0	181	21.21	22.63	5370518
F6SWF5	96	22.49	24.09	5370518
F6SWH7	841	23.89	26.14	5370518
F6SWJ9	130	24.17	27.63	5370518
F6SWL4	1355	23.75	26.2	5370518
F6SWL8	54	24.62	26.52	5370518
F6SWM7	579	22.3	23.45	5370518
F6SWN3	347	22.76	23.9	5370518
F6SWT2	910	22.79	24.92	5370518
F6SWU7	370	22.92	24.87	5370518
F6SWW8	674	24.75	27.96	5370518
F6SWY4	393	24.78	27.66	5370518
F6SWZ3	977	23.11	25.08	5370518
F6SX21	107	24.74	27.96	5370518
F6SX63	150	21.84	25.33	5370518
F6SX67	125	23.06	25.28	5370518
F6SX75	161	23.12	25.28	5370518
F6SX89	382	23.95	26.36	5370518
F6SX96	192	21.81	23.16	5370518
F6SXA9	1073	24	26.38	5370518
F6SXC5	109	24.16	26.68	5370518
F6SXF0	324	23.7	26.35	5370518
F6SXJ8	100	26.09	27.77	5370518
F6SXK5	504	25.23	27.77	5370518
F6SXL4	192	25.25	26.51	5370518
F6SXM4	659	22.14	24.64	5370518
F6SXN2	524	24.04	26.67	5370518
F6SXP0	144	25.3	29.09	5370518
F6SXP9	584	22.86	24.49	5370518
F6SXQ6	1041	21.98	24.26	5370518
F6SXS1	932	23.9	26.18	5370518
F6SXS9	227	23.49	25.8	5370518
F6SXV5	470	24.53	27.19	5370518
F6SXW5	1463	22.15	24.08	5370518
F6SXX0	226	23.7	26.2	5370518
F6SXX6	232	23.44	25.95	5370518
F6SXZ3	362	23.79	26.32	5370518
F6SY07	474	25.29	27.74	5370518
F6SY14	453	24.96	27.4	5370518
F6SY22	307	22.65	24.45	5370518
F6SY47	160	26.39	30.91	5370518
F6SY55	528	24	26.48	5370518
F6SY72	455	22.72	24.74	5370518
F6SY80	380	25.06	27.29	5370518
F6SY86	650	24.62	27.26	5370518
F6SY99	329	21.77	23.28	5370518
F6SYB9	141	23.7	25.76	5370518
F6SYC7	153	25.79	28.52	5370518
F6SYD5	134	23.73	26.46	5370518
F6SYE0	216	24.2	26.43	5370518
F6SYE6	273	24.59	27.45	5370518
F6SYF4	572	24.89	27.7	5370518
F6SYG2	396	24.04	26.09	5370518
F6SYI0	231	24.09	26.21	5370518
F6SYI7	202	23.48	25.76	5370518
F6SYJ4	192	21.87	24.18	5370518
F6SYK2	159	21.14	21.44	5370518
F6SYL0	446	23.22	25.2	5370518
F6SYM5	610	22.68	23.8	5370518
F6SYN7	279	26.81	30.44	5370518
F6SYR3	299	23.62	26.59	5370518
F6SYS0	102	26.74	30.12	5370518
F6SYS7	140	22.34	24.19	5370518
F6SYT5	358	22.91	25.45	5370518
F6SYU8	139	23	25.5	5370518
F6SYV7	590	22.75	24.95	5370518
F6SYW5	684	25.31	27.57	5370518
F6SYX7	624	23.91	25.92	5370518
F6SYZ4	435	26.39	29.44	5370518
F6SZ23	880	22.37	24.1	5370518
F6SZ37	844	23.89	26.32	5370518
F6SZ48	844	19.54	20.62	5370518
F6SZ54	360	23.61	26.57	5370518
F6SZ94	458	25.04	27.91	5370518
F6SZB5	148	24.13	26.26	5370518
F6SZD3	376	22.78	25.33	5370518
F6SZE1	1009	22.83	24.6	5370518
F6SZF0	139	24.75	26.77	5370518
F6SZF9	219	22.25	23.96	5370518
F6SZH9	248	23.77	26.67	5370518
F6SZL1	310	23.22	25.75	5370518
F6SZN1	183	23.19	25.51	5370518
F6SZQ0	375	24.07	26.21	5370518
F6SZQ5	558	23.23	25.45	5370518
F6SZR5	137	23.67	26.15	5370518
F6SZT1	157	23.53	25.91	5370518
F6SZT6	773	24.47	27.23	5370518
F6SZU4	640	23.7	26.41	5370518
F6SZU9	287	23.72	25.09	5370518
F6SZY0	560	23.54	26.05	5370518
F6SZZ3	192	22.44	24.51	5370518
F6T010	374	24.92	27.33	5370518
F6T047	233	22.64	24.37	5370518
F6T060	702	24.04	26.61	5370518
F6T065	494	23.48	25.63	5370518
F6T072	587	23.43	25.93	5370518
F6T090	421	24.11	27.06	5370518
F6T0A0	501	23.72	26.43	5370518
F6T0B7	336	22.57	24.8	5370518
F6T0D0	136	20.76	23.26	5370518
F6T0F1	2241	23.61	25.68	5370518
F6T0H3	327	24.02	26.74	5370518
F6T0I2	259	23.23	24.65	5370518
F6T0I7	364	23.67	24.77	5370518
F6T0J5	253	22.76	24.72	5370518
F6T0K4	573	23.35	25.1	5370518
F6T0L0	719	24.81	27.09	5370518
F6T0L9	398	25.44	27.45	5370518
F6T0P8	446	22.92	25.3	5370518
F6T0R3	161	21.42	22.94	5370518
F6T0R8	67	23.51	25.39	5370518
F6T0T4	476	21.24	24.04	5370518
F6T0U0	119	24.28	26.34	5370518
F6T0U6	298	26.01	28.58	5370518
F6T0V1	440	25.46	29.03	5370518
F6T0X5	345	23.86	26.48	5370518
F6T0Z3	263	27.01	29.72	5370518
F6T0Z8	130	20.46	21.91	5370518
F6T107	441	21.23	23.04	5370518
F6T113	364	22.85	26.12	5370518
F6T120	357	23.9	26.65	5370518
F6T143	607	22.97	25.02	5370518
F6T172	234	24.96	27.75	5370518
F6T1C1	171	20.72	22.27	5370518
F6T1D8	166	24.89	27.9	5370518
F6T1G9	316	26.05	29.54	5370518
F6T1J0	109	23.28	25.93	5370518
F6T1J8	673	24.14	26.46	5370518
F6T1L5	551	24.01	26.68	5370518
F6T1T3	310	24.04	26.48	5370518
F6T1X5	508	24.53	27.35	5370518
F6T1Y9	517	23.09	25.52	5370518
F6T1Z7	356	25.14	28.05	5370518
F6T264	62	23.87	26.75	5370518
F6T283	454	24.93	27.65	5370518
F6T2A6	149	22.09	24.05	5370518
F6T2C1	149	21.74	23.7	5370518
F6T2D0	1073	23.28	25.73	5370518
F6T2G1	298	24.4	26.91	5370518
F6T2M3	973	21.7	23.55	5370518
F6T2N7	243	24.42	27.62	5370518
F6T2R5	914	23.22	25.19	5370518
F6T2S3	540	23.23	25.43	5370518
F6T2T0	401	26.37	28.95	5370518
F6T2V4	109	24.14	27.2	5370518
F6T2W0	388	23	24.14	5370518
F6T2X1	367	24.25	26.63	5370518
F6T2X8	451	23.83	27.1	5370518
F6T302	414	22.07	23.12	5370518
F6T310	449	23.63	25.83	5370518
F6T336	354	25.69	28.86	5370518
F6T368	276	24.32	26.97	5370518
F6T377	415	22.73	24.81	5370518
F6T385	612	23.2	25.56	5370518
F6T3B5	186	24.02	26.25	5370518
F6T3G6	310	23.52	26.04	5370518
F6T3H3	152	24.43	26.94	5370518
F6T3I7	197	22.44	25.29	5370518
F6T3J4	200	22.29	24.69	5370518
F6T3M2	366	22.64	24.31	5370518
F6T3M6	401	23.54	25.69	5370518
F6T3R5	63	20.28	22.34	5370518
F6T3V6	573	21.85	23.12	5370518
F6T435	287	25.44	28.11	5370518
F6T453	430	23.27	25.75	5370518
F6T460	79	21.67	23.37	5370518
F6T485	166	22.43	24.1	5370518
F6T4C7	138	20.72	21.93	5370518
F6T4G2	218	22.61	24.85	5370518
F6T4M6	199	24.02	27.41	5370518
F6T4P9	82	24.58	26.54	5370518
F6T4Q9	230	23.85	27.03	5370518
F6T4R7	161	27.98	31.31	5370518
F6T4T6	411	22.51	24.36	5370518
F6T4U7	302	26.96	30.51	5370518
F6T4V8	550	24.19	26.7	5370518
F6T4X9	229	24.26	26.84	5370518
F6T4Y7	856	24.36	26.6	5370518
F6T4Z2	202	24.14	26.95	5370518
F6T505	305	24.28	27.29	5370518
F6T511	413	23.87	26.86	5370518
F6T518	211	23.48	26.72	5370518
F6T526	303	23.17	25.3	5370518
F6T536	69	21.44	22.76	5370518
F6T569	217	24.33	27.09	5370518
F6T575	392	24.55	26.97	5370518
F6T5A7	443	25.36	27.79	5370518
F6T5E3	739	24.34	26.59	5370518
F6T5H3	505	22.78	23.85	5370518
F6T5I8	234	25.92	28.7	5370518
F6T5K5	216	21.94	23.83	5370518
F6T5L0	343	23.76	26.06	5370518
F6T5M6	683	23.87	26.69	5370518
F6T5Q1	199	24.44	27.33	5370518
F6T5Q7	481	23.7	25.65	5370518
F6T5R3	530	23.07	25.16	5370518
F6T5S1	251	22.04	23.75	5370518
F6T5V0	481	23.32	26.2	5370518
F6T5V5	416	23.23	25.73	5370518
F6T5W3	395	22.72	25.15	5370518
F6T5Z7	341	24.29	27.33	5370518
F6T614	230	25.38	28.26	5370518
F6T628	99	25.75	29.26	5370518
F6T636	540	23.96	26.67	5370518
F6T646	171	23.07	25.81	5370518
F6T649	224	21.08	21.73	5370518
F6T657	38	22.16	22.18	5370518
F6T674	53	29.01	32.05	5370518
F6T692	100	21.18	22.8	5370518
F6T6D5	224	24.88	27.46	5370518
F6T6E4	951	24.17	26.91	5370518
F6T6F5	179	24.55	26.97	5370518
F6T6I0	330	23.71	26.31	5370518
F6T6J2	327	23.58	26.09	5370518
F6T6N4	341	23.66	26.37	5370518
F6T6R4	118	21.3	23.42	5370518
F6T6V3	234	24.92	27.12	5370518
F6T6W5	166	25.22	27.35	5370518
F6T6X1	431	22.53	22.28	5370518
F6T6Y0	825	22.02	23.46	5370518
F6T6Y7	225	24.81	27.49	5370518
F6T718	440	24.44	26.33	5370518
F6T724	335	24.31	26.86	5370518
F6T771	145	21.88	23.5	5370518
F6T780	447	24.17	26.37	5370518
F6T788	216	25.68	29.79	5370518
F6T794	205	20.86	22.35	5370518
F6T7B1	328	23.68	26.31	5370518
F6T7E5	478	24.5	26.41	5370518
F6T7F9	480	24.5	26.63	5370518
F6T7G8	256	21.48	23.31	5370518
F6T7H6	560	22.85	25.27	5370518
F6T7J7	306	22.59	24.55	5370518
F6T7K5	196	24.84	27.63	5370518
F6T7L2	196	24.99	26.67	5370518
F6T7M7	492	24.44	27.11	5370518
F6T7N2	131	20.15	22.36	5370518
F6T7Q1	640	24.24	26.25	5370518
F6T7R0	450	23.38	25.74	5370518
F6T7U7	87	26.69	29.61	5370518
F6T7Y2	126	24.27	27.57	5370518
F6T7Y6	183	24.08	26.74	5370518
F6T7Z6	288	23.84	26.94	5370518
F6T860	206	24.48	27.14	5370518
F6T886	375	23.12	25.23	5370518
F6T8A4	297	23.38	26.03	5370518
F6T8B2	341	25.19	27.84	5370518
F6T8C2	355	26.25	29.93	5370518
F6T8C7	378	23.59	25.66	5370518
F6T8D5	120	22.78	24.93	5370518
F6T8J5	156	24.94	27.25	5370518
F6T8N0	841	20.93	23.34	5370518
F6T8N6	1291	25.22	28.23	5370518
F6T8P3	1596	24.29	26.89	5370518
F6T8R8	311	22.91	25.68	5370518
F6T8V7	52	20.2	20	5370518
F6T8Y3	344	24.33	27.07	5370518
F6T949	264	22.46	24.71	5370518
F6T957	589	22.64	25.19	5370518
F6T9F6	163	25.64	27.37	5370518
F6T9H4	251	21.34	23	5370518
F6T9K3	298	21.79	24.24	5370518
F6T9L2	1315	23.2	25.18	5370518
F6T9M1	419	22.95	25.19	5370518
F6T9N5	220	21.9	24.47	5370518
F6T9Q2	55	28.23	32.05	5370518
F6T9R1	151	21.63	23.2	5370518
F6T9R9	194	20.84	22.27	5370518
F6T9S9	681	21.54	23.33	5370518
F6T9U4	397	24.87	26.89	5370518
F6T9V7	141	25.56	28.22	5370518
F6T9W3	321	21.51	23.69	5370518
F6T9X3	761	22.26	24.64	5370518
F6T9Y4	659	22.61	24.17	5370518
F6T9Z1	459	21.82	23.85	5370518
F6TA08	247	23.82	26.03	5370518
F6TA16	335	24.88	27.68	5370518
F6TA22	512	25.43	28.94	5370518
F6TA62	474	21.96	23.13	5370518
F6TAA1	598	22.9	25.39	5370518
F6TAB1	237	24.48	26.98	5370518
F6TAB9	93	27.05	29.11	5370518
F6TAC8	168	21.28	22.91	5370518
F6TAD8	511	25.1	27.91	5370518
F6TAG3	164	25.26	28.41	5370518
F6TAH1	152	25.21	27.63	5370518
F6TAI3	160	24.76	27.67	5370518
F6TAK3	782	22.4	24.01	5370518
F6TAK8	367	25.19	27.78	5370518
F6TAL4	325	25.07	27.7	5370518
F6TAM4	391	25.67	28.56	5370518
F6TAP2	564	25.15	28.03	5370518
F6TAR1	486	24.75	27.16	5370518
F6TAS2	513	22.16	23.95	5370518
F6TAS5	158	23.42	25.81	5370518
F6TAU3	82	22.66	25.32	5370518
F6TAV4	382	22.96	25	5370518
F6TAY9	212	23.66	26.21	5370518
F6TB02	767	20.17	21.69	5370518
F6TB08	604	20.87	21.92	5370518
F6TB31	274	24.13	26.56	5370518
F6TB36	240	24.01	25.47	5370518
F6TB46	570	24.52	28.23	5370518
F6TB77	790	23.03	24.89	5370518
F6TB84	400	23.3	25.58	5370518
F6TBA1	190	24.39	27.1	5370518
F6TBB0	432	25.02	27.72	5370518
F6TBC4	347	22.41	24.7	5370518
F6TBD1	455	24.46	27.86	5370518
F6TBD6	279	24.06	26.83	5370518
F6TBE2	444	24.01	26.22	5370518
F6TBF1	170	24.79	26.71	5370518
F6TBF9	407	23.59	25	5370518
F6TBG7	1221	22.6	24.54	5370518
F6TBK2	319	22.23	24.62	5370518
F6TBM3	307	22.18	23.92	5370518
F6TBP5	155	25.23	27.89	5370518
F6TBS1	235	23.83	26.98	5370518
F6TBT3	450	25.73	29.3	5370518
F6TBU9	375	25.38	27.85	5370518
F6TBV6	344	23.47	25.83	5370518
F6TBW4	947	22.94	24.67	5370518
F6TBZ1	372	25.16	26.72	5370518
F6TC09	348	26.11	28.88	5370518
F6TC17	246	22	23.24	5370518
F6TC27	425	23.67	26.16	5370518
F6TC42	196	23.31	26.27	5370518
F6TC50	216	23.85	26.13	5370518
F6TC56	271	22.96	25.4	5370518
F6TC64	242	23.39	25.04	5370518
F6TC72	199	23.45	24.7	5370518
F6TC91	813	23.12	25.43	5370518
F6TCA9	540	24.59	26.53	5370518
F6TCC8	365	23.44	26.14	5370518
F6TCE2	219	24.49	26.77	5370518
F6TCF1	975	23.42	26.04	5370518
F6TCF8	200	24.03	26.23	5370518
F6TCG6	199	23.35	25.78	5370518
F6TCH6	411	24.09	26.32	5370518
F6TCI5	624	23.47	26.04	5370518
F6TCN9	205	22.29	23.29	5370518
F6TCP6	207	22.43	24.75	5370518
F6TCR0	548	23.5	26.09	5370518
F6TCT1	1074	24.43	27.1	5370518
F6TCV8	136	22.44	24.17	5370518
F6TCW5	96	23.93	26.39	5370518
F6TCX3	167	23.74	25.6	5370518
F6TCY4	182	24.38	26.54	5370518
F6TCY9	61	24.5	27.02	5370518
F6TD07	369	24.28	27.29	5370518
F6TD21	21338	22.66	24.74	5370518
F6TD74	362	22.91	24.31	5370518
F6TD87	163	23.95	26.01	5370518
F6TDB0	1205	24.61	27.13	5370518
F6TDC3	165	24.98	27.35	5370518
F6TDC8	269	24.35	27.12	5370518
F6TDD6	1031	23.14	25.31	5370518
F6TDF7	248	24.04	26.08	5370518
F6TDG4	95	22.55	24.48	5370518
F6TDH1	193	24.02	27.15	5370518
F6TDH8	239	24.27	26.77	5370518
F6TDJ3	228	23.9	26.46	5370518
F6TDK2	567	22.61	23.62	5370518
F6TDK9	136	24.03	26.92	5370518
F6TDN1	583	24.69	26.95	5370518
F6TDP5	317	24.16	26.79	5370518
F6TDQ4	251	20.97	21.97	5370518
F6TDS0	379	24.41	26.74	5370518
F6TDV1	289	23.15	25.53	5370518
F6TDY7	99	23.78	26.09	5370518
F6TDZ5	601	24.09	26.37	5370518
F6TE09	442	24.14	25.96	5370518
F6TE32	167	22.11	24.4	5370518
F6TE43	158	27.4	30.21	5370518
F6TE65	254	25.43	28.84	5370518
F6TE72	172	23.5	25.59	5370518
F6TE87	186	22.2	23.8	5370518
F6TEA0	398	23.01	25.15	5370518
F6TEA7	587	24.33	26.89	5370518
F6TEH9	147	22.06	23.99	5370518
F6TEI5	215	25.65	28.32	5370518
F6TEJ9	207	23.78	25.91	5370518
F6TEM5	578	22.52	24.24	5370518
F6TEN3	663	23.79	26.32	5370518
F6TEP2	200	26	28.91	5370518
F6TEQ0	206	22.08	24.88	5370518
F6TEQ5	56	21.41	22.39	5370518
F6TER2	206	24.54	26.69	5370518
F6TEV5	154	24.55	26.37	5370518
F6TEX2	74	22.25	24.21	5370518
F6TEX9	165	23.7	27.4	5370518
F6TEZ1	366	24.63	27.24	5370518
F6TF00	264	23.6	26.19	5370518
F6TF08	474	24.43	26.82	5370518
F6TF16	236	22.9	26.11	5370518
F6TF50	1310	23.79	25.74	5370518
F6TF71	180	21.09	23.44	5370518
F6TF77	194	23.25	25.9	5370518
F6TF85	574	23.23	25.02	5370518
F6TF93	311	24.65	26.89	5370518
F6TFA5	218	25.36	28.77	5370518
F6TFC4	542	23.68	26.11	5370518
F6TFD0	322	23.36	25.51	5370518
F6TFE2	283	23.44	25.44	5370518
F6TFE5	573	25.44	29.14	5370518
F6TFG0	180	22.05	24.73	5370518
F6TFJ1	527	22.18	24.11	5370518
F6TFU0	304	26.37	29.63	5370518
F6TFV0	420	23.72	26.07	5370518
F6TFW1	225	23.65	25.22	5370518
F6TFY3	203	24.47	27.94	5370518
F6TG17	153	25.23	27.98	5370518
F6TG24	735	24.99	27.49	5370518
F6TG38	582	23.18	24.85	5370518
F6TGA3	561	23.72	25.68	5370518
F6TGA7	490	21.44	22.71	5370518
F6TGC0	145	24.06	25.43	5370518
F6TGD6	1320	24.91	27.15	5370518
F6TGF6	679	24.92	27.5	5370518
F6TGG6	89	25.62	28.44	5370518
F6TGH1	648	23.33	25.51	5370518
F6TGJ7	528	22.39	24.71	5370518
F6TGK6	784	23.7	26.07	5370518
F6TGL0	178	22.51	25.03	5370518
F6TGT7	597	22.84	23.91	5370518
F6TGU6	420	23.67	25.12	5370518
F6TGV4	704	23.93	26.55	5370518
F6TGX2	315	25.03	27.38	5370518
F6TGX7	364	22.22	24.54	5370518
F6TGY3	770	21.51	22.72	5370518
F6TGZ0	413	22.53	23.95	5370518
F6TH13	150	24.35	26	5370518
F6TH41	134	24.28	25.99	5370518
F6TH49	241	24.77	27.59	5370518
F6TH72	184	21.83	24.28	5370518
F6THA9	127	25.17	27.45	5370518
F6THB4	181	24.48	27.13	5370518
F6THC9	537	22.98	25.53	5370518
F6THF9	1378	24.95	27.29	5370518
F6THG7	285	24.51	26.33	5370518
F6THL0	785	22.7	24.38	5370518
F6THM1	606	22.95	24.92	5370518
F6THQ0	165	26.29	29.33	5370518
F6THR3	190	24.96	28.25	5370518
F6THS9	273	26.8	29.74	5370518
F6THT6	235	26.21	30.26	5370518
F6THU3	491	25.61	27.97	5370518
F6THW7	317	25.46	29.81	5370518
F6THX7	511	20.07	22.43	5370518
F6THY1	453	23.41	25.04	5370518
F6THZ9	149	25.79	29.28	5370518
F6TI06	141	23.62	27.49	5370518
F6TI21	212	25.17	28.1	5370518
F6TI28	364	24.51	26.72	5370518
F6TI40	335	28.53	32.36	5370518
F6TI46	222	24.33	26.27	5370518
F6TI55	753	24.81	27.46	5370518
F6TI62	250	21.25	22.8	5370518
F6TI69	338	27.59	31.17	5370518
F6TI75	554	23.11	25	5370518
F6TI93	98	22.99	25.39	5370518
F6TIA8	524	24	26.61	5370518
F6TIF0	664	24.47	27.89	5370518
F6TIH0	378	25.53	28.88	5370518
F6TIH6	348	26.88	30.09	5370518
F6TIJ2	186	23.16	25.84	5370518
F6TIJ9	853	24	26.03	5370518
F6TIK7	480	21.88	24.02	5370518
F6TIL4	660	23.36	24.89	5370518
F6TIM2	430	23.38	25.93	5370518
F6TIR0	1024	22.86	25.32	5370518
F6TIT1	144	26.78	31.06	5370518
F6TIT7	181	23.38	24.7	5370518
F6TIU3	326	24.2	26.58	5370518
F6TIX8	1308	21.6	23.49	5370518
F6TIY7	479	22.54	24.76	5370518
F6TIZ3	994	23.97	25.98	5370518
F6TJ09	238	23.82	25.96	5370518
F6TJ37	331	23.89	26.6	5370518
F6TJ44	618	21.69	23.83	5370518
F6TJ56	103	23.22	25.26	5370518
F6TJ64	233	23.13	25.55	5370518
F6TJ71	558	23.71	25.96	5370518
F6TJ76	205	23.66	26.14	5370518
F6TJ96	200	22.35	24.41	5370518
F6TJA4	177	26.11	29.45	5370518
F6TJA8	223	24.04	26.16	5370518
F6TJB5	435	24.55	26.68	5370518
F6TJD9	442	23.55	25.2	5370518
F6TJI3	281	25.06	27.58	5370518
F6TJJ0	407	26.11	29.59	5370518
F6TJJ7	466	24.42	26.88	5370518
F6TJL2	518	25.85	29.48	5370518
F6TJN1	754	22.38	23.65	5370518
F6TJQ3	473	25.18	28.51	5370518
F6TJR3	242	27.9	31.52	5370518
F6TJS2	349	25.63	29.3	5370518
F6TJS8	1202	23.09	25.28	5370518
F6TJT5	227	26.33	29.41	5370518
F6TJU4	210	23.68	26.54	5370518
F6TJV9	443	23.31	25.74	5370518
F6TJY9	79	21.65	24.03	5370518
F6TJZ3	382	22.66	24.89	5370518
F6TK09	672	21.65	22.75	5370518
F6TK16	310	24.48	27.66	5370518
F6TK42	223	23.82	26.15	5370518
F6TK51	350	23.32	24.75	5370518
F6TK65	292	24.04	26.67	5370518
F6TK98	331	24.59	26.73	5370518
F6TKD8	150	22.88	26.37	5370518
F6TKE5	201	23.51	25.88	5370518
F6TKH9	247	22.65	24.93	5370518
F6TKK5	219	22.83	25.07	5370518
F6TKL9	275	22.92	25.54	5370518
F6TKP0	789	23.59	25.79	5370518
F6TKP9	1319	24.67	27.23	5370518
F6TKR9	358	23.33	25.65	5370518
F6TKT6	266	24.61	27.29	5370518
F6TKV3	781	23.12	25.16	5370518
F6TKW7	196	25.03	27.86	5370518
F6TL06	208	25.83	28.39	5370518
F6TL19	364	25.01	28.16	5370518
F6TL28	39	26.26	29.09	5370518
F6TL47	471	25.59	27.87	5370518
F6TL65	491	25.48	27.86	5370518
F6TL82	455	24.92	28.29	5370518
F6TLB6	891	24.61	27.24	5370518
F6TLE4	371	23.7	26.16	5370518
F6TLE7	512	24.27	26.76	5370518
F6TLI7	218	25.22	27.69	5370518
F6TLJ7	895	24.39	26.55	5370518
F6TLK5	249	26.73	29.38	5370518
F6TLL4	305	24.66	27.27	5370518
F6TLM1	96	22.23	22.93	5370518
F6TLP7	566	24	26.4	5370518
F6TLT5	600	22.41	23.56	5370518
F6TLU2	515	25.4	27.91	5370518
F6TLV8	340	21.76	23.55	5370518
F6TLX0	817	22.89	25.26	5370518
F6TLX8	1017	22.88	25.55	5370518
F6TLY6	225	22.94	25.52	5370518
F6TM04	288	23.66	25.96	5370518
F6TM19	869	21.45	23.28	5370518
F6TM37	575	27.24	31.13	5370518
F6TM52	1111	23.51	26.19	5370518
F6TM76	1473	23.32	25.64	5370518
F6TM93	216	24.47	27.13	5370518
F6TMB1	288	24.36	26.15	5370518
F6TMB6	206	23.59	25.91	5370518
F6TMD1	380	24	26.27	5370518
F6TME4	528	23.1	25.76	5370518
F6TMF3	242	20.97	22.56	5370518
F6TMF8	637	21.76	23.16	5370518
F6TMG7	202	23.77	26.37	5370518
F6TMJ1	324	23.65	24.6	5370518
F6TMJ9	430	23.41	25.67	5370518
F6TML4	794	23.58	25.78	5370518
F6TMN3	409	23.49	25.37	5370518
F6TMT5	167	24.21	26.16	5370518
F6TMU5	76	22.35	24.76	5370518
F6TMW1	183	23.35	24.96	5370518
F6TMW8	469	25.24	28.59	5370518
F6TMY0	1430	24.25	26.48	5370518
F6TMY9	401	22.94	25.07	5370518
F6TMZ9	439	25.57	28.28	5370518
F6TN12	577	24.55	28.43	5370518
F6TN28	308	24.53	26.83	5370518
F6TN36	228	24.35	27.09	5370518
F6TN58	266	26.87	29.73	5370518
F6TN66	395	25.67	28.27	5370518
F6TN85	262	25.2	28.11	5370518
F6TN93	199	24.7	26.61	5370518
F6TN99	238	25.66	29.86	5370518
F6TNB9	415	24.34	27.19	5370518
F6TND1	359	22.56	24.37	5370518
F6TND9	221	24.77	27.19	5370518
F6TNG0	122	21.39	22.85	5370518
F6TNK4	418	24.86	27.91	5370518
F6TNM2	43	27	29.45	5370518
F6TNN0	922	22	23.84	5370518
F6TNN9	376	24.33	25.66	5370518
