Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
KAF1628141	645	23.48	25.61	6040217
KAF1628142	288	23.22	23.69	6040217
KAF1628143	596	22.43	24.18	6040217
KAF1628144	253	22.99	25.26	6040217
KAF1628145	654	23.66	26.33	6040217
KAF1628146	254	21.75	23.14	6040217
KAF1628147	121	23.49	25.18	6040217
KAF1628148	640	22.49	23.92	6040217
KAF1628149	257	24.68	27.17	6040217
KAF1628150	109	22.01	23.18	6040217
KAF1628151	449	24.52	26.77	6040217
KAF1628152	247	23.12	24.39	6040217
KAF1628153	242	24.29	27.08	6040217
KAF1628154	558	22.73	24.85	6040217
KAF1628155	511	22.13	23.34	6040217
KAF1628156	317	23.2	25.13	6040217
KAF1628157	120	23.88	26.27	6040217
KAF1628158	349	25.51	27.9	6040217
KAF1628159	819	22.41	23.75	6040217
KAF1628160	440	22.3	23.95	6040217
KAF1628161	99	22.5	25.28	6040217
KAF1628162	1744	22.11	24.02	6040217
KAF1628163	681	21.93	23.54	6040217
KAF1628164	975	22.94	23.83	6040217
KAF1628165	735	24.48	27.33	6040217
KAF1628166	126	21.97	23.71	6040217
KAF1628167	110	24.05	25.77	6040217
KAF1628168	573	22.14	23.89	6040217
KAF1628169	243	25.06	27.79	6040217
KAF1628170	1269	24.04	26.6	6040217
KAF1628171	142	23.7	26.32	6040217
KAF1628172	72	23.86	24.74	6040217
KAF1628173	263	23.28	24.56	6040217
KAF1628174	272	22.77	25.24	6040217
KAF1628175	273	23.1	25.36	6040217
KAF1628176	500	22.73	25.42	6040217
KAF1628177	99	24.9	25.91	6040217
KAF1628178	671	22.12	23.93	6040217
KAF1628179	668	23.54	25.63	6040217
KAF1628180	290	23.58	26.27	6040217
KAF1628181	1458	24.01	26.56	6040217
KAF1628182	126	24.32	26.92	6040217
KAF1628183	157	26.57	28.36	6040217
KAF1628184	159	23.65	25.97	6040217
KAF1628185	278	23.61	25.87	6040217
KAF1628186	2400	21.43	22.36	6040217
KAF1628187	284	23.7	25.95	6040217
KAF1628188	283	23.47	26.65	6040217
KAF1628189	771	24.06	26.86	6040217
KAF1628190	339	22.33	24.28	6040217
KAF1628191	202	23.52	24.71	6040217
KAF1628192	243	24.23	26.76	6040217
KAF1628193	106	23.33	23.95	6040217
KAF1628194	678	23.72	25.96	6040217
KAF1628195	169	24.19	26.21	6040217
KAF1628196	1078	24.6	26.65	6040217
KAF1628197	143	24	26.56	6040217
KAF1628198	516	21.97	23.73	6040217
KAF1628199	483	23.42	25.45	6040217
KAF1628200	115	25.97	27.13	6040217
KAF1628201	217	22.58	24.11	6040217
KAF1628202	1725	21.35	22.75	6040217
KAF1628203	133	22.31	24.61	6040217
KAF1628204	313	23.48	25.56	6040217
KAF1628205	204	21.22	22.37	6040217
KAF1628206	226	23.25	25.35	6040217
KAF1628207	360	25.3	27.93	6040217
KAF1628208	454	24.6	27	6040217
KAF1628209	167	26.52	29.93	6040217
KAF1628210	299	24.01	26.2	6040217
KAF1628211	269	21.37	21.75	6040217
KAF1628212	160	24.47	26.07	6040217
KAF1628213	152	22.48	23.6	6040217
KAF1628214	608	23.7	26.54	6040217
KAF1628215	346	22.85	24.89	6040217
KAF1628216	1065	22.51	25.46	6040217
KAF1628217	855	24.72	26.62	6040217
KAF1628218	393	23.54	25.67	6040217
KAF1628219	523	21.7	23.08	6040217
KAF1628220	630	23.51	25.9	6040217
KAF1628221	142	23.68	26.21	6040217
KAF1628222	451	23.59	25.82	6040217
KAF1628223	290	22.28	23.82	6040217
KAF1628224	303	21.97	24.43	6040217
KAF1628225	542	22.12	24.05	6040217
KAF1628226	202	27.33	31.12	6040217
KAF1628227	299	24.14	26.63	6040217
KAF1628228	151	24.8	26.92	6040217
KAF1628229	202	23.33	25.31	6040217
KAF1628230	1135	24.38	26.92	6040217
KAF1628231	403	22.27	23.77	6040217
KAF1628232	516	23.1	25.33	6040217
KAF1628233	382	23.78	25.88	6040217
KAF1628234	224	24.51	26.01	6040217
KAF1628237	302	21.16	23.04	6040217
KAF1628238	486	24.83	28.27	6040217
KAF1628239	196	23.39	25.6	6040217
KAF1628240	197	23.73	26.37	6040217
KAF1628247	231	23.61	25.98	6040217
KAF1628248	462	24.7	26.5	6040217
KAF1628249	675	23.99	27.19	6040217
KAF1628250	179	21.8	22.91	6040217
KAF1628251	742	23.86	25.84	6040217
KAF1628252	60	24.47	27.69	6040217
KAF1628253	673	23.09	24.59	6040217
KAF1628254	238	22.08	24.82	6040217
KAF1628255	234	24.16	26.7	6040217
KAF1628256	529	22.01	24.11	6040217
KAF1628257	230	22.65	24.58	6040217
KAF1628258	371	23.66	25.52	6040217
KAF1628259	486	22.37	24.84	6040217
KAF1628260	305	23.98	26.34	6040217
KAF1628261	441	23.82	25.74	6040217
KAF1628262	1033	22.77	25.02	6040217
KAF1628263	289	22.62	25.07	6040217
KAF1628264	232	26.18	29.66	6040217
KAF1628265	501	24.52	27.04	6040217
KAF1628266	208	23.98	25.9	6040217
KAF1628267	792	24.35	27.83	6040217
KAF1628268	103	26.34	28.87	6040217
KAF1628269	430	25.33	28.64	6040217
KAF1628270	232	23.3	25.53	6040217
KAF1628271	394	24.91	27.31	6040217
KAF1628272	425	23.19	25.01	6040217
KAF1628273	218	24.85	27.6	6040217
KAF1628274	262	21.36	22.9	6040217
KAF1628275	2440	20.87	22.72	6040217
KAF1628276	197	24.04	25.7	6040217
KAF1628277	150	24.55	26.77	6040217
KAF1628278	375	21.81	23.95	6040217
KAF1628279	388	22.85	24.29	6040217
KAF1628280	515	22.89	24.18	6040217
KAF1628281	396	23.44	26.04	6040217
KAF1628282	122	23.02	24.55	6040217
KAF1628283	769	23.94	26.36	6040217
KAF1628284	438	22.77	25.15	6040217
KAF1628285	175	20.05	21.08	6040217
KAF1628286	135	23.89	26.2	6040217
KAF1628287	117	25.85	28.11	6040217
KAF1628288	102	23.05	25.25	6040217
KAF1628289	864	21.87	23.83	6040217
KAF1628290	574	22.57	24.04	6040217
KAF1628291	296	25.31	29.61	6040217
KAF1628292	101	20.9	21.86	6040217
KAF1628293	475	23.58	26.06	6040217
KAF1628294	434	23.04	25.72	6040217
KAF1628297	121	21.41	21.6	6040217
KAF1628298	135	24.12	25.27	6040217
KAF1628299	99	22.31	22.42	6040217
KAF1628300	687	23.01	24.56	6040217
KAF1628301	973	22.88	24.51	6040217
KAF1628302	119	25.58	27.14	6040217
KAF1628303	403	22.14	23.25	6040217
KAF1628307	172	25.11	27.74	6040217
KAF1628308	288	22.11	23.86	6040217
KAF1628309	105	24.86	26.67	6040217
KAF1628310	241	23.07	24.92	6040217
KAF1628311	356	26.43	30.08	6040217
KAF1628312	784	23.07	25.4	6040217
KAF1628313	450	25	27.39	6040217
KAF1628314	350	23.93	25.82	6040217
KAF1628315	1087	22.12	24.11	6040217
KAF1628316	214	24.74	27.06	6040217
KAF1628317	154	23.97	26.28	6040217
KAF1628318	104	23.23	26	6040217
KAF1628319	79	22.96	25.25	6040217
KAF1628320	136	22.91	24.4	6040217
KAF1628321	271	23.09	23.99	6040217
KAF1628322	147	23.52	25.96	6040217
KAF1628323	161	27.17	31.17	6040217
KAF1628324	1102	23.45	26.25	6040217
KAF1628325	124	25.48	27.15	6040217
KAF1628326	131	24.05	26.1	6040217
KAF1628327	1503	23.8	26.09	6040217
KAF1628328	733	22.35	24.56	6040217
KAF1628329	129	21.84	24.12	6040217
KAF1628330	1253	21.11	22.9	6040217
KAF1628331	554	24.53	27.29	6040217
KAF1628332	117	26.04	29.62	6040217
KAF1628333	1104	20.26	21.62	6040217
KAF1628334	454	22.95	25.26	6040217
KAF1628335	223	20.06	22.77	6040217
KAF1628336	340	22.19	24.59	6040217
KAF1628337	556	21.47	23.82	6040217
KAF1628338	1072	24.71	27.48	6040217
KAF1628339	117	23.78	25.72	6040217
KAF1628340	961	23.46	25.52	6040217
KAF1628341	117	22.91	25.04	6040217
KAF1628342	169	23.31	25.67	6040217
KAF1628343	152	21.44	22.91	6040217
KAF1628344	378	23.99	26.27	6040217
KAF1628345	147	24.37	26.18	6040217
KAF1628346	131	23.74	26.39	6040217
KAF1628347	150	22.16	24.42	6040217
KAF1628348	518	25.35	27.97	6040217
KAF1628349	162	23.1	24.2	6040217
KAF1628350	46	22.98	26.13	6040217
KAF1628351	1940	20.82	21.8	6040217
KAF1628352	127	21.95	24.19	6040217
KAF1628353	710	23.89	26.04	6040217
KAF1628354	226	21.97	24.2	6040217
KAF1628358	136	23.56	25.88	6040217
KAF1628365	100	25.89	29.78	6040217
KAF1628366	381	21.93	22.99	6040217
KAF1628367	407	21.07	22.46	6040217
KAF1628368	314	25.35	27.49	6040217
KAF1628369	828	23.99	26.12	6040217
KAF1628370	179	21.05	22.48	6040217
KAF1628371	531	25.46	28.56	6040217
KAF1628374	178	25.04	26.99	6040217
KAF1628375	482	23.64	26.58	6040217
KAF1628376	371	23.97	26.52	6040217
KAF1628377	709	21.55	23.02	6040217
KAF1628378	185	23.29	25.34	6040217
KAF1628379	880	23.95	26.1	6040217
KAF1628380	186	23.8	26.1	6040217
KAF1628381	267	24.38	26.51	6040217
KAF1628382	445	24	26.47	6040217
KAF1628383	587	24.11	26.17	6040217
KAF1628384	549	24.03	25.96	6040217
KAF1628399	408	23.97	26	6040217
KAF1628400	387	25.25	28.53	6040217
KAF1628401	314	24.3	26.67	6040217
KAF1628402	430	23.6	26.27	6040217
KAF1628403	232	24.16	25.91	6040217
KAF1628404	193	25.21	28.42	6040217
KAF1628405	366	24.96	27.23	6040217
KAF1628406	1217	22.32	23.96	6040217
KAF1628407	198	25.81	27.4	6040217
KAF1628408	152	21.62	23.83	6040217
KAF1628409	207	25.67	27.73	6040217
KAF1628410	1044	22.9	24.54	6040217
KAF1628411	434	24.55	26.85	6040217
KAF1628412	557	23.85	26.29	6040217
KAF1628413	543	23.24	25.18	6040217
KAF1628414	72	27.41	28.54	6040217
KAF1628415	524	21.62	23.28	6040217
KAF1628416	259	26.65	29.98	6040217
KAF1628417	86	24.66	25.95	6040217
KAF1628418	114	24.15	26.21	6040217
KAF1628419	1122	23.5	25.65	6040217
KAF1628420	226	23.23	26.27	6040217
KAF1628421	463	25.99	29.29	6040217
KAF1628422	653	24.5	26.52	6040217
KAF1628423	319	23.95	26.32	6040217
KAF1628424	882	23.56	25.29	6040217
KAF1628425	164	24	26.42	6040217
KAF1628426	120	24.18	26.23	6040217
KAF1628427	501	25.09	28.52	6040217
KAF1628428	482	26.05	28.64	6040217
KAF1628429	112	25.97	28.15	6040217
KAF1628430	350	25.13	27.51	6040217
KAF1628431	412	23.65	25.06	6040217
KAF1628432	923	22.56	24.08	6040217
KAF1628433	421	24.42	26.75	6040217
KAF1628434	761	23.32	25.2	6040217
KAF1628435	428	23.83	25.87	6040217
KAF1628436	152	24.96	26.75	6040217
KAF1628437	249	24.5	26.44	6040217
KAF1628438	326	24.43	26.52	6040217
KAF1628439	218	23.48	25.87	6040217
KAF1628440	152	23.24	25.03	6040217
KAF1628442	95	24.44	27.53	6040217
KAF1628443	311	25.64	29.55	6040217
KAF1628444	95	24.7	27.88	6040217
KAF1628445	132	25.73	29.38	6040217
KAF1628446	297	25.09	28.6	6040217
KAF1628447	589	21.23	22.98	6040217
KAF1628452	205	23.94	26.11	6040217
KAF1628453	424	23.22	25	6040217
KAF1628454	227	23.63	26.1	6040217
KAF1628455	750	23.41	24.94	6040217
KAF1628456	131	24.78	26.11	6040217
KAF1628457	245	23.97	26.81	6040217
KAF1628458	233	26.6	29.73	6040217
KAF1628459	202	23.64	24.12	6040217
KAF1628460	399	20.89	22.41	6040217
KAF1628461	224	22.82	24.91	6040217
KAF1628462	2100	21.94	23.18	6040217
KAF1628463	158	24.54	27.21	6040217
KAF1628464	562	23.41	25.93	6040217
KAF1628465	158	22.3	25.26	6040217
KAF1628466	121	23.17	26.16	6040217
KAF1628467	183	23.82	26.35	6040217
KAF1628468	791	23.87	26.41	6040217
KAF1628469	658	21.51	22.95	6040217
KAF1628470	97	22	23.57	6040217
KAF1628471	1607	22.81	24.49	6040217
KAF1628472	629	23.36	25.83	6040217
KAF1628473	66	26.36	29.03	6040217
KAF1628474	206	23.06	25.51	6040217
KAF1628475	408	23.09	24.72	6040217
KAF1628476	184	23.72	25.36	6040217
KAF1628477	243	24.49	27.83	6040217
KAF1628478	184	22.26	22.29	6040217
KAF1628479	496	24.41	27.52	6040217
KAF1628480	1455	23.5	26	6040217
KAF1628481	93	23.92	24.59	6040217
KAF1628482	1425	23.39	25.88	6040217
KAF1628483	161	22.79	23.78	6040217
KAF1628484	391	23.37	25.78	6040217
KAF1628485	1437	24.06	26.77	6040217
KAF1628486	103	26.67	29.02	6040217
KAF1628487	278	23.08	25.17	6040217
KAF1628488	174	23.16	25.56	6040217
KAF1628489	370	23.19	25.78	6040217
KAF1628490	1465	23.93	26.67	6040217
KAF1628491	123	25.15	27.28	6040217
KAF1628492	314	23.18	24.68	6040217
KAF1628493	196	27.28	29.97	6040217
KAF1628494	84	25.74	27.11	6040217
KAF1628495	243	22.22	24.44	6040217
KAF1628496	369	25.64	28.8	6040217
KAF1628497	188	27	30.02	6040217
KAF1628498	117	23.14	24.58	6040217
KAF1628499	553	22.41	23.3	6040217
KAF1628500	259	18.16	19.79	6040217
KAF1628501	169	22.53	24.91	6040217
KAF1628510	521	23.37	25.1	6040217
KAF1628511	223	22.64	24.52	6040217
KAF1628512	574	22.32	24.76	6040217
KAF1628513	541	26.42	29.86	6040217
KAF1628514	85	18.95	21.08	6040217
KAF1628515	132	24.23	27.11	6040217
KAF1628516	1038	22.86	24.86	6040217
KAF1628517	500	25.52	28.6	6040217
KAF1628518	856	25.05	27.84	6040217
KAF1628519	119	24.99	26.47	6040217
KAF1628520	1109	22.83	24.43	6040217
KAF1628521	206	21.68	23.78	6040217
KAF1628522	5008	21.88	24.21	6040217
KAF1628523	206	24.09	26.46	6040217
KAF1628524	216	22.77	24.03	6040217
KAF1628525	205	25.46	27.54	6040217
KAF1628526	286	24.44	27.34	6040217
KAF1628527	1423	22.16	24.27	6040217
KAF1628528	964	23.19	25.27	6040217
KAF1628529	237	24.08	26.09	6040217
KAF1628530	131	24.86	27.86	6040217
KAF1628531	71	25.32	27.81	6040217
KAF1628532	318	23.15	25.79	6040217
KAF1628533	133	26.02	28.36	6040217
KAF1628534	847	23.6	25.83	6040217
KAF1628535	154	23.55	25.93	6040217
KAF1628536	170	22.55	24.9	6040217
KAF1628537	714	22.55	25.18	6040217
KAF1628538	1230	21.26	22.6	6040217
KAF1628539	515	23.29	25.67	6040217
KAF1628540	177	24.58	26.96	6040217
KAF1628541	873	25.4	27.82	6040217
KAF1628542	585	22.09	23.06	6040217
KAF1628543	560	24.52	26.86	6040217
KAF1628544	277	23.05	23.71	6040217
KAF1628545	238	23.64	25.23	6040217
KAF1628546	430	26.03	29.14	6040217
KAF1628547	780	21.45	23.84	6040217
KAF1628548	611	23.59	24.87	6040217
KAF1628549	199	25.89	27.61	6040217
KAF1628550	889	23.43	25.67	6040217
KAF1628551	843	22.8	24.94	6040217
KAF1628552	441	22.35	23.81	6040217
KAF1628553	459	23.22	24.56	6040217
KAF1628554	568	23.69	26.1	6040217
KAF1628555	708	23.14	24.95	6040217
KAF1628556	128	23.63	25.24	6040217
KAF1628557	537	25.27	27.95	6040217
KAF1628558	309	24.05	26.07	6040217
KAF1628559	237	23.66	24.78	6040217
KAF1628560	458	23.47	25.53	6040217
KAF1628561	249	23	25.23	6040217
KAF1628562	86	23.71	26.91	6040217
KAF1628563	135	22.3	23.44	6040217
KAF1628564	261	23.09	25.3	6040217
KAF1628565	83	24.17	25.46	6040217
KAF1628566	960	24.35	27.36	6040217
KAF1628567	313	22.71	25.46	6040217
KAF1628568	445	25.37	29.17	6040217
KAF1628569	370	22.72	25.92	6040217
KAF1628570	759	22.04	24.01	6040217
KAF1628571	918	23.47	25.82	6040217
KAF1628572	699	23.56	25.02	6040217
KAF1628573	262	23.89	26.7	6040217
KAF1628574	604	22.08	22.9	6040217
KAF1628575	541	24.01	26.34	6040217
KAF1628576	297	23.31	25.23	6040217
KAF1628577	724	23.35	25.82	6040217
KAF1628578	636	23.36	25.45	6040217
KAF1628579	403	24.68	27.08	6040217
KAF1628580	995	23.85	26.31	6040217
KAF1628581	257	23.5	25.42	6040217
KAF1628582	1916	22.64	24.2	6040217
KAF1628583	220	22.63	24.39	6040217
KAF1628584	462	22.58	23.13	6040217
KAF1628585	319	23.41	25.13	6040217
KAF1628586	191	23.3	25.71	6040217
KAF1628587	2043	22.84	24.74	6040217
KAF1628588	826	23.82	25.95	6040217
KAF1628589	279	25.6	28.13	6040217
KAF1628590	192	24.65	26.75	6040217
KAF1628591	1431	22.74	24.6	6040217
KAF1628593	390	24.32	26.11	6040217
KAF1628595	115	22.44	25.03	6040217
KAF1628596	127	22.91	24.76	6040217
KAF1628597	516	25.09	27.14	6040217
KAF1628598	141	24.84	27.63	6040217
KAF1628599	261	22.71	24.2	6040217
KAF1628600	805	24.73	27.69	6040217
KAF1628601	172	22.67	25.25	6040217
KAF1628602	296	23.29	25.44	6040217
KAF1628603	1112	20.78	22.04	6040217
KAF1628604	380	22.71	24.09	6040217
KAF1628605	114	21.13	22.64	6040217
KAF1628606	224	22.93	25.26	6040217
KAF1628607	188	23.04	25.36	6040217
KAF1628608	94	23.87	26.14	6040217
KAF1628609	251	22.22	23.72	6040217
KAF1628610	407	20.43	22.02	6040217
KAF1628611	341	23.14	24.21	6040217
KAF1628612	384	24.66	26.9	6040217
KAF1628613	457	23.12	25.46	6040217
KAF1628614	127	23.05	25.94	6040217
KAF1628615	142	23.76	25.88	6040217
KAF1628616	164	21.14	22.97	6040217
KAF1628617	269	23.21	25.2	6040217
KAF1628618	248	23.05	25.38	6040217
KAF1628619	595	23.28	24.69	6040217
KAF1628620	277	22.93	24.15	6040217
KAF1628621	191	22.31	24.55	6040217
KAF1628622	108	22.04	24.28	6040217
KAF1628623	298	25.37	28.98	6040217
KAF1628624	421	25.3	27.35	6040217
KAF1628625	309	24.92	27.33	6040217
KAF1628626	630	24.62	26.87	6040217
KAF1628627	557	24.42	26.16	6040217
KAF1628628	316	22.93	25.09	6040217
KAF1628629	219	23.72	25.75	6040217
KAF1628630	312	22.97	25.2	6040217
KAF1628631	370	23.69	26.74	6040217
KAF1628632	61	21.73	24.07	6040217
KAF1628633	820	24.6	28.09	6040217
KAF1628634	651	23.32	25.87	6040217
KAF1628635	209	19.6	21.48	6040217
KAF1628639	512	24.71	28.1	6040217
KAF1628640	1004	22.44	25.06	6040217
KAF1628641	79	22.96	24.53	6040217
KAF1628642	731	22.45	24.56	6040217
KAF1628643	105	23.06	25.71	6040217
KAF1628644	683	23.47	25.63	6040217
KAF1628645	332	24.3	27.06	6040217
KAF1628646	1402	23.01	25.29	6040217
KAF1628647	562	22.48	25.16	6040217
KAF1628648	162	20.79	22.46	6040217
KAF1628649	105	24.64	26.85	6040217
KAF1628650	185	25.06	28.58	6040217
KAF1628651	631	23.13	25.11	6040217
KAF1628652	376	26.7	29.74	6040217
KAF1628653	239	23.22	25.73	6040217
KAF1628654	296	23.84	25.62	6040217
KAF1628655	217	24.29	26.62	6040217
KAF1628656	204	22.33	25.15	6040217
KAF1628657	889	22.87	24.63	6040217
KAF1628658	1236	23.8	26.24	6040217
KAF1628659	1058	22.79	24.37	6040217
KAF1628660	758	23.18	24.66	6040217
KAF1628661	443	22.07	23.76	6040217
KAF1628662	259	23.03	25.03	6040217
KAF1628663	110	25.09	26.43	6040217
KAF1628664	267	23.37	24.95	6040217
KAF1628665	625	23.98	26.14	6040217
KAF1628666	169	25	28.03	6040217
KAF1628667	391	24.19	26.21	6040217
KAF1628668	189	23.69	25.44	6040217
KAF1628669	105	23.39	25.32	6040217
KAF1628670	194	24.27	26.36	6040217
KAF1628671	103	21.64	24.2	6040217
KAF1628672	1082	22.05	22.62	6040217
KAF1628673	125	25.66	28.37	6040217
KAF1628674	191	24.8	26.34	6040217
KAF1628675	414	23.85	26.83	6040217
KAF1628676	98	24.02	26.45	6040217
KAF1628677	1594	22.94	24.92	6040217
KAF1628678	94	25.53	28.53	6040217
KAF1628679	202	24.86	27.05	6040217
KAF1628680	624	23.64	25.74	6040217
KAF1628681	117	24.64	26.91	6040217
KAF1628682	304	24.11	26.87	6040217
KAF1628683	236	23.59	26.46	6040217
KAF1628684	220	25.25	27.27	6040217
KAF1628685	866	23.15	25.47	6040217
KAF1628686	732	25	27.28	6040217
KAF1628687	110	24.72	27.01	6040217
KAF1628688	125	23.93	26.78	6040217
KAF1628689	430	24.21	26.9	6040217
KAF1628690	555	22.64	24.44	6040217
KAF1628691	226	22.15	24.48	6040217
KAF1628692	1598	22.57	24.45	6040217
KAF1628693	173	24.09	25.83	6040217
KAF1628694	422	24.53	27	6040217
KAF1628695	1712	23.06	24.65	6040217
KAF1628696	63	24.12	26.34	6040217
KAF1628697	246	23.77	26.67	6040217
KAF1628698	508	24.78	27.03	6040217
KAF1628699	112	22.39	24.33	6040217
KAF1628700	295	23.89	26.45	6040217
KAF1628701	2266	24.15	26.86	6040217
KAF1628702	218	25.2	28.65	6040217
KAF1628703	320	22.94	25.24	6040217
KAF1628704	146	24.08	26.77	6040217
KAF1628705	230	24.94	27.86	6040217
KAF1628706	153	23.61	26.57	6040217
KAF1628707	376	24.86	27.58	6040217
KAF1628708	475	23.55	25.1	6040217
KAF1628709	218	23.42	25.61	6040217
KAF1628710	276	22.72	25.25	6040217
KAF1628711	157	22.04	23.25	6040217
KAF1628712	471	23.12	25.16	6040217
KAF1628713	88	23.75	26.99	6040217
KAF1628714	220	21.75	23.24	6040217
KAF1628715	292	25.55	27.98	6040217
KAF1628716	83	23.67	25.02	6040217
KAF1628717	805	23.25	25.28	6040217
KAF1628718	224	25.03	27.75	6040217
KAF1628719	439	24.92	27.48	6040217
KAF1628720	224	22.67	25.88	6040217
KAF1628721	765	21.79	23.65	6040217
KAF1628722	576	21.57	23.86	6040217
KAF1628723	471	24.25	26.59	6040217
KAF1628724	507	24.29	26.84	6040217
KAF1628725	73	22.45	25.16	6040217
KAF1628726	97	23.58	25.97	6040217
KAF1628727	108	23.58	24.38	6040217
KAF1628728	145	24.35	27.25	6040217
KAF1628729	754	22.73	24.19	6040217
KAF1628730	291	21.09	22.66	6040217
KAF1628731	165	24.34	27.55	6040217
KAF1628732	126	27.2	30.3	6040217
KAF1628733	1137	23.32	24.77	6040217
KAF1628734	713	24.98	28.17	6040217
KAF1628735	921	24.52	27.36	6040217
KAF1628736	160	25.92	29.61	6040217
KAF1628737	133	23.32	25.17	6040217
KAF1628738	97	21.73	23.45	6040217
KAF1628739	175	24.25	26.55	6040217
KAF1628740	166	24.09	26.73	6040217
KAF1628741	217	22.57	24.96	6040217
KAF1628742	216	25.48	27.27	6040217
KAF1628743	143	26.92	30.16	6040217
KAF1628744	2287	23.66	26.27	6040217
KAF1628745	582	24.39	26.21	6040217
KAF1628747	506	23.6	26.4	6040217
KAF1628749	224	23.33	24.97	6040217
KAF1628750	223	23.76	25.82	6040217
KAF1628760	166	25.47	27.97	6040217
KAF1628761	400	24.78	26.71	6040217
KAF1628762	539	23.35	25.28	6040217
KAF1628763	438	20.68	23.03	6040217
KAF1628764	1984	25.13	28.16	6040217
KAF1628765	2564	21.73	23.31	6040217
KAF1628766	320	25.36	28.8	6040217
KAF1628767	544	25.61	29.01	6040217
KAF1628768	318	22.94	24.42	6040217
KAF1628769	419	23.43	25.95	6040217
KAF1628770	1152	23.47	25.6	6040217
KAF1628771	356	25.85	28.76	6040217
KAF1628772	608	24.54	26.51	6040217
KAF1628773	314	23.84	25.81	6040217
KAF1628774	135	23.94	25.2	6040217
KAF1628775	608	22.79	24.66	6040217
KAF1628776	61	23.43	26.35	6040217
KAF1628777	111	27.28	30.68	6040217
KAF1628778	97	22.46	25.37	6040217
KAF1628779	266	24.67	27.18	6040217
KAF1628780	76	24.47	26.45	6040217
KAF1628781	863	23.71	25.93	6040217
KAF1628782	56	25.13	27.49	6040217
KAF1628783	399	22.69	24.46	6040217
KAF1628784	493	23.61	25.87	6040217
KAF1628785	135	25.38	27.86	6040217
KAF1628786	781	24.01	26.33	6040217
KAF1628787	570	21.67	23.6	6040217
KAF1628788	87	23.87	26.26	6040217
KAF1628789	183	25.16	26.77	6040217
KAF1628790	392	23.9	25.9	6040217
KAF1628791	548	24.06	27.03	6040217
KAF1628792	1044	22.83	23.91	6040217
KAF1628793	408	21.48	23.52	6040217
KAF1628794	130	24.74	26.87	6040217
KAF1628795	107	23.75	25.05	6040217
KAF1628796	168	23.43	26.4	6040217
KAF1628797	425	23.09	25.25	6040217
KAF1628798	361	24.41	26.27	6040217
KAF1628799	86	21.93	24.51	6040217
KAF1628800	661	23.48	25.93	6040217
KAF1628801	224	23.89	26.49	6040217
KAF1628802	1167	21.52	21.21	6040217
KAF1628806	321	25.16	27.6	6040217
KAF1628807	911	23.38	25.28	6040217
KAF1628808	261	23.47	25.67	6040217
KAF1628809	523	24.39	26.48	6040217
KAF1628810	317	24.74	27.56	6040217
KAF1628811	270	24.97	27.1	6040217
KAF1628812	213	26.95	29.31	6040217
KAF1628813	1198	23.25	25.22	6040217
KAF1628814	896	23.8	25.8	6040217
KAF1628815	57	27.43	30.76	6040217
KAF1628816	356	22.34	23.92	6040217
KAF1628817	254	22.33	23.51	6040217
KAF1628818	170	23.75	26.38	6040217
KAF1628819	523	26	29.84	6040217
KAF1628820	223	24.32	26.72	6040217
KAF1628821	266	23.02	25.14	6040217
KAF1628822	197	26.99	29.99	6040217
KAF1628823	292	24.97	26.88	6040217
KAF1628824	291	24.23	25.83	6040217
KAF1628825	808	24.58	27.89	6040217
KAF1628826	318	21.18	22.27	6040217
KAF1628827	810	25.27	28.15	6040217
KAF1628828	343	25.14	28.04	6040217
KAF1628829	2160	22.45	24.56	6040217
KAF1628830	615	23	24.37	6040217
KAF1628831	1631	23.5	25.45	6040217
KAF1628832	649	24.79	27.41	6040217
KAF1628833	549	22.46	24.45	6040217
KAF1628834	343	24.51	26.86	6040217
KAF1628835	402	21.96	23.92	6040217
KAF1628836	235	23.63	26.39	6040217
KAF1628837	437	24.62	27.16	6040217
KAF1628838	616	24.12	26.36	6040217
KAF1628839	238	23.05	25.84	6040217
KAF1628840	592	23.12	25.27	6040217
KAF1628841	172	22.63	24.22	6040217
KAF1628842	427	23.37	25.42	6040217
KAF1628843	224	23.39	24.88	6040217
KAF1628844	160	24.16	27.1	6040217
KAF1628845	1039	21.48	22.64	6040217
KAF1628846	649	23.17	25.2	6040217
KAF1628847	304	23.58	25.4	6040217
KAF1628848	389	22.63	24.62	6040217
KAF1628849	865	22.97	24.8	6040217
KAF1628850	177	22.99	25.41	6040217
KAF1628851	510	23.22	25.57	6040217
KAF1628852	689	22.87	24.54	6040217
KAF1628853	134	21.99	24.33	6040217
KAF1628854	538	22.88	24.83	6040217
KAF1628855	392	24.96	27.78	6040217
KAF1628856	153	21.65	22.51	6040217
KAF1628857	155	25.02	27.64	6040217
KAF1628858	101	25.33	27.85	6040217
KAF1628859	761	24.89	26.93	6040217
KAF1628860	156	25.41	28.38	6040217
KAF1628861	282	25.87	28.34	6040217
KAF1628862	118	21.8	22.86	6040217
KAF1628863	462	21.28	22.5	6040217
KAF1628864	247	21.2	22.27	6040217
KAF1628865	677	23.07	24.44	6040217
KAF1628866	389	23.21	25.3	6040217
KAF1628867	506	23.24	25.03	6040217
KAF1628868	296	25.14	27.94	6040217
KAF1628870	73	19.67	22	6040217
KAF1628871	284	24.02	23.5	6040217
KAF1628874	316	22.74	25.57	6040217
KAF1628875	60	25.04	27.28	6040217
