Protein.ID	protein.length	aa.synthesis.average.cost_Akashi	aa.synthesis.average.cost_Wagner	protein.coding.genome.size
A0A444SKC3	65	27.33	30.74	5621995
A0A444SKC4	718	23.84	26.41	5621995
A0A444SKC5	226	19.89	22.16	5621995
A0A444SKC6	96	24.9	26.68	5621995
A0A444SKC7	295	26.5	30	5621995
A0A444SKC8	71	23.18	24.27	5621995
A0A444SKC9	316	26.55	30.47	5621995
A0A444SKD0	34	26.81	30.16	5621995
A0A444SKD1	437	24.76	26.54	5621995
A0A444SKD2	136	25.18	27.93	5621995
A0A444SKD3	199	25.13	27.84	5621995
A0A444SKD4	416	22.93	24.93	5621995
A0A444SKD5	102	24.67	26.43	5621995
A0A444SKD6	417	20.53	22.35	5621995
A0A444SKD7	112	26.44	29.31	5621995
A0A444SKD8	61	25.99	28.33	5621995
A0A444SKD9	77	25.45	27.68	5621995
A0A444SKE0	136	24.84	27.39	5621995
A0A444SKE1	427	25.2	27.97	5621995
A0A444SKE2	307	23.75	25.66	5621995
A0A444SKE3	230	24.55	26.49	5621995
A0A444SKE4	1081	24.64	27.52	5621995
A0A444SKE5	217	26.24	28.57	5621995
A0A444SKE6	104	26.03	27.91	5621995
A0A444SKE7	156	23.41	26.28	5621995
A0A444SKE8	276	24.19	26.54	5621995
A0A444SKE9	80	26.42	29.12	5621995
A0A444SKF0	163	22.46	24.1	5621995
A0A444SKF1	206	23.61	26.13	5621995
A0A444SKF2	270	24.3	27.06	5621995
A0A444SKF3	261	26.41	29.67	5621995
A0A444SKF4	299	25.5	28.66	5621995
A0A444SKF5	1675	21.96	24.21	5621995
A0A444SKF6	340	23.41	24.87	5621995
A0A444SKF7	143	25.71	28.86	5621995
A0A444SKF8	277	25.61	28.72	5621995
A0A444SKF9	344	22.23	23.97	5621995
A0A444SKG0	321	21.03	21.81	5621995
A0A444SKG1	720	23.04	26.25	5621995
A0A444SKG2	549	25.34	27.85	5621995
A0A444SKG3	76	28.22	32.49	5621995
A0A444SKG4	364	23.28	25.59	5621995
A0A444SKG5	294	22.65	24.37	5621995
A0A444SKG6	203	23.87	26.11	5621995
A0A444SKG7	78	26.88	31.39	5621995
A0A444SKG8	424	28.95	32.37	5621995
A0A444SKG9	302	22.28	23.69	5621995
A0A444SKH0	106	24.22	27.13	5621995
A0A444SKH1	191	24.7	28	5621995
A0A444SKH2	87	24.51	27.98	5621995
A0A444SKH3	367	24.73	26.8	5621995
A0A444SKH4	257	25.22	28.02	5621995
A0A444SKH5	175	24.22	26.31	5621995
A0A444SKH6	76	24.78	27.49	5621995
A0A444SKH7	424	23.92	26.6	5621995
A0A444SKH9	686	22.05	23.16	5621995
A0A444SKI0	170	25.25	28.83	5621995
A0A444SKI1	194	24.68	26.48	5621995
A0A444SKI2	457	24.66	27.15	5621995
A0A444SKI3	214	24.62	26.67	5621995
A0A444SKI4	413	22.45	24.48	5621995
A0A444SKI5	533	24.2	27.28	5621995
A0A444SKI6	1043	22	23.87	5621995
A0A444SKI7	639	23.33	25.41	5621995
A0A444SKI8	331	21	22.98	5621995
A0A444SKI9	176	24.87	27.13	5621995
A0A444SKJ0	480	22.39	24.9	5621995
A0A444SKJ1	382	21.87	24.8	5621995
A0A444SKJ2	446	23.73	26.07	5621995
A0A444SKJ3	64	27.99	31.66	5621995
A0A444SKJ4	40	19.85	20.91	5621995
A0A444SKJ5	684	23.89	26.68	5621995
A0A444SKJ6	246	23.38	25.76	5621995
A0A444SKJ7	161	25.73	29.2	5621995
A0A444SKJ8	84	25.71	28.45	5621995
A0A444SKJ9	70	26.1	30.11	5621995
A0A444SKK0	275	25.6	28.69	5621995
A0A444SKK1	258	24.99	28.16	5621995
A0A444SKK2	603	22.16	24.64	5621995
A0A444SKK3	259	26.37	30.62	5621995
A0A444SKK4	62	22.96	25.02	5621995
A0A444SKK5	91	23.67	26.02	5621995
A0A444SKK6	210	21.37	23.35	5621995
A0A444SKK7	294	25.34	28.34	5621995
A0A444SKK8	108	24.31	24.27	5621995
A0A444SKK9	103	24.87	26.93	5621995
A0A444SKL0	291	25.62	28.6	5621995
A0A444SKL1	79	25.1	26.87	5621995
A0A444SKL2	892	25.11	28.17	5621995
A0A444SKL3	259	23.66	25.67	5621995
A0A444SKL4	103	21.96	22.8	5621995
A0A444SKL5	188	25.07	27.6	5621995
A0A444SKL6	437	24	26.24	5621995
A0A444SKL7	137	23	25.82	5621995
A0A444SKL8	354	22.48	25.03	5621995
A0A444SKL9	342	23.97	26.33	5621995
A0A444SKM0	167	24.53	27.38	5621995
A0A444SKM1	94	21.99	23.61	5621995
A0A444SKM2	350	26.16	28.8	5621995
A0A444SKM3	154	25.43	28.53	5621995
A0A444SKM4	275	22.78	24.47	5621995
A0A444SKM5	66	21.42	23.73	5621995
A0A444SKM6	212	20.3	21.72	5621995
A0A444SKM7	1378	24.25	26.86	5621995
A0A444SKM8	105	22.66	24.58	5621995
A0A444SKM9	201	25.22	28.51	5621995
A0A444SKN0	249	22.43	24.41	5621995
A0A444SKN1	191	21.71	23.24	5621995
A0A444SKN2	267	25.12	27.05	5621995
A0A444SKN3	71	20.82	23.84	5621995
A0A444SKN4	319	25.01	27.81	5621995
A0A444SKN5	466	23.36	25.99	5621995
A0A444SKN6	87	23.66	25.33	5621995
A0A444SKN7	149	25.27	27.6	5621995
A0A444SKN8	70	23.55	24.51	5621995
A0A444SKN9	74	25.47	26.85	5621995
A0A444SKP0	61	23.89	27.34	5621995
A0A444SKP1	420	22.33	24.87	5621995
A0A444SKP2	142	22.95	25.37	5621995
A0A444SKP3	162	24.86	27.58	5621995
A0A444SKP4	315	27.31	30.26	5621995
A0A444SKP5	154	23.25	24.53	5621995
A0A444SKP6	207	26.77	30.69	5621995
A0A444SKP7	327	24.24	27.21	5621995
A0A444SKP8	383	22.89	25.7	5621995
A0A444SKP9	185	21.45	22.38	5621995
A0A444SKQ0	207	24.09	26.24	5621995
A0A444SKQ1	233	24.82	27.47	5621995
A0A444SKQ2	137	23.08	25.69	5621995
A0A444SKQ3	1687	22.83	24.71	5621995
A0A444SKQ4	93	25.82	29.38	5621995
A0A444SKQ5	453	22.56	25.07	5621995
A0A444SKQ6	381	20.3	21.79	5621995
A0A444SKQ7	69	25.7	29.13	5621995
A0A444SKQ8	395	24.92	27.48	5621995
A0A444SKQ9	456	23.86	26.37	5621995
A0A444SKR0	121	24.45	26.97	5621995
A0A444SKR2	120	26.87	29.23	5621995
A0A444SKR3	96	25.63	28.05	5621995
A0A444SKR4	364	25.85	28.59	5621995
A0A444SKR5	203	22.12	25.42	5621995
A0A444SKR6	60	25.88	29.06	5621995
A0A444SKR7	178	26.07	29.57	5621995
A0A444SKR8	157	22.25	24.25	5621995
A0A444SKR9	113	22.99	25.49	5621995
A0A444SKS0	114	18.76	15.99	5621995
A0A444SKS1	306	23.76	26.67	5621995
A0A444SKS2	217	24.66	27.34	5621995
A0A444SKS3	73	26.11	29.07	5621995
A0A444SKS4	600	25.54	28.11	5621995
A0A444SKS5	1077	22.13	23.61	5621995
A0A444SKS6	72	26.54	28.03	5621995
A0A444SKS7	184	25.52	28.75	5621995
A0A444SKS8	141	22.61	25.37	5621995
A0A444SKS9	225	23.16	23.71	5621995
A0A444SKT0	138	25.38	28.76	5621995
A0A444SKT1	194	23.2	25.37	5621995
A0A444SKT2	1101	22.19	24.02	5621995
A0A444SKT3	115	24.49	27.97	5621995
A0A444SKT4	375	25.54	28.95	5621995
A0A444SKT5	1103	22.23	24.06	5621995
A0A444SKT6	144	24.53	28.51	5621995
A0A444SKT7	213	23.39	25.5	5621995
A0A444SKT8	290	20.1	22.15	5621995
A0A444SKT9	542	22.37	23.7	5621995
A0A444SKU0	195	27.53	31.73	5621995
A0A444SKU1	750	21.46	22.5	5621995
A0A444SKU2	102	22.1	25.34	5621995
A0A444SKU3	91	25.68	28.95	5621995
A0A444SKU4	697	24.62	27.31	5621995
A0A444SKU5	166	24.76	26.86	5621995
A0A444SKU6	136	25.53	28.24	5621995
A0A444SKU7	170	21.33	23.52	5621995
A0A444SKU8	785	25.31	28.56	5621995
A0A444SKU9	394	22.19	24.57	5621995
A0A444SKV0	664	21.59	22.8	5621995
A0A444SKV1	99	21.56	23.61	5621995
A0A444SKV2	394	25.15	27.92	5621995
A0A444SKV3	292	23.94	26.77	5621995
A0A444SKV4	118	25.47	28.64	5621995
A0A444SKV5	167	22.84	25.71	5621995
A0A444SKV6	146	20.58	21.15	5621995
A0A444SKV7	102	24.65	26.54	5621995
A0A444SKV8	120	27.03	30.68	5621995
A0A444SKV9	150	22.64	25.42	5621995
A0A444SKW0	219	25.22	28.98	5621995
A0A444SKW1	50	25.62	29.58	5621995
A0A444SKW2	530	24.88	28.12	5621995
A0A444SKW3	169	25.09	25.93	5621995
A0A444SKW4	584	23.18	25.5	5621995
A0A444SKW5	547	25.5	29.18	5621995
A0A444SKW6	148	25.25	28.14	5621995
A0A444SKW7	73	24.05	25.05	5621995
A0A444SKW8	132	22.38	24.1	5621995
A0A444SKW9	399	24.17	27.1	5621995
A0A444SKX0	397	21.8	24.07	5621995
A0A444SKX1	154	23.16	25.31	5621995
A0A444SKX2	285	27.38	30.56	5621995
A0A444SKX3	100	25.08	28.61	5621995
A0A444SKX4	1982	20.86	23.13	5621995
A0A444SKX5	111	23.33	24.62	5621995
A0A444SKX6	342	23.24	25.68	5621995
A0A444SKX7	280	20.94	22.41	5621995
A0A444SKX8	110	23.23	26.71	5621995
A0A444SKX9	78	25.32	27.78	5621995
A0A444SKY0	1060	24.35	26.92	5621995
A0A444SKY1	2505	22.66	24.47	5621995
A0A444SKY2	137	24.18	25.57	5621995
A0A444SKY3	179	24.8	27.35	5621995
A0A444SKY4	96	22.64	24.07	5621995
A0A444SKY5	1026	23.07	25.51	5621995
A0A444SKY6	307	24.41	27.17	5621995
A0A444SKY7	187	21.66	21.11	5621995
A0A444SKY8	312	26.62	30.25	5621995
A0A444SKY9	88	22.18	24.85	5621995
A0A444SKZ0	141	21.41	23.96	5621995
A0A444SKZ1	143	25.09	28.36	5621995
A0A444SKZ2	631	23.14	25.17	5621995
A0A444SKZ3	188	24.02	26.43	5621995
A0A444SKZ4	199	24.53	26.67	5621995
A0A444SKZ5	28	27.49	31.73	5621995
A0A444SKZ6	278	24.84	27.88	5621995
A0A444SKZ7	144	21.2	24.15	5621995
A0A444SKZ8	251	24.52	27.3	5621995
A0A444SKZ9	121	25.06	27.77	5621995
A0A444SL00	209	25.75	28.36	5621995
A0A444SL01	173	23.76	26.71	5621995
A0A444SL02	216	23.09	26.31	5621995
A0A444SL03	471	25.16	28.07	5621995
A0A444SL04	94	25.85	28.47	5621995
A0A444SL05	495	23.79	26.6	5621995
A0A444SL06	304	21.95	23.73	5621995
A0A444SL07	541	23.26	24.76	5621995
A0A444SL08	466	25	27.89	5621995
A0A444SL09	110	23.11	26.41	5621995
A0A444SL10	151	24.3	27.29	5621995
A0A444SL11	145	23.34	26.28	5621995
A0A444SL12	483	21.19	21.91	5621995
A0A444SL13	379	24.07	25.84	5621995
A0A444SL14	322	25.95	29.08	5621995
A0A444SL15	99	25.87	30.13	5621995
A0A444SL17	68	27.65	30.71	5621995
A0A444SL18	95	25.31	27.77	5621995
A0A444SL19	213	25.71	29.3	5621995
A0A444SL20	223	26.28	29.42	5621995
A0A444SL21	91	30.02	34.75	5621995
A0A444SL22	270	25.15	28.14	5621995
A0A444SL23	144	25.73	27.72	5621995
A0A444SL24	533	24.2	26.47	5621995
A0A444SL25	102	22.91	23.52	5621995
A0A444SL26	217	23.98	26.78	5621995
A0A444SL27	290	25.71	28.25	5621995
A0A444SL28	177	25.68	27.56	5621995
A0A444SL29	210	24.28	27.4	5621995
A0A444SL30	363	24.14	25.81	5621995
A0A444SL31	158	25.37	29.43	5621995
A0A444SL32	175	26.22	29.35	5621995
A0A444SL33	427	24.67	27.12	5621995
A0A444SL34	235	24.69	28.67	5621995
A0A444SL35	107	25.32	29.15	5621995
A0A444SL36	272	26.46	29.83	5621995
A0A444SL37	71	24.05	26.18	5621995
A0A444SL38	118	22.24	23.85	5621995
A0A444SL39	1315	23.96	26.64	5621995
A0A444SL40	76	26.84	30.65	5621995
A0A444SL41	545	23.22	25.42	5621995
A0A444SL42	341	23.9	26.22	5621995
A0A444SL43	221	25.17	26	5621995
A0A444SL44	347	25.73	28.18	5621995
A0A444SL45	93	25.91	27.8	5621995
A0A444SL46	567	20.56	22.73	5621995
A0A444SL47	678	25.2	28.18	5621995
A0A444SL48	74	22.33	23.28	5621995
A0A444SL49	591	23.52	25.91	5621995
A0A444SL50	430	25.21	27.94	5621995
A0A444SL51	106	25.57	29.05	5621995
A0A444SL52	474	22.98	25.5	5621995
A0A444SL53	218	24.52	27.46	5621995
A0A444SL54	648	24.51	27.01	5621995
A0A444SL55	484	25.15	28.23	5621995
A0A444SL56	684	23.88	26.27	5621995
A0A444SL57	537	24.79	27.63	5621995
A0A444SL58	90	24.99	28.14	5621995
A0A444SL59	668	24.59	27.21	5621995
A0A444SL60	198	22.51	24.61	5621995
A0A444SL61	83	22.15	25.67	5621995
A0A444SL62	83	26.4	29.22	5621995
A0A444SL63	95	23.6	25.84	5621995
A0A444SL64	136	22.05	22.9	5621995
A0A444SL65	414	25.07	27.62	5621995
A0A444SL66	85	25.82	27.49	5621995
A0A444SL67	249	21.01	21.69	5621995
A0A444SL68	109	24.58	27.17	5621995
A0A444SL69	166	23.29	25	5621995
A0A444SL70	346	24.24	26.5	5621995
A0A444SL71	1387	22.42	24.53	5621995
A0A444SL72	156	25.09	27.78	5621995
A0A444SL73	81	25.84	28.35	5621995
A0A444SL74	145	24.43	26.48	5621995
A0A444SL75	91	25.37	28.13	5621995
A0A444SL76	122	25.68	28.15	5621995
A0A444SL77	1489	25.56	28.8	5621995
A0A444SL78	106	29.13	33.19	5621995
A0A444SL79	190	26.04	29.2	5621995
A0A444SL80	275	23.67	25.72	5621995
A0A444SL81	790	22.49	24.89	5621995
A0A444SL82	117	23.46	25.38	5621995
A0A444SL83	63	29.73	32.98	5621995
A0A444SL84	155	23.46	25.21	5621995
A0A444SL85	93	25.04	27.92	5621995
A0A444SL86	1692	22.3	24.2	5621995
A0A444SL87	272	25.1	27.83	5621995
A0A444SL88	817	23.82	26.22	5621995
A0A444SL89	170	25.42	27.55	5621995
A0A444SL90	216	24.12	26.89	5621995
A0A444SL91	191	22.52	24.02	5621995
A0A444SL92	648	21.89	23.48	5621995
A0A444SL93	184	23.6	25.69	5621995
A0A444SL94	255	22.23	24.79	5621995
A0A444SL95	176	24.28	26.28	5621995
A0A444SL96	323	24.18	26.4	5621995
A0A444SL97	348	23.34	25.74	5621995
A0A444SL98	193	23.54	26.87	5621995
A0A444SLA0	133	25.61	27.83	5621995
A0A444SLA1	263	23.53	25.87	5621995
A0A444SLA2	1040	23.12	25.38	5621995
A0A444SLA3	331	22.72	25.61	5621995
A0A444SLA4	671	24.77	27.74	5621995
A0A444SLA5	296	24.78	27.46	5621995
A0A444SLA6	83	27.32	31.34	5621995
A0A444SLA7	268	24.33	26.4	5621995
A0A444SLA8	220	22.79	25.38	5621995
A0A444SLA9	862	21.25	23.12	5621995
A0A444SLB0	255	23.2	25.92	5621995
A0A444SLB1	321	25.48	28.79	5621995
A0A444SLB2	380	22.59	24.67	5621995
A0A444SLB3	118	24.77	26.98	5621995
A0A444SLB4	112	24.38	26.68	5621995
A0A444SLB5	29	24.21	25.53	5621995
A0A444SLB6	95	23.72	26.65	5621995
A0A444SLB7	139	26.54	30.03	5621995
A0A444SLB8	176	23.98	26.07	5621995
A0A444SLB9	434	24.2	26.38	5621995
A0A444SLC0	556	22.89	24.51	5621995
A0A444SLC1	287	22.63	25.63	5621995
A0A444SLC2	305	23.22	25.38	5621995
A0A444SLC3	119	20.6	20.85	5621995
A0A444SLC4	125	25.44	27.51	5621995
A0A444SLC5	244	25.18	27.7	5621995
A0A444SLC6	146	27.66	31.25	5621995
A0A444SLC7	149	25.26	26.82	5621995
A0A444SLC9	247	23.88	26.52	5621995
A0A444SLD0	485	23.19	25.24	5621995
A0A444SLD1	70	29.23	32.49	5621995
A0A444SLD2	264	25.29	28.42	5621995
A0A444SLD4	257	24.92	26.44	5621995
A0A444SLD5	90	25.38	27.84	5621995
A0A444SLD6	39	19.84	22.82	5621995
A0A444SLD7	1091	24.42	27.41	5621995
A0A444SLD8	168	24.17	26.67	5621995
A0A444SLD9	288	22.86	24.98	5621995
A0A444SLE0	203	22.62	24.81	5621995
A0A444SLE1	257	23.79	26.14	5621995
A0A444SLE2	209	22.13	24.5	5621995
A0A444SLE3	72	27.04	31.49	5621995
A0A444SLE4	635	22.83	25.2	5621995
A0A444SLE5	107	26	28.92	5621995
A0A444SLE6	184	22.4	23.32	5621995
A0A444SLE7	142	26.27	29.43	5621995
A0A444SLE8	150	26.08	28.4	5621995
A0A444SLE9	702	24.95	27.38	5621995
A0A444SLF0	535	26.68	30.13	5621995
A0A444SLF1	124	24.95	27.12	5621995
A0A444SLF2	450	24.03	26.65	5621995
A0A444SLF3	59	26.25	29.24	5621995
A0A444SLF4	213	24.01	26.79	5621995
A0A444SLF5	158	22.38	24.07	5621995
A0A444SLF6	479	23.08	25.46	5621995
A0A444SLF7	367	23.94	26.36	5621995
A0A444SLF8	206	26.98	30.63	5621995
A0A444SLF9	172	24.66	27.65	5621995
A0A444SLG0	418	24.51	27.08	5621995
A0A444SLG1	218	22.6	24.7	5621995
A0A444SLG2	290	24.03	26.06	5621995
A0A444SLG3	174	26.67	30.63	5621995
A0A444SLG4	61	25.04	27.68	5621995
A0A444SLG5	99	25.45	28.53	5621995
A0A444SLG6	473	25.47	28.4	5621995
A0A444SLG7	259	22.85	24.99	5621995
A0A444SLG8	117	24.48	27.34	5621995
A0A444SLG9	77	22.95	25.95	5621995
A0A444SLH0	222	24.64	27.81	5621995
A0A444SLH1	71	29.97	32.75	5621995
A0A444SLH2	40	27.91	32.3	5621995
A0A444SLH3	309	23.31	25.77	5621995
A0A444SLH4	208	24.33	27.19	5621995
A0A444SLH5	105	24.92	26.7	5621995
A0A444SLH6	100	26.19	29.16	5621995
A0A444SLH7	281	24.19	26.89	5621995
A0A444SLH8	357	24.76	27.39	5621995
A0A444SLH9	34	27.81	32.46	5621995
A0A444SLI0	149	25.02	27.4	5621995
A0A444SLI1	490	23.77	26.54	5621995
A0A444SLI2	634	24.04	26.19	5621995
A0A444SLI3	426	24.56	26.39	5621995
A0A444SLI4	195	26.84	30.83	5621995
A0A444SLI5	181	23.88	25.83	5621995
A0A444SLI6	71	24.64	27.51	5621995
A0A444SLI7	107	26.17	29.36	5621995
A0A444SLI8	63	23.95	27.02	5621995
A0A444SLI9	88	26.28	29.54	5621995
A0A444SLJ0	193	25.05	27.46	5621995
A0A444SLJ1	271	25.22	28.53	5621995
A0A444SLJ2	103	30.16	33.95	5621995
A0A444SLJ3	216	22.7	25.16	5621995
A0A444SLJ4	272	25.79	28.71	5621995
A0A444SLJ5	164	25.15	27.66	5621995
A0A444SLJ6	326	22.83	25.67	5621995
A0A444SLJ7	307	23.86	26.42	5621995
A0A444SLJ8	184	26.28	29.21	5621995
A0A444SLJ9	191	24.07	26.34	5621995
A0A444SLK0	86	22.76	25.4	5621995
A0A444SLK1	354	23.63	26.58	5621995
A0A444SLK2	128	24.57	28.06	5621995
A0A444SLK3	276	23.49	25.47	5621995
A0A444SLK4	117	24.34	26.41	5621995
A0A444SLK6	281	22.11	24.45	5621995
A0A444SLK7	288	23.39	25.93	5621995
A0A444SLK8	44	24.6	26.18	5621995
A0A444SLK9	487	23.37	26.86	5621995
A0A444SLL0	245	24.38	27.77	5621995
A0A444SLL1	274	24.46	27.64	5621995
A0A444SLL2	142	25.4	27.05	5621995
A0A444SLL3	104	23.32	24.88	5621995
A0A444SLL4	278	25.43	27.08	5621995
A0A444SLL5	138	25.3	27.7	5621995
A0A444SLL6	72	24.27	26.53	5621995
A0A444SLL7	109	23.69	26.78	5621995
A0A444SLL8	169	23.44	26.48	5621995
A0A444SLL9	118	26.46	29.95	5621995
A0A444SLM0	263	23.97	27.17	5621995
A0A444SLM1	93	24.21	27.13	5621995
A0A444SLM2	199	23.93	25.84	5621995
A0A444SLM3	976	21.98	23	5621995
A0A444SLM4	455	25.17	27.82	5621995
A0A444SLM6	86	22.67	24.64	5621995
A0A444SLM7	204	26.31	30.05	5621995
A0A444SLM8	112	26.05	28.71	5621995
A0A444SLM9	988	22.97	25.58	5621995
A0A444SLN0	257	23.15	24.99	5621995
A0A444SLN1	321	25.44	28.78	5621995
A0A444SLN2	196	24.8	26.65	5621995
A0A444SLN3	127	22.71	25.03	5621995
A0A444SLN4	257	22.64	25.51	5621995
A0A444SLN5	104	25.75	28.05	5621995
A0A444SLN6	80	25.44	28.64	5621995
A0A444SLN7	71	26.83	28.08	5621995
A0A444SLN8	342	26.16	29.78	5621995
A0A444SLN9	169	25.79	29.01	5621995
A0A444SLP0	311	24	25.85	5621995
A0A444SLP1	251	24.41	27.49	5621995
A0A444SLP2	199	21.85	24.44	5621995
A0A444SLP3	243	25.2	27.76	5621995
A0A444SLP4	353	24.07	26.6	5621995
A0A444SLP5	116	25.09	26.78	5621995
A0A444SLP6	300	21.2	23.42	5621995
A0A444SLP7	165	26.32	29.19	5621995
A0A444SLP8	145	23.08	24.63	5621995
A0A444SLP9	249	26.45	29.59	5621995
A0A444SLQ0	183	21.97	23.48	5621995
A0A444SLQ1	517	24.22	26.29	5621995
A0A444SLQ2	231	20.33	22.49	5621995
A0A444SLQ3	145	25.71	28.56	5621995
A0A444SLQ4	97	25.24	27.81	5621995
A0A444SLQ5	120	24.67	27.31	5621995
A0A444SLQ6	1265	16.33	19.27	5621995
A0A444SLQ7	794	20.38	21.31	5621995
A0A444SLQ8	101	26.65	29.57	5621995
A0A444SLQ9	454	26.17	29.56	5621995
A0A444SLR0	90	23.05	25.93	5621995
A0A444SLR1	1257	22.5	24.23	5621995
A0A444SLR2	458	24.06	26.81	5621995
A0A444SLR3	383	26.01	28.71	5621995
A0A444SLR4	511	24.01	26.07	5621995
A0A444SLR5	369	23.49	26.09	5621995
A0A444SLR6	992	23.84	26.58	5621995
A0A444SLR7	173	24.51	27.35	5621995
A0A444SLR8	424	23.88	25.47	5621995
A0A444SLR9	146	24.21	26.98	5621995
A0A444SLS0	261	22.25	23.45	5621995
A0A444SLS1	450	21.22	23.56	5621995
A0A444SLS2	64	26.27	28.13	5621995
A0A444SLS3	531	24.02	26.11	5621995
A0A444SLS4	83	26.57	28.73	5621995
A0A444SLS5	170	24.94	28.06	5621995
A0A444SLS6	316	25.11	27.82	5621995
A0A444SLS7	223	23.83	26.54	5621995
A0A444SLS8	604	20.73	21.96	5621995
A0A444SLS9	77	25.61	29.18	5621995
A0A444SLT0	338	24.57	27.04	5621995
A0A444SLT1	158	23.35	26.1	5621995
A0A444SLT2	86	25.96	28.45	5621995
A0A444SLT3	256	25.26	27.28	5621995
A0A444SLT4	114	26.01	28.77	5621995
A0A444SLT5	272	25.18	27.92	5621995
A0A444SLT6	150	25	27.17	5621995
A0A444SLT7	98	25.38	27.47	5621995
A0A444SLT8	262	26.33	29.74	5621995
A0A444SLT9	168	25.86	28.28	5621995
A0A444SLU0	1116	23.84	26.34	5621995
A0A444SLU1	132	25.75	28.67	5621995
A0A444SLU2	112	24.92	28.15	5621995
A0A444SLU3	59	26.07	29.45	5621995
A0A444SLU4	232	25.07	27.65	5621995
A0A444SLU5	390	22.8	25.61	5621995
A0A444SLU6	125	26.91	29.98	5621995
A0A444SLU7	1026	23.09	25.14	5621995
A0A444SLU8	256	25.42	27.84	5621995
A0A444SLU9	104	25.29	29.09	5621995
A0A444SLV0	627	22.65	24.49	5621995
A0A444SLV1	328	24.91	27.46	5621995
A0A444SLV2	199	23.62	25.74	5621995
A0A444SLV3	233	26.99	29.77	5621995
A0A444SLV4	142	25.22	29.99	5621995
A0A444SLV5	71	22.43	24.91	5621995
A0A444SLV6	431	22.95	25.17	5621995
A0A444SLV7	185	25.07	26.85	5621995
A0A444SLV8	204	27.75	31.73	5621995
A0A444SLV9	349	25.78	29.15	5621995
A0A444SLW0	71	22.49	25.02	5621995
A0A444SLW1	115	24.33	26.64	5621995
A0A444SLW2	1066	23.1	25.07	5621995
A0A444SLW3	679	26.25	29.59	5621995
A0A444SLW4	210	26.11	29.81	5621995
A0A444SLW5	72	24.88	28.33	5621995
A0A444SLW6	175	23.81	26.02	5621995
A0A444SLW7	263	24.57	27.58	5621995
A0A444SLW8	39	25.8	29.01	5621995
A0A444SLW9	512	22.95	24.87	5621995
A0A444SLX0	520	24.74	27.45	5621995
A0A444SLX1	355	26.06	29.69	5621995
A0A444SLX2	260	24.59	27.06	5621995
A0A444SLX3	68	27.03	30.69	5621995
A0A444SLX4	224	25.71	28.76	5621995
A0A444SLX5	372	24.36	27.25	5621995
A0A444SLX6	383	23.87	26.19	5621995
A0A444SLX7	580	21.84	23.79	5621995
A0A444SLX8	922	23.22	24.87	5621995
A0A444SLX9	116	22.28	23.19	5621995
A0A444SLY0	178	27.11	30.33	5621995
A0A444SLY1	245	28.05	31.02	5621995
A0A444SLY2	515	23.78	26.1	5621995
A0A444SLY3	349	24.26	27.11	5621995
A0A444SLY4	207	22.87	25.38	5621995
A0A444SLY5	403	23.48	25.55	5621995
A0A444SLY6	127	24.12	27.24	5621995
A0A444SLY7	446	23.1	25.65	5621995
A0A444SLY8	249	21.28	22.72	5621995
A0A444SLY9	157	24.25	26.51	5621995
A0A444SLZ0	145	26.72	29.93	5621995
A0A444SLZ1	517	24.54	27.64	5621995
A0A444SLZ2	1322	22.33	24.49	5621995
A0A444SLZ3	383	24.46	26.91	5621995
A0A444SLZ4	160	24.01	26.64	5621995
A0A444SLZ5	1103	21.84	23.88	5621995
A0A444SLZ6	395	26.46	29.97	5621995
A0A444SLZ7	98	23.49	22.44	5621995
A0A444SLZ8	83	26.11	30.1	5621995
A0A444SLZ9	91	25.4	28.18	5621995
A0A444SM00	131	23.64	26.26	5621995
A0A444SM01	155	24.4	27.63	5621995
A0A444SM02	211	22.36	23.32	5621995
A0A444SM03	169	20.69	23.21	5621995
A0A444SM04	579	23.68	26.33	5621995
A0A444SM05	251	27.94	31.56	5621995
A0A444SM06	148	21.84	23.98	5621995
A0A444SM07	138	25.18	28.47	5621995
A0A444SM08	596	24.61	27.25	5621995
A0A444SM09	175	24.68	27.91	5621995
A0A444SM10	162	23.83	27.12	5621995
A0A444SM11	748	21.8	23.78	5621995
A0A444SM12	171	27.04	30.72	5621995
A0A444SM13	138	26.71	30.61	5621995
A0A444SM14	216	25.76	29.59	5621995
A0A444SM15	466	21.54	23.51	5621995
A0A444SM16	382	22.44	25.5	5621995
A0A444SM17	271	21.64	23.47	5621995
A0A444SM18	65	27.74	31.34	5621995
A0A444SM19	503	24.89	27.04	5621995
A0A444SM20	77	24.74	27.34	5621995
A0A444SM21	110	26.75	29.85	5621995
A0A444SM22	163	24.01	26.61	5621995
A0A444SM23	117	25.68	28.62	5621995
A0A444SM24	113	23.34	26.66	5621995
A0A444SM25	317	23.9	26.49	5621995
A0A444SM26	280	23.63	26.09	5621995
A0A444SM27	86	24	26.12	5621995
A0A444SM28	281	24.54	27.52	5621995
A0A444SM29	264	23.84	26.61	5621995
A0A444SM30	135	25.27	28.24	5621995
A0A444SM31	183	23.15	24.27	5621995
A0A444SM32	82	23.1	24.58	5621995
A0A444SM33	154	25.87	28.73	5621995
A0A444SM34	242	25.95	28.41	5621995
A0A444SM35	71	27.22	30.63	5621995
A0A444SM36	142	24.59	27.06	5621995
A0A444SM37	277	24.89	28.05	5621995
A0A444SM38	138	25.84	28.8	5621995
A0A444SM39	90	20.84	22.75	5621995
