Protein.ID	protein_ZT0	protein_ZT4	protein_ZT8	protein_ZT12	protein_ZT16	protein_ZT20	protein_ZT24	protein_ZT28	protein_ZT32	protein_ZT36	protein_ZT40	protein_ZT44	protein_ZT48	protein_ZT52	protein_ZT56	protein_ZT60	protein_ZT64	protein_ZT68	protein_ZT72	protein_ZT76	protein_ZT80	protein_ZT84	protein_ZT88	protein_ZT92	protein_ZT96	protein_ZT100	protein_ZT104	protein_ZT108	protein_ZT112	protein_ZT116	protein_mean.level	protein_max.level	protein_rhythm.pvalue	protein.length	aa.synthesis.average.cost	Mass	Uniprot.ID	RNA_LD03	RNA_LD03	RNA_LD03	RNA_LD06	RNA_LD06	RNA_LD06	RNA_LD09	RNA_LD09	RNA_LD09	RNA_LD12	RNA_LD12	RNA_LD12	RNA_LD15	RNA_LD15	RNA_LD15	RNA_LD18	RNA_LD18	RNA_LD18	RNA_LD21	RNA_LD21	RNA_LD21	RNA_LD24	RNA_LD24	RNA_LD24	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue_original	RNA_rhythm.pvalue_Brown
Ot09g02210	495193.4743	395223.9932	371890.4045	478328.3667	459205.4042	483123.4425	461830.497	350844.9224	477640.5084	400950.2383	497796.1581	439919.3022	316230.7015	418418.2749	394952.8769	475973.0952	602857.1722	357099.6789	359464.0021	330028.4795	385309.0826	406444.4967	662854.5149	446318.5641	413802.716	541751.3984	363848.4812	485437.6096	429419.0862	500244.14	440080.03609	662854.5149	0.0196665680705604	993	19.28	107.784	NA	7.312418515	6.946190647	7.005840112	6.508439088	5.763367012	5.763925813	5.396637138	4.772256321	4.453071491	7.251121093	6.987271723	6.784384202	7.657751874	7.62728478	7.627715084	8.093955621	8.016504686	7.917759503	8.142523957	8.274326403	8.357755902	7.885381794	7.742341232	7.826103455	7.08809697691667	8.357755902	0.00339964615199144	0.00339964615199144
Ot09g02330	188582.2538	182345.821	169862.8805	208120.7538	178224.0893	204838.4373	207519.9754	250094.4233	198171.7591	282791.5573	221044.1191	193547.3785	234017.7467	169866.1388	199286.3985	139134.7755	190637.8674	208466.651	189149.1583	240963.9641	207530.2988	215854.3238	261026.4795	249983.9237	220626.8759	284334.5064	179646.1867	225049.1081	244219.6552	228078.5359	212433.86809	284334.5064	0.681380779711756	710	17.52	72.046	NA	7.58756051	7.661305705	7.348205298	8.179594225	7.734832086	7.412165888	8.302655611	8.424501883	8.604372896	7.596433	7.784239135	7.819721171	7.730931848	7.548491877	8.199511862	7.641248764	7.601007656	8.097261311	7.499537729	7.407229099	7.661486444	7.319005945	7.353887998	7.383776657	7.74579019158333	8.604372896	0.010286064332629	0.010286064332629
Ot09g02860	970462.017	1018718.906	1395508.997	1182875.479	1124346.937	1131301.344	1019565.016	1259144.716	1008693.029	1050513.802	970844.0836	1354493.069	865638.1514	1303911.814	800209.9204	1213766.721	996528.059	851575.2046	834729.5829	1010368.948	915727.8629	999759.8938	1129346.498	1162085.551	1005455.832	996286.2898	819486.1289	784594.9537	976930.8912	740364.0453	1029774.45811667	1395508.997	0.892554787870885	110	18.74	11.891	NA	7.854133677	7.679940503	7.752451856	7.926320252	7.706104299	7.671184602	7.500057192	7.296523038	7.281340062	7.580219492	7.302661069	7.239372799	7.185067447	7.165414489	7.18687294	7.211561567	7.044039022	6.965064463	7.152976317	7.077584134	6.942535629	7.527782207	7.580917036	7.54401819	7.39058926175	7.926320252	7.15189663473976e-07	7.15189663473976e-07
Ot09g03020	459182.0465	450039.971	514276.2915	430473.0733	472311.202	438907.0856	516975.3489	560323.8458	436694.4599	484221.345	419735.1639	481365.6857	504517.4602	575794.8708	435428.5881	483375.3765	461716.8289	464349.5095	470820.8095	591541.8882	410899.9531	479238.1128	442739.1646	497888.7556	490510.5728	272405.2647	443517.8968	409147.4318	388146.9806	392009.9824	462618.498866667	591541.8882	0.0387724884660809	215	19.94	24.25	NA	7.862627025	8.050955472	8.226254319	7.731180002	8.267386568	8.510238387	7.727490805	8.168436466	8.50660351	7.316193613	7.528064302	7.518637005	7.105849628	6.986895811	6.808752109	7.118021764	7.100746255	7.034575922	7.4924798	7.455170262	7.379299582	7.582600873	7.614384029	7.74448285	7.618221931625	8.510238387	7.60730865485793e-07	7.60730865485793e-07
Ot09g03150	2566183.431	2428361.738	2981267.623	2926158.26	2563535.904	2436825.749	2335431.426	2796252.254	2637439.506	2507657.857	2430056.675	2984483.808	2131050.421	3186828.242	2640191.603	2903903.102	2208132.087	2228320.722	2016915.103	2206977.599	2273711.167	2383846.948	2978251.61	2509968.07	2230478.896	2658758.315	2735262.886	2080560.424	2124157.032	2344225.778	2514506.47453333	3186828.242	0.27378021614561	186	20.23	20.536	NA	NA	7.7469469855	7.852855011	7.654852835	NA	NA	6.32802697	NA	6.736220395	7.076599931	NA	7.001992836	6.702996391	7.315853532	7.066190841	6.727365066	7.589269216	7.192959545	NA	NA	8.271532045	7.727264172	8.11936524	8.0994637915	7.36527969429412	8.271532045	0.0108871425013015	0.0108871425013015
Ot09g04130	760791.2572	573353.9399	830975.7813	840102.5981	928387.1699	736699.7941	700495.6571	809178.2973	719494.0303	942930.2387	824552.144	870941.1154	559181.3933	671759.377	728068.9858	933293.8931	799439.4676	719426.5514	611514.0617	645912.8963	717079.1983	919052.4157	942015.4832	812801.1118	681844.7881	872345.3146	864002.2881	732827.1063	716388.7208	762575.176	774247.67508	942930.2387	0.0060336888067048	1225	18.47	130.013	NA	7.734605955	7.695428456	7.772410984	8.292985655	8.073414241	7.995153405	7.642045305	7.063384976	7.172011602	8.270685617	7.628467327	7.622939077	6.998289663	6.999496406	7.09119264	6.397938024	6.186077218	6.214309038	6.267392726	6.099429067	5.866314016	6.995325094	7.145064949	7.009116699	7.1763949225	8.292985655	7.0076731145451e-07	7.0076731145451e-07
Ot10g00950	11294051.27	12692483.06	15949768.23	9268575.92	11446096.98	10432364.96	11482139.95	15645273.54	12296005.27	13095223.85	8921722.05	11513476.24	12472111.58	18128067.69	12127553.07	10173065.77	9730487.721	9541578.113	10205234.46	15413433.36	10699212.05	12796420.22	11134459.77	9939909.313	11817353.41	11896552.95	11146303.01	11428432.22	8655080.68	9433330.131	11692525.5612667	18128067.69	0.00333234448866808	492	21.48	53.449	NA	8.213608492	7.846804572	7.777434383	8.565823314	8.244481749	8.501414681	8.030510753	8.360062909	8.677560021	7.230480004	7.569850168	7.685044798	6.7160361	6.914092617	7.103485295	7.181291183	6.928451375	7.432797393	7.458079553	7.32986896	7.172985985	7.667416179	7.560497557	7.381382462	7.647894187625	8.677560021	0.00134270722031636	0.00134270722031636
Ot10g01680	9780105.314	10173256.46	12483433.24	12152552.28	12419431.58	10460952.93	12378919.03	11518933.82	10525835.69	12302575.07	11851542.79	12672102.01	8939056.954	11881604.54	9414730.315	12351207.18	9485183.592	10253940.25	9494215.729	9656691.989	9551563.48	9869382.519	11187521.48	10718971.75	9591825.211	6822421.308	9190544.055	8059085.478	9879202.529	6421569.479	10382945.2684	12672102.01	0.465726281234419	332	20.5	35.926	NA	6.663215168	6.102892285	6.06419295	6.16867451	5.756458025	5.828659266	8.025406105	7.675633926	7.556642473	8.3789823	8.34102402	8.368054166	8.106772388	8.006130063	8.141701147	7.88559122	7.85388355	7.990736176	7.547881844	7.716459917	7.861948532	7.059980377	6.721183532	6.749848811	7.35716469795833	8.3789823	0.0097750697342975	0.0097750697342975
Ot10g01820	2383586.627	1729345.616	3389460.127	2036219.733	2518431.471	2185994.033	2377151.88	2476928.267	2014952.902	2634708.523	2343608.631	2519916.372	1767819.435	724041.3245	1727037.551	929353.8186	1431675.218	1603056.693	1744367.802	1946648.155	1716669.727	2413686.745	747726.1743	2222980.058	2393589.405	1179559.888	1876460.963	1745090.655	1490510.635	646883.1709	1897248.72001	3389460.127	0.920356480075097	360	18.69	38.49	NA	6.545471458	6.837933166	8.325797708	8.152395852	6.723371155	6.556413722	NA	6.976724422	7.112781944	7.534759174	7.482738439	7.371322412	7.533513583	7.832254144	6.408845381	7.580399333	7.532172586	6.242685446	7.536038039	7.534634742	8.543213989	7.313832153	6.983339773	NA	7.30275630095455	8.543213989	0.0112148089109342	0.000634700746689156
Ot10g02470	1334130.045	1158090.721	1361631.667	1169355.056	1379199.248	1375962.661	1330207.379	1224161.538	912405.4176	1211631.057	1500690.527	1412664.781	1578047.815	1504561.035	1145784.25	1129104.453	1784751.525	1406361.201	2197688.003	1119324.672	1064782.891	1340803.107	1396073.826	1560477.539	1449662.767	2195475.657	1151000.007	1746940.138	1423381.497	1728174.264	1409750.82482	2197688.003	0.0123457825378825	141	19.04	15.47	NA	7.802404614	7.316475984	7.234406637	7.601422556	7.305740516	7.183103214	8.428542152	7.596892084	7.760796979	7.845671954	7.255347803	7.143065593	7.467077485	7.022589621	6.908603558	7.949928213	7.439832082	7.275888662	7.721873444	7.401662921	7.598949144	7.563495628	7.070519941	7.092932042	7.457800951125	8.428542152	0.847501692189636	0.847501692189636
Ot10g02570	488161.2135	441389.6437	559346.4921	587944.1706	560259.1493	504391.3779	493840.5998	273507.1515	549649.9671	442631.3933	476302.6175	482750.4488	319352.542	506222.5589	622395.0724	498056.6971	441750.4786	589853.8791	282511.9937	457938.9001	390038.5282	633838.4479	546570.8954	465554.6643	353912.615	865970.3626	597778.3824	372525.2705	323276.1852	446596.9336	485810.62107	865970.3626	0.211993102912329	486	18.33	52.1	NA	7.529463486	7.638238069	7.642195054	7.346809397	7.516538896	7.69362384	7.168567315	7.247340467	7.701612092	5.830173799	6.099785158	6.385403354	7.167265523	7.122881933	7.176915892	7.294564615	NA	7.808132382	7.654338684	8.086314495	NA	8.083385408	7.812463752	7.8398989935	7.35663239111364	8.086314495	0.00833100696356146	0.00833100696356146
Ot10g02630	425389.9609	376684.0585	407909.0826	398664.6085	384925.7738	455598.4612	386135.0526	356784.6612	596166.4046	457736.1839	514559.7335	437671.1219	426779.5929	431796.5049	414527.4502	537374.4566	414385.8593	384821.7203	359274.6764	406826.2724	376720.1804	556836.2478	513029.7315	406937.399	353285.7482	630273.6876	382346.834	433878.9715	436170.4527	469341.6426	437761.084383333	630273.6876	0.0338182409504962	532	18.3	55.865	NA	7.478272049	7.420684564	7.417569132	7.192282872	7.315254282	7.32950895	8.091760957	7.896490059	7.960206904	7.460730191	7.356676304	7.411975984	7.089417827	6.713887906	6.752210417	7.154727249	6.908086521	7.023579771	7.159474244	7.14969973	7.123775827	7.35697739	7.329494513	7.357251384	7.31041645945833	8.091760957	2.11604390986199e-05	2.11604390986199e-05
Ot11g00070	2789674.658	2377193.545	2895030.09	2644959.404	2759287.94	2959141.648	2663904.056	2658843.108	2628027.436	3242846.948	2721336.45	3309267.232	2329097.765	2551318.874	2555914.065	2959699.131	2710807.148	2654793.553	2091631.713	2381837.844	2452792.993	2713396.376	2946238.906	2852858.61	2623143.017	2317062.988	2622996.876	2520521.369	2505806.178	2891766.29	2677706.54036667	3309267.232	0.022787675682621	154	19.16	16.827	NA	6.511784539	5.535822921	5.512066062	7.030061158	6.5710220615	6.711996439	7.360820357	NA	7.375150464	7.90772732	7.530758347	7.704515485	7.953271934	NA	8.151028772	6.928667751	7.393064501	7.598741313	6.566575299	6.409561152	6.695994338	5.780232793	5.158826534	5.574287139	6.81645348543182	8.151028772	8.48830412534167e-07	8.48830412534167e-07
Ot11g00260	4298245.917	3760383.305	4143781.182	4234425.337	4254753.949	4039218.973	4249268.343	4267033.222	3594872.868	4135542.877	4044704.822	4251577.595	3892670.064	3001710.177	3448041.183	3656908.588	3601912.906	3455837.745	3796857.027	3510901.627	3378228.278	3955138.338	4058194.381	4048702.872	4021055.34	4626391.698	3506648.864	3219903.419	3509339.946	3963449.08	3864189.99743333	4626391.698	0.257154992438351	887	20.13	99.372	NA	6.851931583	6.542781156	6.397809114	6.671218259	5.912082682	6.103639796	7.669786272	7.046090854	6.916912246	7.798510927	7.692890336	7.873020895	8.004772914	7.908556823	8.051014564	7.732817766	7.81830324	7.939024925	7.646897679	7.972151134	8.080820151	7.051846432	7.249944119	7.420659879	7.34806182275	8.080820151	7.31939342369926e-07	7.31939342369926e-07
Ot11g01710	319433.8404	298574.3439	493900.8132	364784.5807	524233.1903	408317.8868	306960.9764	345911.5069	394305.1655	480428.4595	456519.6108	466442.6651	259124.455	234267.501	367258.9281	371881.0571	279037.6178	287004.9415	209484.4707	242997.7505	297693.093	402272.2038	387243.3461	278984.8931	379740.5799	235127.4938	391471.0878	312950.9216	334698.7184	224358.4566	345180.351843333	524233.1903	0.031644531746114	1285	18.68	140.215	NA	7.501413147	7.437972732	7.39649558	7.715687994	7.495955783	7.784496509	8.15353733	8.037008222	8.072261361	8.290295121	8.068018726	8.153840078	7.958539462	8.001214151	7.895377309	7.98207066	7.982749743	7.912021331	7.341195485	7.353139301	7.309732886	7.47550255	7.405149702	7.366410547	7.75375357125	8.290295121	8.22603217779896e-07	8.22603217779896e-07
Ot11g01940	3053777.629	3003836.759	3213064.934	3389099.451	3763584.58	3120320.898	3135462.346	2724662.133	3187221.51	2823203.164	2806315.222	3249606.524	2667979.346	3056391.479	3488480.888	2930994.398	3550833.946	3742516.687	2684076.208	3330913.161	2613368.021	3630649.642	3397667.836	3624679.076	2680914.385	2977076.726	3195062.037	3112812.777	3251591.645	3631327.295	3167916.35676667	3763584.58	0.0748785758835221	159	18.01	16.475	NA	6.689323784	6.887265829	6.978073866	7.145831774	7.377356287	7.422749548	8.270047272	8.536489224	8.873010508	7.820569627	8.080834795	8.188014041	7.281887941	7.258245183	7.36984437	6.846145942	6.794375852	6.83091718	6.814997032	6.775260104	6.723996954	6.83143535	7.040241845	7.075099435	7.32966723929167	8.873010508	0.00999745361310645	0.00999745361310645
Ot11g02260	134799.4364	102587.7241	78099.16507	103394.8086	137283.3277	77644.31864	112599.2438	136931.8344	71115.03754	162469.6954	119711.845	106953.6785	122286.6692	50.32083744	109624.4577	2819.851741	82164.72404	60158.98725	101301.355	91194.89651	71635.25162	124379.8198	60115.51701	118756.5521	103088.6307	82286.01612	72083.76428	90638.4126	82384.34645	71531.35506	93003.0347722813	162469.6954	0.77020196639577	424	19.02	45.719	NA	7.763302794	7.727089083	8.010808234	7.533027247	7.858051933	7.855311794	7.46719334	7.172117445	7.178522292	8.287728049	7.577371351	7.845758847	8.13435339	7.996087174	8.05025032	8.202329191	8.008597525	8.006524684	7.998201484	7.92748394	7.841277831	7.989766648	7.654293565	7.783270648	7.82786328370833	8.287728049	0.00893578054987124	0.00893578054987124
Ot11g02380	897121.9644	688279.9172	864217.3887	724761.586	663151.4638	523017.6057	957233.2828	1471636.737	1171435.909	794806.8176	924833.8449	556971.3444	996130.9961	758285.6062	1083270.177	972778.8384	831760.4956	843172.1536	714591.6829	1256516.36	1128475.685	789150.6811	846935.5961	811178.363	913879.4681	922975.9742	678686.5808	852965.3194	868599.4648	738283.5129	874836.827223333	1471636.737	0.0179733858478554	111	18.75	11.956	NA	7.635309792	7.959747217	8.103986462	7.912401599	8.127197137	7.946773514	7.326068433	7.764412453	7.446538818	8.370534993	7.969335732	8.055009564	8.370680721	8.692004286	8.504305837	8.152305107	8.379562092	8.525391056	7.950013618	7.995062303	8.071920378	7.793401379	7.810621088	7.851561872	8.02975606045833	8.692004286	0.00322042413160319	0.00322042413160319
Ot12g00030	4266495.947	3697434.53	4667556.482	4247451.55	4562342.15	4665573.843	4056049.82	5170293.984	3701767.954	4618170.183	4135370.049	4999349.164	4115996.023	3782118.964	3832195.737	4196739.106	4165794.999	4100558.92	3985545.672	3744932.331	3490039.096	4233827.692	4340644.332	4712399.868	4563361.147	3632600.404	3756502.797	3502648.253	3959946.133	3821928.854	4157521.19946667	5170293.984	0.0148088083803027	213	17.57	22.483	NA	7.099691953	6.879535053	6.963537526	7.395643097	7.211891509	7.03049829	7.448832415	7.641678968	7.473476947	7.577617885	7.294806151	7.713934854	7.334737666	7.800098724	7.587872137	7.083259286	7.479480296	7.216945073	7.623759331	7.85323524	7.569024114	7.222227395	7.015136361	6.938150673	7.35229462266667	7.85323524	0.0255310815961777	0.0255310815961777
Ot12g00140	812673.841	774347.6623	651623.1727	642885.2043	739414.6149	749358.0069	781295.0416	910605.0405	746124.2139	911969.0215	705030.9898	911609.9475	713744.4826	765114.374	778687.4727	721996.7633	679472.4841	692426.0842	632589.38	730696.1838	679710.3798	773030.3864	816237.7138	865383.4496	805350.582	835583.554	739614.2389	663521.0222	656424.851	739305.6575	754194.193893333	911969.0215	0.275788498982938	665	19.7	73.427	NA	7.929573545	7.899676273	7.669699671	7.949932027	8.060437985	8.191128468	7.852741534	7.975396836	7.950764795	7.649625122	7.369679508	7.266973442	7.78404415	7.966256849	8.052111295	7.784515713	7.884348481	7.92283247	7.841588657	7.903533105	7.931257339	7.758018444	7.833304067	7.693927357	7.83839029720833	8.191128468	0.525467053062489	0.525467053062489
Ot12g00160	227995.9134	227906.4821	317825.1682	234421.0052	304976.1447	199074.2919	253561.3709	374112.8027	239133.7847	328166.4085	238880.1314	220943.8658	262494.6911	349407.2623	262472.2858	289988.5922	240153.3234	204554.2678	234529.9528	254002.357	232164.693	286705.2475	271852.893	265582.0988	270660.5659	352657.2615	246346.2571	238274.4041	206235.1592	262615.5849	263256.475563333	374112.8027	0.236180360324126	801	18.68	88.507	NA	7.831300988	7.954614525	8.046115165	7.402613308	7.522738301	7.36812734	6.33784737	6.182270914	6.363871647	7.147253529	7.010712726	7.041331304	7.357630189	7.376459914	7.416332231	7.638309673	7.541846589	7.570744535	7.432711727	7.665290911	7.447045344	7.980118165	8.317816744	8.221932721	7.4239598275	8.317816744	0.0195858082603759	0.0195858082603759
Ot12g00210	7712051.881	7373332.866	11152444.96	8599090.939	11313109.09	7510437.294	9984894.739	9236513.501	7247184.74	9557751.671	9583700.209	11172250.35	6073992.937	5866918.327	7074417.909	7620559.01	7566883.968	10650645.89	5404532.377	6653083.532	6595398.187	7836519.95	7707251.253	10068833.74	7626076.48	6030985.169	7212637.587	6453717.375	6800549.369	5362887.796	7968288.43653333	11313109.09	0.147653999965009	1094	19.02	119.508	NA	7.653111382	7.474435927	7.658535422	7.41891999	7.548430852	8.072586242	8.364068257	8.521987716	8.785858768	8.170358398	8.402209559	9.119489423	7.976173047	8.153778952	8.129579757	7.624014187	8.119810769	7.932309251	8.01707284	8.268914046	8.553104176	7.763170975	7.693620766	7.976557924	8.05825410941667	9.119489423	0.0467993087400431	0.0467993087400431
Ot12g00390	16108287.94	15138540.13	18266729.57	17844449.74	16895386.12	16198756.81	14347677.56	15286143.19	13453001.2	16858837.22	15124671.55	18694728.47	11201249.71	13236783.14	15322360.97	18176799.37	15536361.24	12483300.85	11613895.52	11311369.13	13657201.24	14212414.63	19398460.82	17275474.3	12969692.23	12533047.65	16283266.27	13188788.65	12236789.58	16833846.51	15056277.0436667	19398460.82	0.0468301137817742	121	18.02	12.321	NA	7.366753606	7.016166873	7.204823047	7.153382967	6.735553801	6.881752905	7.200902717	6.687824204	6.684407593	7.255789965	7.074114439	7.311356975	7.676865649	7.631231713	7.697270106	7.970979197	8.178712979	8.20571975	8.206140007	8.046173879	8.22879601	7.281758159	7.148615748	7.222908068	7.419500014875	8.22879601	8.66412645451451e-07	8.66412645451451e-07
Ot12g00420	709377.0691	803317.124	729818.8958	852647.0888	750888.0887	685884.0612	1839550.839	1004088.07	1050047.389	652192.2894	767005.8417	676746.5479	1236303.11	1366054.973	708010.6715	955864.9695	1068507.663	721664.2766	1323855.232	1560778.015	955854.0321	832322.0525	720604.0719	721373.7303	958515.1001	1056852.925	691258.6502	1192531.221	982408.6722	799765.4892	945802.938656667	1839550.839	0.108565749384217	139	18.12	14.338	NA	7.122053053	7.049495163	7.007104719	6.838595341	6.733704635	6.597922634	7.768691079	7.381605141	7.396833031	7.730423108	7.569335105	7.575355192	7.951827075	7.881366547	7.781760052	7.819855396	7.938614427	7.786513744	8.020325564	8.235526346	8.267066349	7.534534571	7.591350808	7.584616065	7.54851979770833	8.267066349	7.79961548785034e-07	7.79961548785034e-07
Ot12g00770	317771.5822	303856.4765	330263.9133	310259.6089	345340.8264	336929.8558	264238.7542	429932.5693	329164.728	411257.2372	285197.5078	426405.4046	234058.7995	292926.6229	288547.0176	294336.0709	272052.7815	293417.6596	273233.1026	319501.4788	263625.5432	295961.4131	382997.672	335892.5845	314628.5461	396861.0617	284790.1079	259124.8158	268277.8219	256861.5321	313923.769863333	429932.5693	0.919270814819607	540	18.83	57.601	NA	7.221718319	6.89271112	6.784215955	6.804010623	6.531679708	6.552623268	7.644498151	7.592902291	7.544984623	7.537119333	7.733011247	7.710939429	7.624599202	7.349215173	7.488161892	7.526278936	7.513779674	7.785130105	7.97032872	7.912603177	8.288671426	7.586822627	7.40060512	7.555555047	7.43967354858333	8.288671426	0.00511129629256176	0.00511129629256176
Ot12g01280	110741.1671	110595.6023	144951.449	99417.10001	105385.4075	119560.0698	105576.5419	87553.04827	276396.4064	81417.39339	177042.7771	81498.33388	152014.318	172712.1341	158923.9835	137985.4877	101586.2741	110665.4897	97618.26266	190674.7998	144215.0438	261527.5112	97046.85641	102586.9543	79733.17804	229596.6929	133902.1218	183640.3076	130936.4383	136060.6996	137385.395005333	276396.4064	0.0724956178339301	345	18.16	36.675	NA	7.116511428	7.2525788425	7.180603898	7.023285236	7.556758351	7.383630099	7.446038573	NA	NA	6.728280409	7.123970217	NA	5.13531799	5.019578253	5.162940029	4.795783879	4.744640452	4.687820048	5.722868332	5.454478606	5.487064545	6.891418289	6.794255209	6.548369219	6.25029485259524	7.556758351	0.00333248168708331	0.00333248168708331
Ot12g02180	3678349.5	2757546.512	3664837.941	3584042.121	3718714.496	3621035.572	3061640.547	3421530.286	2959592.111	3085586.585	3234667.211	3321708.024	4126797.878	3108947.564	2888693.746	3257345.488	3458876.138	3405727.448	3653453.059	3511913.834	2914395.107	2953038.593	3308454.043	3137453.285	3261432.186	3486343.397	3486192.565	3092302.081	2997004.753	4370102.528	3350924.1533	4370102.528	0.0983932117428587	278	18.63	29.757	NA	6.576834028	6.457290261	6.6028794845	6.761772514	6.590539319	6.6134717925	7.076928455	7.532435685	NA	7.402835791	8.319817501	NA	7.122557229	7.289654461	7.200431904	6.162538082	6.733810451	6.833197333	6.968287468	6.724271933	6.865275849	6.373267877	6.459402567	6.510746893	6.87173849445455	8.319817501	0.00207617841941595	0.00207617841941595
Ot12g02700	2628102.505	2421514.58	3405745.49	3014299.112	3519222.364	3311962.039	2592237.329	3108064.944	2807009.514	3825086.185	3380972.265	3861031.387	2203089.265	2246563.75	3071941.071	3032275.013	3423615.48	3093792.408	2135079.733	2886356.247	2726278.305	3440212.738	3149203.133	3276778.101	2823737.703	1622374.727	2834948.543	2823050.885	2929150.522	2448670.834	2934745.53906667	3861031.387	5.99747936939641e-07	519	18.55	54.208	NA	6.618798874	5.75412981	5.854936446	4.582249037	3.446868138	3.088307195	3.928477477	3.229438776	2.930680809	6.534849856	6.116175881	6.163981877	8.07142856	8.143405202	8.124966629	8.439791631	8.685220374	8.549605552	8.271494189	8.353128214	NA	7.881164104	7.859566154	7.990046912	6.46168311726087	8.685220374	0.00525308986576415	0.00525308986576415
Ot12g02770	1708008.663	1666556.026	1912995.324	1993058.374	1990742.574	2011183.331	3391434.606	1355703.137	2140206.744	1792250.707	2033598.254	1968257.436	1737385.962	2135071.944	1988256.159	2086393.375	1919341.113	2024041.058	1252040.204	1763847.353	1752919.62	1849458.558	2490903.56	1741009.395	1679017.683	1386026.63	1898967.977	1489709.483	1646027.85	1556631.377	1878701.48256667	3391434.606	0.0745058947010985	209	20.41	23.743	NA	7.453717456	8.03293657	8.071991022	7.162203561	7.375558744	7.117296908	8.512544966	8.576942899	8.837331881	5.376666169	6.327301948	5.847482374	4.703354432	3.577286485	3.68367456	5.751036278	4.891071048	4.676317168	6.59346002	6.620475696	6.693071243	7.213598047	7.607740255	7.481490474	6.59102292516667	8.837331881	7.13017825465164e-07	7.13017825465164e-07
Ot12g02970	89588.39334	82680.64138	99812.74685	93693.53223	109197.4693	96881.24743	79144.34495	97187.68564	73345.10166	93950.95574	77612.57319	138805.2469	84423.14621	107099.5808	67838.02292	118407.2312	73753.82177	77548.83711	66820.06252	74898.41036	73802.93828	100568.327	129635.4378	96441.09564	90927.88593	114386.7986	74483.95484	63780.56646	82139.18798	78686.11533	90251.3786453333	138805.2469	0.741313821036019	498	19.22	55.133	NA	5.546977058	4.369172615	4.206214181	4.747034953	4.196913388	4.034500054	4.580415189	4.382353418	4.507959772	6.914860772	5.992050663	5.894970639	8.176965263	8.307095305	8.279409532	8.561479298	8.250399829	7.919461579	8.741488282	8.830569358	9.085062055	7.975808302	7.098779177	7.004404065	6.56684769779167	9.085062055	2.9858121656048e-05	2.9858121656048e-05
Ot12g03060	5068151.23	4629574.978	4983158.036	4589250.655	5314999.29	5207948.115	4884542.849	5839307.222	3695121.988	5473582.726	4691155.491	5382354.565	4551352.472	3723680.356	4476187.366	4309467.871	4721891.647	4906843.546	4706610.549	4339868.13	3991422.295	5533096.622	5301638.88	5974484.577	5036009.042	5186200.037	4861587.417	4406860.173	4580343.429	4851373.698	4840602.17506667	5974484.577	0.0889421578964979	357	18.3	37.003	NA	8.038124069	8.070114293	8.128296537	7.658562416	7.67011501	7.762080942	7.197519854	7.037288157	7.019892537	7.75715035	7.358744045	7.634188769	7.425259348	7.468312458	7.409382138	7.656018275	7.655330641	7.393291236	8.069643291	8.285019289	8.294163163	8.11459635	8.053028463	8.046012817	7.716755602	8.294163163	7.22716002823058e-07	4.82268847632971e-09
Ot13g00240	253600.9675	272604.3767	358795.0314	314947.3263	357966.1137	354869.0359	301320.6569	309531.3434	276214.7363	364021.7945	330653.2592	328146.9541	295269.1025	287555.5896	308638.5466	373493.9117	319368.4113	291819.9456	237658.3983	282185.6393	251408.3423	370951.3046	386295.1529	324800.106	300160.6247	240176.2843	287557.2524	312293.3295	307411.201	263430.6278	308771.51221	386295.1529	0.000703889049680826	253	19.4	27.934	NA	7.896109389	7.841996403	7.821590637	7.84053152	NA	7.561765011	8.059066969	NA	8.193341997	5.739680568	4.518636218	4.427972622	5.092716232	3.643917185	3.2788473355	5.561362606	8.300798464	4.440752913	6.694649193	6.419881656	6.138107541	7.463938746	7.815007032	7.63901423	6.47225838488636	8.300798464	0.00837792751869094	0.00837792751869094
Ot13g00350	1083750.059	1099897.62	1258112.976	967400.6468	983453.1344	990834.6363	958570.7022	1252526.149	1085750.189	1086157.018	900203.1531	1127189.34	1216032.566	838063.0696	1037371.821	1135087.707	1039277.519	817231.3072	1100342.086	1126192.284	1060195.653	1093678.625	1101755.929	1014165.021	910189.9678	1345408.119	1200094.672	1006560.069	953556.7688	1051130.36	1061339.30560667	1345408.119	0.0366924079436376	258	18.43	27.983	NA	7.868700115	7.745374448	7.647992466	7.691139099	7.713522539	7.6156032	7.425376281	7.514376167	7.574490298	7.02207772	7.572134313	7.420826409	7.50810915	7.248881031	7.110995992	7.79912841	7.66864038	7.501617305	8.060163767	8.014250616	8.045931642	8.038870898	7.831185912	7.737528364	7.64070485508333	8.060163767	0.0023503149063586	0.0023503149063586
